step,timestamp,target[0],actual[0],error[0],P[0],I[0],D[0],integral[0],output[0],target[1],actual[1],error[1],P[1],I[1],D[1],integral[1],output[1]
1059,2.12,-0,0.308048,-0.308048,-3.08048,0,0.00935849,0.615438,-3.07112,0,-2.77437,2.77437,27.7437,-0,-0.0222411,-0.504891,27.7214
1060,2.122,-0,0.306545,-0.306545,-3.06545,0,0.00751293,0.614824,-3.05794,0,-2.77017,2.77017,27.7017,-0,-0.0209751,-0.499347,27.6807
1061,2.124,-0,0.30457,-0.30457,-3.0457,0,0.00987382,0.614212,-3.03583,0,-2.76579,2.76579,27.6579,-0,-0.0218929,-0.493811,27.636
1062,2.126,-0,0.302965,-0.302965,-3.02965,0,0.00802729,0.613605,-3.02162,0,-2.76167,2.76167,27.6167,-0,-0.0206276,-0.488283,27.596
1063,2.128,-0,0.300888,-0.300888,-3.00888,0,0.0103839,0.613001,-2.9985,0,-2.75736,2.75736,27.5736,-0,-0.0215363,-0.482764,27.5521
1064,2.13,-0,0.299181,-0.299181,-2.99181,0,0.00853638,0.612401,-2.98327,0,-2.75331,2.75331,27.5331,-0,-0.0202716,-0.477254,27.5128
1065,2.132,-0,0.297003,-0.297003,-2.97003,0,0.0108884,0.611805,-2.95914,0,-2.74907,2.74907,27.4907,-0,-0.0211717,-0.471751,27.4695
1066,2.134,-0,0.295195,-0.295195,-2.95195,0,0.00903986,0.611213,-2.94291,0,-2.74509,2.74509,27.4509,-0,-0.0199074,-0.466257,27.431
1067,2.136,-0,0.292918,-0.292918,-2.92918,0,0.0113871,0.610625,-2.91779,0,-2.74093,2.74093,27.4093,-0,-0.0207994,-0.460771,27.3885
1068,2.138,-0,0.29101,-0.29101,-2.9101,0,0.00953742,0.610041,-2.90056,0,-2.73702,2.73702,27.3702,-0,-0.0195356,-0.455293,27.3507
1069,2.14,-0,0.288634,-0.288634,-2.88634,0,0.0118796,0.609461,-2.87446,0,-2.73294,2.73294,27.3294,-0,-0.02042,-0.449823,27.309
1070,2.142,-0,0.286628,-0.286628,-2.86628,0,0.0100288,0.608886,-2.85626,0,-2.72911,2.72911,27.2911,-0,-0.0191565,-0.444361,27.2719
1071,2.144,-0,0.284155,-0.284155,-2.84155,0,0.0123658,0.608315,-2.82919,0,-2.7251,2.7251,27.251,-0,-0.0200337,-0.438907,27.231
1072,2.146,-0,0.282052,-0.282052,-2.82052,0,0.010514,0.607749,-2.81001,0,-2.72135,2.72135,27.2135,-0,-0.0187704,-0.43346,27.1947
1073,2.148,-0,0.279674,-0.279674,-2.79674,0,0.0118948,0.607187,-2.78484,0,-2.71792,2.71792,27.1792,-0,-0.0171156,-0.428021,27.1621
1074,2.15,-0,0.277608,-0.277608,-2.77608,0,0.0103252,0.60663,-2.76576,0,-2.71515,2.71515,27.1515,-0,-0.0138653,-0.422588,27.1376
1075,2.152,-0,0.275222,-0.275222,-2.75222,0,0.0119329,0.606077,-2.74029,0,-2.71264,2.71264,27.1264,-0,-0.0125482,-0.41716,27.1139
1076,2.154,-0,0.273126,-0.273126,-2.73126,0,0.0104774,0.605529,-2.72079,0,-2.7107,2.7107,27.107,-0,-0.00970903,-0.411737,27.0973
1077,2.156,-0,0.270687,-0.270687,-2.70687,0,0.0121952,0.604985,-2.69468,0,-2.70895,2.70895,27.0895,-0,-0.00874792,-0.406317,27.0807
1078,2.158,-0,0.268525,-0.268525,-2.68525,0,0.0108108,0.604446,-2.67444,0,-2.7077,2.7077,27.077,-0,-0.00623145,-0.400901,27.0708
1079,2.16,-0,0.266005,-0.266005,-2.66005,0,0.012599,0.603911,-2.64746,0,-2.70659,2.70659,27.0659,-0,-0.00554985,-0.395486,27.0604
1080,2.162,-0,0.263754,-0.263754,-2.63754,0,0.0112554,0.603381,-2.62629,0,-2.70594,2.70594,27.0594,-0,-0.00328814,-0.390074,27.0561
1081,2.164,-0,0.261137,-0.261137,-2.61137,0,0.0130865,0.602856,-2.59828,0,-2.70537,2.70537,27.0537,-0,-0.00282699,-0.384663,27.0509
1082,2.166,-0,0.258784,-0.258784,-2.58784,0,0.0117631,0.602336,-2.57608,0,-2.70522,2.70522,27.0522,-0,-0.000767274,-0.379252,27.0514
1083,2.168,-0,0.256061,-0.256061,-2.56061,0,0.0136182,0.601822,-2.54699,0,-2.70512,2.70512,27.0512,-0,-0.000480517,-0.373842,27.0507
1084,2.17,-0,0.253601,-0.253601,-2.53601,0,0.0123012,0.601312,-2.5237,0,-2.7054,2.7054,27.054,-0,0.00141855,-0.368431,27.0555
1085,2.172,-0,0.250767,-0.250767,-2.50767,0,0.0141681,0.600808,-2.4935,0,-2.70572,2.70572,27.0572,-0,0.00156709,-0.36302,27.0587
1086,2.174,-0,0.248197,-0.248197,-2.48197,0,0.0128486,0.600309,-2.46912,0,-2.70639,2.70639,27.0639,-0,0.00333814,-0.357608,27.0672
1087,2.176,-0,0.245253,-0.245253,-2.45253,0,0.0147194,0.599815,-2.43781,0,-2.70706,2.70706,27.0706,-0,0.0033771,-0.352194,27.074
1088,2.178,-0,0.242575,-0.242575,-2.42575,0,0.0133918,0.599327,-2.41236,0,-2.70807,2.70807,27.0807,-0,0.00504605,-0.346779,27.0857
1089,2.18,-0,0.239523,-0.239523,-2.39523,0,0.0152618,0.598845,-2.37996,0,-2.70907,2.70907,27.0907,-0,0.00499821,-0.341362,27.0957
1090,2.182,-0,0.236738,-0.236738,-2.36738,0,0.0139229,0.598369,-2.35346,0,-2.71039,2.71039,27.1039,-0,0.00658574,-0.335943,27.1105
1091,2.184,-0,0.23358,-0.23358,-2.3358,0,0.0157896,0.597899,-2.32001,0,-2.71168,2.71168,27.1168,-0,0.00646932,-0.330521,27.1233
1092,2.186,-0,0.230692,-0.230692,-2.30692,0,0.014438,0.597434,-2.29249,0,-2.71328,2.71328,27.1328,-0,0.007992,-0.325096,27.1408
1093,2.188,-0,0.227432,-0.227432,-2.27432,0,0.0163003,0.596976,-2.25802,0,-2.71484,2.71484,27.1484,-0,0.00782164,-0.319668,27.1563
1094,2.19,-0,0.224445,-0.224445,-2.24445,0,0.0149353,0.596524,-2.22952,0,-2.7167,2.7167,27.167,-0,0.00929279,-0.314236,27.1763
1095,2.192,-0,0.221087,-0.221087,-2.21087,0,0.016793,0.596079,-2.19407,0,-2.71852,2.71852,27.1852,-0,0.00908029,-0.308801,27.1943
1096,2.194,-0,0.218004,-0.218004,-2.18004,0,0.0154147,0.59564,-2.16462,0,-2.72062,2.72062,27.2062,-0,0.0105106,-0.303362,27.2167
1097,2.196,-0,0.21455,-0.21455,-2.1455,0,0.0172683,0.595207,-2.12823,0,-2.72267,2.72267,27.2267,-0,0.0102655,-0.297918,27.237
1098,2.198,-0,0.211375,-0.211375,-2.11375,0,0.015877,0.594781,-2.09787,0,-2.72501,2.72501,27.2501,-0,0.0116637,-0.292471,27.2617
1099,2.2,-0,0.207829,-0.207829,-2.07829,0,0.0177272,0.594362,-2.06057,0,-2.72728,2.72728,27.2728,-0,0.0113938,-0.287018,27.2842
1100,2.202,-0,0.204565,-0.204565,-2.04565,0,0.0163236,0.59395,-2.02932,0,-2.72984,2.72984,27.2984,-0,0.0127668,-0.281561,27.3112
1101,2.204,-0,0.20093,-0.20093,-2.0093,0,0.0181714,0.593544,-1.99113,0,-2.73233,2.73233,27.3233,-0,0.0124785,-0.276099,27.3358
1102,2.206,-0,0.197579,-0.197579,-1.97579,0,0.016756,0.593146,-1.95904,0,-2.7351,2.7351,27.351,-0,0.0138319,-0.270632,27.3648
1103,2.208,-0,0.193859,-0.193859,-1.93859,0,0.0186023,0.592754,-1.91998,0,-2.73781,2.73781,27.3781,-0,0.0135303,-0.265159,27.3916
1104,2.21,-0,0.190424,-0.190424,-1.90424,0,0.0171758,0.59237,-1.88706,0,-2.74078,2.74078,27.4078,-0,0.0148688,-0.25968,27.4227
1105,2.212,-0,0.186619,-0.186619,-1.86619,0,0.0190215,0.591993,-1.84717,0,-2.74369,2.74369,27.4369,-0,0.0145581,-0.254196,27.4515
1106,2.214,-0,0.183102,-0.183102,-1.83102,0,0.0175845,0.591623,-1.81344,0,-2.74687,2.74687,27.4687,-0,0.0158852,-0.248705,27.4846
1107,2.216,-0,0.179216,-0.179216,-1.79216,0,0.0194306,0.591261,-1.77273,0,-2.74998,2.74998,27.4998,-0,0.0155692,-0.243208,27.5154
1108,2.218,-0,0.175619,-0.175619,-1.75619,0,0.017984,0.590906,-1.73821,0,-2.75336,2.75336,27.5336,-0,0.016888,-0.237705,27.5505
1109,2.22,-0,0.171653,-0.171653,-1.71653,0,0.0198312,0.590559,-1.6967,0,-2.75667,2.75667,27.5667,-0,0.0165694,-0.232195,27.5833
1110,2.222,-0,0.167972,-0.167972,-1.67972,0,0.0184045,0.590219,-1.66132,0,-2.76025,2.76025,27.6025,-0,0.0178913,-0.226678,27.6204
1111,2.224,-0,0.163922,-0.163922,-1.63922,0,0.0202535,0.589887,-1.61896,0,-2.76377,2.76377,27.6377,-0,0.0175727,-0.221154,27.6552
1112,2.226,-0,0.160157,-0.160157,-1.60157,0,0.0188207,0.589563,-1.58275,0,-2.76755,2.76755,27.6755,-0,0.018891,-0.215623,27.6943
1113,2.228,-0,0.156023,-0.156023,-1.56023,0,0.0206721,0.589247,-1.53956,0,-2.77126,2.77126,27.7126,-0,0.0185745,-0.210084,27.7312
1114,2.23,-0,0.152177,-0.152177,-1.52177,0,0.0192316,0.588939,-1.50254,0,-2.77524,2.77524,27.7524,-0,0.01989,-0.204537,27.7723
1115,2.232,-0,0.14796,-0.14796,-1.4796,0,0.0210857,0.588639,-1.45851,0,-2.77915,2.77915,27.7915,-0,0.0195777,-0.198983,27.8111
1116,2.234,-0,0.144032,-0.144032,-1.44032,0,0.0196375,0.588347,-1.42068,0,-2.78333,2.78333,27.8333,-0,0.0208912,-0.19342,27.8542
1117,2.236,-0,0.139733,-0.139733,-1.39733,0,0.0214947,0.588063,-1.37584,0,-2.78745,2.78745,27.8745,-0,0.0205847,-0.18785,27.8951
1118,2.238,-0,0.135725,-0.135725,-1.35725,0,0.0200388,0.587787,-1.33721,0,-2.79183,2.79183,27.9183,-0,0.0218971,-0.18227,27.9402
1119,2.24,-0,0.131346,-0.131346,-1.31346,0,0.021899,0.58752,-1.29156,0,-2.79615,2.79615,27.9615,-0,0.0215982,-0.176682,27.9831
1120,2.242,-0,0.127258,-0.127258,-1.27258,0,0.0204354,0.587262,-1.25215,0,-2.80073,2.80073,28.0073,-0,0.0229097,-0.171086,28.0302
1121,2.244,-0,0.122799,-0.122799,-1.22799,0,0.0222987,0.587012,-1.20569,0,-2.80525,2.80525,28.0525,-0,0.02262,-0.16548,28.0752
1122,2.246,-0,0.118633,-0.118633,-1.18633,0,0.0208273,0.58677,-1.16551,0,-2.81004,2.81004,28.1004,-0,0.023931,-0.159864,28.1243
1123,2.248,-0,0.114095,-0.114095,-1.14095,0,0.0226935,0.586537,-1.11825,0,-2.81477,2.81477,28.1477,-0,0.0236521,-0.154239,28.1714
1124,2.25,-0,0.109852,-0.109852,-1.09852,0,0.0212141,0.586314,-1.0773,0,-2.81976,2.81976,28.1976,-0,0.0249625,-0.148605,28.2226
1125,2.252,-0,0.105235,-0.105235,-1.05235,0,0.0230827,0.586098,-1.02927,0,-2.8247,2.8247,28.247,-0,0.0246962,-0.14296,28.2717
1126,2.254,-0,0.100916,-0.100916,-1.00916,0,0.0215952,0.585892,-0.987566,0,-2.8299,2.8299,28.299,-0,0.0260059,-0.137306,28.325
1127,2.256,-0,0.096223,-0.096223,-0.96223,0,0.0234656,0.585695,-0.938765,0,-2.83505,2.83505,28.3505,-0,0.025754,-0.131641,28.3763
1128,2.258,-0,0.0918291,-0.0918291,-0.918291,0,0.0219698,0.585507,-0.896321,0,-2.84047,2.84047,28.4047,-0,0.0270628,-0.125965,28.4317
1129,2.26,-0,0.0870608,-0.0870608,-0.870608,0,0.0238412,0.585328,-0.846767,0,-2.84583,2.84583,28.4583,-0,0.0268273,-0.120279,28.4851
1130,2.262,-0,0.0825935,-0.0825935,-0.825935,0,0.0223369,0.585159,-0.803598,0,-2.85146,2.85146,28.5146,-0,0.0281347,-0.114582,28.5427
1131,2.264,-0,0.0777519,-0.0777519,-0.777519,0,0.024208,0.584998,-0.753311,0,-2.85704,2.85704,28.5704,-0,0.0279179,-0.108873,28.5983
1132,2.266,-0,0.0732129,-0.0732129,-0.732129,0,0.0226949,0.584847,-0.709434,0,-2.86289,2.86289,28.6289,-0,0.0292233,-0.103153,28.6581
1133,2.268,-0,0.0683,-0.0683,-0.683,0,0.0245643,0.584706,-0.658436,0,-2.86869,2.86869,28.6869,-0,0.029028,-0.0974218,28.716
1134,2.27,-0,0.0636918,-0.0636918,-0.636918,0,0.023041,0.584574,-0.613877,0,-2.87476,2.87476,28.7476,-0,0.0303397,-0.0916783,28.7779
1135,2.272,-0,0.0587105,-0.0587105,-0.587105,0,0.0249067,0.584451,-0.562198,0,-2.88079,2.88079,28.8079,-0,0.0301676,-0.0859228,28.8381
1136,2.274,-0,0.0540361,-0.0540361,-0.540361,0,0.023372,0.584339,-0.516989,0,-2.88709,2.88709,28.8709,-0,0.0314914,-0.0801549,28.9024
1137,2.276,-0,0.0489898,-0.0489898,-0.489898,0,0.0252317,0.584236,-0.464666,0,-2.89336,2.89336,28.9336,-0,0.0313441,-0.0743744,28.965
1138,2.278,-0,0.0442528,-0.0442528,-0.442528,0,0.0236847,0.584142,-0.418843,0,-2.8999,2.8999,28.999,-0,0.0326804,-0.0685812,29.0317
1139,2.28,-0,0.0391458,-0.0391458,-0.391458,0,0.0255351,0.584059,-0.365923,0,-2.90641,2.90641,29.0641,-0,0.0325602,-0.0627749,29.0967
1140,2.282,-0,0.0343508,-0.0343508,-0.343508,0,0.023975,0.583985,-0.319533,0,-2.91319,2.91319,29.1319,-0,0.0339093,-0.0569553,29.1658
1141,2.284,-0,0.0291884,-0.0291884,-0.291884,0,0.025812,0.583922,-0.266072,0,-2.91996,2.91996,29.1996,-0,0.0338193,-0.0511221,29.2334
1142,2.286,-0,0.0243409,-0.0243409,-0.243409,0,0.0242375,0.583868,-0.219171,0,-2.92699,2.92699,29.2699,-0,0.0351816,-0.0452752,29.3051
1143,2.288,-0,0.0191298,-0.0191298,-0.191298,0,0.0260554,0.583825,-0.165243,0,-2.93402,2.93402,29.3402,-0,0.035126,-0.0394142,29.3753
1144,2.29,-0,0.0142368,-0.0142368,-0.142368,0,0.0244653,0.583792,-0.117902,0,-2.94132,2.94132,29.4132,-0,0.0365019,-0.0335388,29.4497
1145,2.292,-0,0.00898552,-0.00898552,-0.0898552,0,0.0262562,0.583768,-0.0635989,0,-2.94861,2.94861,29.4861,-0,0.0364867,-0.0276489,29.5226
1146,2.294,-0,0.0040557,-0.0040557,-0.040557,0,0.0246491,0.583755,-0.0159079,0,-2.95619,2.95619,29.5619,-0,0.0378769,-0.0217441,29.5998
1147,2.296,-0,-0.00122471,0.00122471,0.0122471,0,0.0264021,0.583752,0.0386492,0,-2.96377,2.96377,29.6377,-0,0.0379108,-0.0158241,29.6756
1148,2.298,-0,-0.00617991,0.00617991,0.0617991,0,0.024776,0.58376,0.0865751,0,-2.97164,2.97164,29.7164,-0,0.0393166,-0.00988872,29.7557
1149,2.3,-0,-0.0114748,0.0114748,0.114748,0,0.0264746,0.583778,0.141223,0,-2.97952,2.97952,29.7952,-0,0.0394113,-0.00393757,29.8346
1150,2.302,-0,-0.0164402,0.0164402,0.164402,0,0.0248269,0.583805,0.189229,0,-2.98768,2.98768,29.8768,0,0.0408347,0.00202964,29.9177
1151,2.304,-0,-0.0217304,0.0217304,0.217304,0,0.0264511,0.583844,0.243755,0,-2.99589,2.99589,29.9589,0,0.0410287,0.00801321,29.9999
1152,2.306,-0,-0.0266859,0.0266859,0.266859,0,0.0247773,0.583892,0.291636,0,-3.00438,3.00438,30.0438,0,0.0424727,0.0140135,30.0863
1153,2.308,-0,-0.0319442,0.0319442,0.319442,0,0.0262913,0.583951,0.345733,0,-3.01294,3.01294,30.1294,0,0.042783,0.0200308,30.1722
1154,2.31,-0,-0.0368609,0.0368609,0.368609,0,0.0245836,0.584019,0.393192,0,-3.02179,3.02179,30.2179,0,0.0442522,0.0260655,30.2622
1155,2.312,-0,-0.0420455,0.0420455,0.420455,0,0.0259233,0.584098,0.446379,0,-3.03073,3.03073,30.3073,0,0.0446792,0.0321181,30.352
1156,2.314,-0,-0.0468786,0.0468786,0.468786,0,0.0241652,0.584187,0.492951,0,-3.03996,3.03996,30.3996,0,0.0461788,0.0381888,30.4458
1157,2.316,-0,-0.0519251,0.0519251,0.519251,0,0.0252326,0.584286,0.544484,0,-3.04931,3.04931,30.4931,0,0.0467305,0.044278,30.5398
1158,2.318,-0,-0.0566039,0.0566039,0.566039,0,0.0233939,0.584395,0.589433,0,-3.05896,3.05896,30.5896,0,0.0482618,0.0503863,30.6379
1159,2.32,-0,-0.0614119,0.0614119,0.614119,0,0.0240399,0.584513,0.638159,0,-3.06874,3.06874,30.6874,0,0.0489126,0.056514,30.7364
1160,2.322,-0,-0.0658263,0.0658263,0.658263,0,0.0220724,0.58464,0.680336,0,-3.07884,3.07884,30.7884,0,0.0504594,0.0626616,30.8388
1161,2.324,-0,-0.0702475,0.0702475,0.702475,0,0.0221057,0.584776,0.724581,0,-3.08905,3.08905,30.8905,0,0.0510923,0.0688295,30.9416
1162,2.326,-0,-0.0742066,0.0742066,0.742066,0,0.0197956,0.58492,0.761862,0,-3.0996,3.0996,30.996,0,0.052711,0.0750181,31.0487
1163,2.328,-0,-0.0780244,0.0780244,0.780244,0,0.0190891,0.585073,0.799333,0,-3.11021,3.11021,31.1021,0,0.053041,0.0812279,31.1551
1164,2.33,-0,-0.0812721,0.0812721,0.812721,0,0.0162381,0.585232,0.828959,0,-3.12113,3.12113,31.2113,0,0.0545995,0.0874593,31.2659
1165,2.332,-0,-0.0842508,0.0842508,0.842508,0,0.0148938,0.585397,0.857402,0,-3.13198,3.13198,31.3198,0,0.0542538,0.0937124,31.374
1166,2.334,-0,-0.0865512,0.0865512,0.865512,0,0.011502,0.585568,0.877014,0,3.14011,-3.14011,-31.4011,0,-31.3605,0.0937042,-62.7616
1167,2.336,-0,-0.0885292,0.0885292,0.885292,0,0.00988981,0.585743,0.895181,0,3.12927,-3.12927,-31.2927,0,0.0542226,0.0874348,-31.2385
1168,2.338,-0,-0.0899979,0.0899979,0.899979,0,0.0073437,0.585922,0.907323,0,3.11894,-3.11894,-31.1894,0,0.051655,0.0811866,-31.1377
1169,2.34,-0,-0.0909061,0.0909061,0.909061,0,0.00454118,0.586103,0.913603,0,3.1084,-3.1084,-31.084,0,0.0527122,0.0749593,-31.0313
1170,2.342,-0,-0.0913721,0.0913721,0.913721,0,0.00232992,0.586285,0.916051,0,3.09847,-3.09847,-30.9847,0,0.0496362,0.0687524,-30.9351
1171,2.344,-0,-0.0914401,0.0914401,0.914401,0,0.000340119,0.586468,0.914742,0,3.08919,-3.08919,-30.8919,0,0.0464077,0.0625648,-30.8455
1172,2.346,-0,-0.0911568,0.0911568,0.911568,0,-0.00141684,0.58665,0.910151,0,3.08057,-3.08057,-30.8057,0,0.0430981,0.056395,-30.7626
1173,2.348,-0,-0.0905675,0.0905675,0.905675,0,-0.00294621,0.586832,0.902729,0,3.07262,-3.07262,-30.7262,0,0.0397654,0.0502418,-30.6864
1174,2.35,-0,-0.0897149,0.0897149,0.897149,0,-0.00426306,0.587012,0.892886,0,3.06532,-3.06532,-30.6532,0,0.0364544,0.0441039,-30.6168
1175,2.352,-0,-0.088708,0.088708,0.88708,0,-0.00503464,0.587191,0.882045,0,3.05866,-3.05866,-30.5866,0,0.0332995,0.0379799,-30.5533
1176,2.354,-0,-0.0873712,0.0873712,0.873712,0,-0.00668405,0.587367,0.867028,0,3.05254,-3.05254,-30.5254,0,0.030626,0.0318687,-30.4948
1177,2.356,-0,-0.0861188,0.0861188,0.861188,0,-0.00626216,0.58754,0.854925,0,3.04697,-3.04697,-30.4697,0,0.0278402,0.0257692,-30.4419
1178,2.358,-0,-0.0844191,0.0844191,0.844191,0,-0.00849816,0.587711,0.835693,0,3.04179,-3.04179,-30.4179,0,0.0259077,0.0196804,-30.392
1179,2.36,-0,-0.0828742,0.0828742,0.828742,0,-0.00772485,0.587878,0.821017,0,3.03713,-3.03713,-30.3713,0,0.0233125,0.0136015,-30.348
1180,2.362,-0,-0.0809087,0.0809087,0.809087,0,-0.00982732,0.588042,0.79926,0,3.03282,-3.03282,-30.3282,0,0.0215592,0.00753158,-30.3066
1181,2.364,-0,-0.0791436,0.0791436,0.791436,0,-0.0088256,0.588202,0.78261,0,3.02899,-3.02899,-30.2899,0,0.0191499,0.00146978,-30.2707
1182,2.366,-0,-0.07698,0.07698,0.7698,0,-0.0108177,0.588358,0.758983,0,3.02548,-3.02548,-30.2548,-0,0.0175468,-0.00458468,-30.2372
1183,2.368,-0,-0.0750515,0.0750515,0.750515,0,-0.00964261,0.58851,0.740873,0,3.02241,-3.02241,-30.2241,-0,0.0153162,-0.0106326,-30.2088
1184,2.37,-0,-0.072725,0.072725,0.72725,0,-0.0116325,0.588658,0.715618,0,3.01966,-3.01966,-30.1966,-0,0.0137526,-0.0166746,-30.1829
1185,2.372,-0,-0.0706616,0.0706616,0.706616,0,-0.0103171,0.588801,0.696299,0,3.01732,-3.01732,-30.1732,-0,0.0116981,-0.0227116,-30.1615
1186,2.374,-0,-0.0681997,0.0681997,0.681997,0,-0.0123094,0.58894,0.669688,0,3.01529,-3.01529,-30.1529,-0,0.0101656,-0.0287442,-30.1427
1187,2.376,-0,-0.0660241,0.0660241,0.660241,0,-0.0108782,0.589075,0.649363,0,3.01363,-3.01363,-30.1363,-0,0.0082793,-0.0347732,-30.1281
1188,2.378,-0,-0.0634535,0.0634535,0.634535,0,-0.0128529,0.589204,0.621682,0,3.0122,-3.0122,-30.122,-0,0.00719002,-0.040799,-30.1148
1189,2.38,-0,-0.0611853,0.0611853,0.611853,0,-0.0113409,0.589329,0.600512,0,3.01111,-3.01111,-30.1111,-0,0.00543777,-0.0468223,-30.1056
1190,2.382,-0,-0.058476,0.058476,0.58476,0,-0.0135467,0.589448,0.571213,0,3.00998,-3.00998,-30.0998,-0,0.00563214,-0.0528434,-30.0942
1191,2.384,-0,-0.0560814,0.0560814,0.560814,0,-0.0119729,0.589563,0.548841,0,3.00919,-3.00919,-30.0919,-0,0.00397261,-0.0588626,-30.0879
1192,2.386,-0,-0.0532472,0.0532472,0.532472,0,-0.0141712,0.589672,0.518301,0,3.00834,-3.00834,-30.0834,-0,0.00425568,-0.0648801,-30.0791
1193,2.388,-0,-0.0507366,0.0507366,0.507366,0,-0.0125528,0.589776,0.494813,0,3.0078,-3.0078,-30.078,-0,0.00267463,-0.0708962,-30.0753
1194,2.39,-0,-0.047792,0.047792,0.47792,0,-0.0147229,0.589875,0.463197,0,3.00721,-3.00721,-30.0721,-0,0.0029594,-0.0769112,-30.0691
1195,2.392,-0,-0.0451787,0.0451787,0.451787,0,-0.0130665,0.589968,0.438721,0,3.00692,-3.00692,-30.0692,-0,0.00144684,-0.0829254,-30.0677
1196,2.394,-0,-0.0421365,0.0421365,0.421365,0,-0.015211,0.590055,0.406154,0,3.00658,-3.00658,-30.0658,-0,0.00172207,-0.0889388,-30.064
1197,2.396,-0,-0.039432,0.039432,0.39432,0,-0.0135226,0.590137,0.380797,0,3.00652,-3.00652,-30.0652,-0,0.000269686,-0.0949519,-30.0649
1198,2.398,-0,-0.0363035,0.0363035,0.363035,0,-0.0156427,0.590212,0.347392,0,3.00642,-3.00642,-30.0642,-0,0.000525753,-0.100965,-30.0636
1199,2.4,-0,-0.033518,0.033518,0.33518,0,-0.0139275,0.590282,0.321252,0,3.00659,-3.00659,-30.0659,-0,-0.000873227,-0.106978,-30.0668
1200,2.402,-0,-0.0303135,0.0303135,0.303135,0,-0.0160226,0.590346,0.287112,0,3.00672,-3.00672,-30.0672,-0,-0.000644479,-0.112991,-30.0678
1201,2.404,-0,-0.0274565,0.0274565,0.274565,0,-0.0142849,0.590404,0.26028,0,3.00712,-3.00712,-30.0712,-0,-0.00199543,-0.119005,-30.0732
1202,2.406,-0,-0.024186,0.024186,0.24186,0,-0.0163526,0.590455,0.225507,0,3.00748,-3.00748,-30.0748,-0,-0.00180334,-0.12502,-30.0766
1203,2.408,-0,-0.0212667,0.0212667,0.212667,0,-0.0145961,0.590501,0.198071,0,3.0081,-3.0081,-30.081,-0,-0.00311045,-0.131035,-30.0841
1204,2.41,-0,-0.01794,0.01794,0.1794,0,-0.0166337,0.59054,0.162766,0,3.00869,-3.00869,-30.0869,-0,-0.00295996,-0.137052,-30.0899
1205,2.412,-0,-0.0149676,0.0149676,0.149676,0,-0.0148619,0.590573,0.134814,0,3.00954,-3.00954,-30.0954,-0,-0.00423024,-0.14307,-30.0996
1206,2.414,-0,-0.0115946,0.0115946,0.115946,0,-0.0168652,0.590599,0.0990805,0,3.01036,-3.01036,-30.1036,-0,-0.00412489,-0.14909,-30.1078
1207,2.416,-0,-0.00857801,0.00857801,0.0857801,0,-0.0150828,0.59062,0.0706973,0,3.01145,-3.01145,-30.1145,-0,-0.00540477,-0.155112,-30.1199
1208,2.418,-0,-0.00516873,0.00516873,0.0516873,0,-0.0170464,0.590633,0.0346409,0,3.01251,-3.01251,-30.1251,-0,-0.00534092,-0.161136,-30.1305
1209,2.42,-0,-0.00211837,0.00211837,0.0211837,0,-0.0152518,0.590641,0.00593188,0,3.01384,-3.01384,-30.1384,-0,-0.00663072,-0.167162,-30.145
1210,2.422,-0,0.00131559,-0.00131559,-0.0131559,0,-0.0171698,0.590641,-0.0303257,0,3.01516,-3.01516,-30.1516,-0,-0.00660578,-0.173191,-30.1582
1211,2.424,-0,0.00438784,-0.00438784,-0.0438784,0,-0.0153612,0.590636,-0.0592396,0,3.01674,-3.01674,-30.1674,-0,-0.00790546,-0.179223,-30.1753
1212,2.426,-0,0.00783334,-0.00783334,-0.0783334,0,-0.0172275,0.590624,-0.0955609,0,3.01833,-3.01833,-30.1833,-0,-0.0079161,-0.185258,-30.1912
1213,2.428,-0,0.010914,-0.010914,-0.10914,0,-0.0154031,0.590605,-0.124543,0,3.02017,-3.02017,-30.2017,-0,-0.00922542,-0.191297,-30.2109
1214,2.43,-0,0.0143562,-0.0143562,-0.143562,0,-0.0172111,0.59058,-0.160773,0,3.02202,-3.02202,-30.2202,-0,-0.00926794,-0.197339,-30.2295
1215,2.432,-0,0.0174299,-0.0174299,-0.174299,0,-0.0153688,0.590548,-0.189668,0,3.02414,-3.02414,-30.2414,-0,-0.0105864,-0.203385,-30.252
1216,2.434,-0,0.0208522,-0.0208522,-0.208522,0,-0.0171115,0.590509,-0.225634,0,3.02627,-3.02627,-30.2627,-0,-0.0106566,-0.209436,-30.2734
1217,2.436,-0,0.023902,-0.023902,-0.23902,0,-0.015249,0.590465,-0.254269,0,3.02867,-3.02867,-30.2867,-0,-0.0119835,-0.21549,-30.2987
1218,2.438,-0,0.0272858,-0.0272858,-0.272858,0,-0.0169188,0.590414,-0.289777,0,3.03108,-3.03108,-30.3108,-0,-0.0120764,-0.22155,-30.3229
1219,2.44,-0,0.0302925,-0.0302925,-0.302925,0,-0.0150336,0.590356,-0.317959,0,3.03377,-3.03377,-30.3377,-0,-0.0134104,-0.227615,-30.3511
1220,2.442,-0,0.0336169,-0.0336169,-0.336169,0,-0.0166222,0.590292,-0.352792,0,3.03647,-3.03647,-30.3647,-0,-0.0135203,-0.233685,-30.3782
1221,2.444,-0,0.0365592,-0.0365592,-0.365592,0,-0.0147114,0.590222,-0.380304,0,3.03944,-3.03944,-30.3944,-0,-0.0148597,-0.239761,-30.4093
