step,timestamp,target[0],actual[0],error[0],P[0],I[0],D[0],integral[0],output[0],target[1],actual[1],error[1],P[1],I[1],D[1],integral[1],output[1]
331,0.664,-0,-0.0275314,0.0275314,0.275314,0,-0.000359237,0.004578,0.274954,0,0.0335592,-0.0335592,-0.335592,-0,-0.000435163,-0.00387657,-0.336027
332,0.666,-0,-0.0274255,0.0274255,0.274255,0,-0.00052938,0.00463296,0.273725,0,0.0336949,-0.0336949,-0.336949,-0,-0.00067813,-0.00394383,-0.337627
333,0.668,-0,-0.0274228,0.0274228,0.274228,0,-1.34894e-05,0.0046878,0.274214,0,0.0338162,-0.0338162,-0.338162,-0,-0.000606586,-0.00401134,-0.338768
334,0.67,-0,-0.027359,0.027359,0.27359,0,-0.000318897,0.00474259,0.273271,0,0.0339934,-0.0339934,-0.339934,-0,-0.000885989,-0.00407915,-0.34082
335,0.672,-0,-0.0274033,0.0274033,0.274033,0,0.000221339,0.00479735,0.274254,0,0.0341552,-0.0341552,-0.341552,-0,-0.000808993,-0.0041473,-0.342361
336,0.674,-0,-0.0273693,0.0273693,0.273693,0,-0.000170083,0.00485212,0.273523,0,0.0343924,-0.0343924,-0.343924,-0,-0.00118603,-0.00421584,-0.34511
337,0.676,-0,-0.0274425,0.0274425,0.274425,0,0.00036604,0.00490693,0.274791,0,0.0346103,-0.0346103,-0.346103,-0,-0.00108971,-0.00428485,-0.347193
338,0.678,-0,-0.027428,0.027428,0.27428,0,-7.2165e-05,0.0049618,0.274208,0,0.034915,-0.034915,-0.34915,-0,-0.00152346,-0.00435437,-0.350674
339,0.68,-0,-0.0275104,0.0275104,0.275104,0,0.000411998,0.00501674,0.275516,0,0.0351911,-0.0351911,-0.351911,-0,-0.00138061,-0.00442448,-0.353292
340,0.682,-0,-0.027643,0.027643,0.27643,0,0.000663069,0.0050719,0.277094,0,0.0355391,-0.0355391,-0.355391,-0,-0.00173981,-0.00449521,-0.357131
341,0.684,-0,-0.0278542,0.0278542,0.278542,0,0.00105592,0.00512739,0.279598,0,0.0358509,-0.0358509,-0.358509,-0,-0.00155882,-0.0045666,-0.360067
342,0.686,-0,-0.027909,0.027909,0.27909,0,0.000273923,0.00518316,0.279364,0,0.0361987,-0.0361987,-0.361987,-0,-0.00173939,-0.00463865,-0.363727
343,0.688,-0,-0.0279393,0.0279393,0.279393,0,0.000151248,0.005239,0.279544,0,0.0361341,-0.0361341,-0.361341,-0,0.0003234,-0.00471098,-0.361017
344,0.69,-0,-0.0279516,0.0279516,0.279516,0,6.17317e-05,0.00529489,0.279578,0,0.036179,-0.036179,-0.36179,-0,-0.00022456,-0.00478329,-0.362014
345,0.692,-0,-0.0280917,0.0280917,0.280917,0,0.0007006,0.00535094,0.281618,0,0.0361961,-0.0361961,-0.361961,-0,-8.54604e-05,-0.00485567,-0.362046
346,0.694,-0,-0.028143,0.028143,0.28143,0,0.000256351,0.00540717,0.281686,0,0.0362816,-0.0362816,-0.362816,-0,-0.000427707,-0.00492815,-0.363244
347,0.696,-0,-0.028337,0.028337,0.28337,0,0.00097001,0.00546365,0.28434,0,0.0363353,-0.0363353,-0.363353,-0,-0.000268547,-0.00500076,-0.363622
348,0.698,-0,-0.0284056,0.0284056,0.284056,0,0.000342964,0.0055204,0.284399,0,0.0364167,-0.0364167,-0.364167,-0,-0.00040694,-0.00507352,-0.364574
349,0.7,-0,-0.0286229,0.0286229,0.286229,0,0.0010866,0.00557742,0.287316,0,0.0364723,-0.0364723,-0.364723,-0,-0.000278192,-0.00514641,-0.365002
350,0.702,-0,-0.0286589,0.0286589,0.286589,0,0.000179884,0.00563471,0.286769,0,0.0366076,-0.0366076,-0.366076,-0,-0.000676539,-0.00521949,-0.366753
351,0.704,-0,-0.028853,0.028853,0.28853,0,0.000970672,0.00569222,0.289501,0,0.0367234,-0.0367234,-0.367234,-0,-0.000578704,-0.00529282,-0.367813
352,0.706,-0,-0.028861,0.028861,0.28861,0,3.99882e-05,0.00574993,0.28865,0,0.0369138,-0.0369138,-0.369138,-0,-0.000951963,-0.00536645,-0.37009
353,0.708,-0,-0.029025,0.029025,0.29025,0,0.000819903,0.00580782,0.29107,0,0.0370837,-0.0370837,-0.370837,-0,-0.000849857,-0.00544045,-0.371687
354,0.71,-0,-0.0289963,0.0289963,0.289963,0,-0.000143368,0.00586584,0.28982,0,0.0373068,-0.0373068,-0.373068,-0,-0.0011155,-0.00551484,-0.374184
355,0.712,-0,-0.0291194,0.0291194,0.291194,0,0.000615354,0.00592395,0.291809,0,0.0375099,-0.0375099,-0.375099,-0,-0.00101511,-0.00558966,-0.376114
356,0.714,-0,-0.0290601,0.0290601,0.290601,0,-0.000296648,0.00598213,0.290304,0,0.0377598,-0.0377598,-0.377598,-0,-0.00124945,-0.00566493,-0.378847
357,0.716,-0,-0.0291635,0.0291635,0.291635,0,0.00051723,0.00604036,0.292152,0,0.0379792,-0.0379792,-0.379792,-0,-0.0010972,-0.00574067,-0.380889
358,0.718,-0,-0.0291069,0.0291069,0.291069,0,-0.000283031,0.00609863,0.290786,0,0.0382143,-0.0382143,-0.382143,-0,-0.00117535,-0.00581686,-0.383318
359,0.72,-0,-0.029206,0.029206,0.29206,0,0.000495578,0.00615694,0.292556,0,0.0384191,-0.0384191,-0.384191,-0,-0.00102414,-0.00589349,-0.385215
360,0.722,-0,-0.0291552,0.0291552,0.291552,0,-0.000254235,0.0062153,0.291298,0,0.0386513,-0.0386513,-0.386513,-0,-0.00116112,-0.00597056,-0.387674
361,0.724,-0,-0.0292501,0.0292501,0.292501,0,0.000474401,0.00627371,0.292975,0,0.0388536,-0.0388536,-0.388536,-0,-0.00101132,-0.00604807,-0.389547
362,0.726,-0,-0.0292134,0.0292134,0.292134,0,-0.000183429,0.00633217,0.29195,0,0.0390963,-0.0390963,-0.390963,-0,-0.00121382,-0.00612602,-0.392177
363,0.728,-0,-0.0293146,0.0293146,0.293146,0,0.00050593,0.0063907,0.293652,0,0.0393082,-0.0393082,-0.393082,-0,-0.00105913,-0.00620442,-0.394141
364,0.73,-0,-0.029323,0.029323,0.29323,0,4.23108e-05,0.00644934,0.293273,0,0.0395393,-0.0395393,-0.395393,-0,-0.00115583,-0.00628327,-0.396549
365,0.732,-0,-0.0294534,0.0294534,0.294534,0,0.000651643,0.00650811,0.295185,0,0.0397382,-0.0397382,-0.397382,-0,-0.000994431,-0.00636255,-0.398377
366,0.734,-0,-0.0294569,0.0294569,0.294569,0,1.77134e-05,0.00656702,0.294587,0,0.0399489,-0.0399489,-0.399489,-0,-0.00105323,-0.00644224,-0.400542
367,0.736,-0,-0.0295539,0.0295539,0.295539,0,0.000485166,0.00662603,0.296024,0,0.0401209,-0.0401209,-0.401209,-0,-0.000860038,-0.00652231,-0.402069
368,0.738,-0,-0.0295697,0.0295697,0.295697,0,7.9003e-05,0.00668516,0.295776,0,0.0402942,-0.0402942,-0.402942,-0,-0.000866638,-0.00660272,-0.403809
369,0.74,-0,-0.0296498,0.0296498,0.296498,0,0.000400313,0.00674438,0.296898,0,0.0404208,-0.0404208,-0.404208,-0,-0.000632773,-0.00668344,-0.40484
370,0.742,-0,-0.0296764,0.0296764,0.296764,0,0.000132833,0.0068037,0.296896,0,0.0405536,-0.0405536,-0.405536,-0,-0.000664356,-0.00676441,-0.406201
371,0.744,-0,-0.0298019,0.0298019,0.298019,0,0.00062778,0.00686318,0.298647,0,0.0406448,-0.0406448,-0.406448,-0,-0.000455656,-0.00684561,-0.406903
372,0.746,-0,-0.0298881,0.0298881,0.298881,0,0.000431068,0.00692287,0.299312,0,0.0407551,-0.0407551,-0.407551,-0,-0.000551558,-0.00692701,-0.408102
373,0.748,-0,-0.0299449,0.0299449,0.299449,0,0.000283752,0.0069827,0.299733,0,0.0405149,-0.0405149,-0.405149,-0,0.00120087,-0.00700828,-0.403948
374,0.75,-0,-0.0299583,0.0299583,0.299583,0,6.72316e-05,0.00704261,0.299651,0,0.0403311,-0.0403311,-0.403311,-0,0.00091912,-0.00708912,-0.402392
375,0.752,-0,-0.0301025,0.0301025,0.301025,0,0.000721048,0.00710267,0.301746,0,0.0401353,-0.0401353,-0.401353,-0,0.00097887,-0.00716959,-0.400374
376,0.754,-0,-0.0301926,0.0301926,0.301926,0,0.000450248,0.00716296,0.302376,0,0.0400158,-0.0400158,-0.400158,-0,0.000597269,-0.00724974,-0.399561
377,0.756,-0,-0.0303917,0.0303917,0.303917,0,0.000995756,0.00722355,0.304913,0,0.0399115,-0.0399115,-0.399115,-0,0.000521661,-0.00732967,-0.398593
378,0.758,-0,-0.0305183,0.0305183,0.305183,0,0.00063257,0.00728446,0.305815,0,0.0398942,-0.0398942,-0.398942,-0,8.64684e-05,-0.00740947,-0.398856
379,0.76,-0,-0.0307358,0.0307358,0.307358,0,0.00108787,0.00734571,0.308446,0,0.0398991,-0.0398991,-0.398991,-0,-2.41893e-05,-0.00748927,-0.399015
380,0.762,-0,-0.030872,0.030872,0.30872,0,0.000680949,0.00740732,0.309401,0,0.039989,-0.039989,-0.39989,-0,-0.000449605,-0.00756916,-0.400339
381,0.764,-0,-0.0310894,0.0310894,0.310894,0,0.00108681,0.00746928,0.311981,0,0.0400891,-0.0400891,-0.400891,-0,-0.000500718,-0.00764923,-0.401392
382,0.766,-0,-0.0312281,0.0312281,0.312281,0,0.000693447,0.0075316,0.312974,0,0.0402641,-0.0402641,-0.402641,-0,-0.000874694,-0.00772959,-0.403515
383,0.768,-0,-0.031465,0.031465,0.31465,0,0.00118445,0.00759429,0.315834,0,0.0404236,-0.0404236,-0.404236,-0,-0.000797771,-0.00781027,-0.405034
384,0.77,-0,-0.0316331,0.0316331,0.316331,0,0.000840899,0.00765739,0.317172,0,0.0406471,-0.0406471,-0.406471,-0,-0.00111733,-0.00789135,-0.407588
385,0.772,-0,-0.0319231,0.0319231,0.319231,0,0.00144998,0.00772095,0.320681,0,0.0408469,-0.0408469,-0.408469,-0,-0.00099903,-0.00797284,-0.409468
386,0.774,-0,-0.0321564,0.0321564,0.321564,0,0.00116652,0.00778503,0.322731,0,0.0410972,-0.0410972,-0.410972,-0,-0.00125169,-0.00805478,-0.412224
387,0.776,-0,-0.032096,0.032096,0.32096,0,-0.000302015,0.00784928,0.320658,0,0.0411663,-0.0411663,-0.411663,-0,-0.000345401,-0.00813705,-0.412008
388,0.778,-0,-0.0319171,0.0319171,0.319171,0,-0.000894895,0.00791329,0.318276,0,0.0413344,-0.0413344,-0.413344,-0,-0.000840445,-0.00821955,-0.414184
389,0.78,-0,-0.0319657,0.0319657,0.319657,0,0.000243307,0.00797717,0.3199,0,0.0418524,-0.0418524,-0.418524,-0,-0.00259023,-0.00830273,-0.421115
390,0.782,-0,-0.0322345,0.0322345,0.322345,0,0.00134388,0.00804137,0.323689,0,0.0425804,-0.0425804,-0.425804,-0,-0.00363974,-0.00838717,-0.429444
391,0.784,-0,-0.0326637,0.0326637,0.326637,0,0.00214624,0.00810627,0.328784,0,0.0433065,-0.0433065,-0.433065,-0,-0.00363047,-0.00847305,-0.436695
392,0.786,-0,-0.0330102,0.0330102,0.330102,0,0.00173208,0.00817195,0.331834,0,0.044064,-0.044064,-0.44064,-0,-0.0037878,-0.00856042,-0.444428
393,0.788,-0,-0.0334918,0.0334918,0.334918,0,0.0024083,0.00823845,0.337326,0,0.0447881,-0.0447881,-0.447881,-0,-0.00362004,-0.00864928,-0.451501
394,0.79,-0,-0.0338463,0.0338463,0.338463,0,0.00177236,0.00830579,0.340235,0,0.0454669,-0.0454669,-0.454669,-0,-0.00339403,-0.00873953,-0.458063
395,0.792,-0,-0.0343298,0.0343298,0.343298,0,0.00241778,0.00837396,0.345716,0,0.0461008,-0.0461008,-0.461008,-0,-0.00316981,-0.0088311,-0.464178
396,0.794,-0,-0.0346477,0.0346477,0.346477,0,0.0015894,0.00844294,0.348067,0,0.0466669,-0.0466669,-0.466669,-0,-0.0028302,-0.00892387,-0.469499
397,0.796,-0,-0.0347121,0.0347121,0.347121,0,0.000321815,0.0085123,0.347443,0,0.0469651,-0.0469651,-0.469651,-0,-0.00149146,-0.0090175,-0.471143
398,0.798,-0,-0.0346271,0.0346271,0.346271,0,-0.000425115,0.00858164,0.345846,0,0.0473206,-0.0473206,-0.473206,-0,-0.00177716,-0.00911178,-0.474983
399,0.8,-0,-0.0347198,0.0347198,0.347198,0,0.000463758,0.00865099,0.347662,0,0.0476796,-0.0476796,-0.476796,-0,-0.00179519,-0.00920679,-0.478591
400,0.802,-0,-0.0346877,0.0346877,0.346877,0,-0.00016083,0.00872039,0.346716,0,0.0480731,-0.0480731,-0.480731,-0,-0.00196744,-0.00930254,-0.482699
401,0.804,-0,-0.0348272,0.0348272,0.348272,0,0.000697919,0.00878991,0.34897,0,0.0484525,-0.0484525,-0.484525,-0,-0.00189689,-0.00939906,-0.486422
402,0.806,-0,-0.0349513,0.0349513,0.349513,0,0.000620215,0.00885969,0.350133,0,0.0488827,-0.0488827,-0.488827,-0,-0.00215085,-0.0094964,-0.490977
403,0.808,-0,-0.0352295,0.0352295,0.352295,0,0.00139089,0.00892987,0.353685,0,0.0492899,-0.0492899,-0.492899,-0,-0.00203612,-0.00959457,-0.494935
404,0.81,-0,-0.0354695,0.0354695,0.354695,0,0.00120002,0.00900057,0.355895,0,0.0497535,-0.0497535,-0.497535,-0,-0.00231791,-0.00969361,-0.499853
405,0.812,-0,-0.035848,0.035848,0.35848,0,0.00189295,0.00907188,0.360373,0,0.050188,-0.050188,-0.50188,-0,-0.00217285,-0.00979356,-0.504053
406,0.814,-0,-0.0361686,0.0361686,0.361686,0,0.00160294,0.0091439,0.363289,0,0.0506802,-0.0506802,-0.506802,-0,-0.002461,-0.00989442,-0.509263
407,0.816,-0,-0.0366141,0.0366141,0.366141,0,0.00222709,0.00921668,0.368368,0,0.0511393,-0.0511393,-0.511393,-0,-0.00229553,-0.00999624,-0.513689
408,0.818,-0,-0.0369889,0.0369889,0.369889,0,0.00187446,0.00929029,0.371764,0,0.0516564,-0.0516564,-0.516564,-0,-0.00258546,-0.010099,-0.51915
409,0.82,-0,-0.0374755,0.0374755,0.374755,0,0.00243276,0.00936475,0.377188,0,0.0521375,-0.0521375,-0.521375,-0,-0.00240517,-0.0102028,-0.52378
410,0.822,-0,-0.037879,0.037879,0.37879,0,0.00201766,0.00944011,0.380808,0,0.0526782,-0.0526782,-0.526782,-0,-0.00270386,-0.0103076,-0.529486
411,0.824,-0,-0.0383837,0.0383837,0.383837,0,0.0025231,0.00951637,0.38636,0,0.0531811,-0.0531811,-0.531811,-0,-0.00251409,-0.0104135,-0.534325
412,0.826,-0,-0.0387232,0.0387232,0.387232,0,0.00169772,0.00959348,0.38893,0,0.0537409,-0.0537409,-0.537409,-0,-0.00279942,-0.0105204,-0.540209
413,0.828,-0,-0.0391482,0.0391482,0.391482,0,0.00212505,0.00967135,0.393607,0,0.0542499,-0.0542499,-0.542499,-0,-0.00254489,-0.0106284,-0.545044
414,0.83,-0,-0.0393988,0.0393988,0.393988,0,0.00125313,0.00974989,0.395241,0,0.0548037,-0.0548037,-0.548037,-0,-0.0027691,-0.0107375,-0.550806
415,0.832,-0,-0.0397741,0.0397741,0.397741,0,0.00187657,0.00982907,0.399618,0,0.0553052,-0.0553052,-0.553052,-0,-0.00250746,-0.0108476,-0.55556
416,0.834,-0,-0.0399857,0.0399857,0.399857,0,0.00105784,0.00990883,0.400915,0,0.0558608,-0.0558608,-0.558608,-0,-0.00277783,-0.0109587,-0.561386
417,0.836,-0,-0.0403701,0.0403701,0.403701,0,0.00192194,0.00998918,0.405623,0,0.0563628,-0.0563628,-0.563628,-0,-0.00251002,-0.011071,-0.566138
418,0.838,-0,-0.0405998,0.0405998,0.405998,0,0.00114843,0.0100702,0.407146,0,0.0569345,-0.0569345,-0.569345,-0,-0.00285869,-0.0111843,-0.572204
419,0.84,-0,-0.0410252,0.0410252,0.410252,0,0.00212721,0.0101518,0.41238,0,0.0574523,-0.0574523,-0.574523,-0,-0.00258906,-0.0112987,-0.577113
420,0.842,-0,-0.0412981,0.0412981,0.412981,0,0.00136423,0.0102341,0.414345,0,0.058057,-0.058057,-0.58057,-0,-0.00302325,-0.0114142,-0.583593
421,0.844,-0,-0.0417786,0.0417786,0.417786,0,0.00240263,0.0103172,0.420189,0,0.0586026,-0.0586026,-0.586026,-0,-0.00272792,-0.0115308,-0.588754
422,0.846,-0,-0.0420991,0.0420991,0.420991,0,0.00160271,0.0104011,0.422594,0,0.0592303,-0.0592303,-0.592303,-0,-0.00313846,-0.0116487,-0.595441
423,0.848,-0,-0.0421734,0.0421734,0.421734,0,0.000371369,0.0104853,0.422106,0,0.0595913,-0.0595913,-0.595913,-0,-0.00180525,-0.0117675,-0.597718
424,0.85,-0,-0.0420783,0.0420783,0.420783,0,-0.000475449,0.0105696,0.420308,0,0.0601136,-0.0601136,-0.601136,-0,-0.00261122,-0.0118872,-0.603747
425,0.852,-0,-0.0422226,0.0422226,0.422226,0,0.000721347,0.0106539,0.422947,0,0.0606339,-0.0606339,-0.606339,-0,-0.00260163,-0.0120079,-0.608941
426,0.854,-0,-0.0424744,0.0424744,0.424744,0,0.00125923,0.0107386,0.426004,0,0.061474,-0.061474,-0.61474,-0,-0.00420063,-0.01213,-0.618941
427,0.856,-0,-0.0428485,0.0428485,0.428485,0,0.00187051,0.0108239,0.430356,0,0.0622838,-0.0622838,-0.622838,-0,-0.00404893,-0.0122538,-0.626887
428,0.858,-0,-0.0430725,0.0430725,0.430725,0,0.00111982,0.0109098,0.431845,0,0.0631262,-0.0631262,-0.631262,-0,-0.004212,-0.0123792,-0.635474
429,0.86,-0,-0.043472,0.043472,0.43472,0,0.00199735,0.0109964,0.436717,0,0.0639824,-0.0639824,-0.639824,-0,-0.00428113,-0.0125063,-0.644105
430,0.862,-0,-0.0437755,0.0437755,0.437755,0,0.00151746,0.0110836,0.439272,0,0.0648415,-0.0648415,-0.648415,-0,-0.00429527,-0.0126351,-0.65271
431,0.864,-0,-0.0442496,0.0442496,0.442496,0,0.00237058,0.0111716,0.444866,0,0.0656767,-0.0656767,-0.656767,-0,-0.00417601,-0.0127657,-0.660943
432,0.866,-0,-0.0446459,0.0446459,0.446459,0,0.00198155,0.0112605,0.448441,0,0.0665201,-0.0665201,-0.665201,-0,-0.00421698,-0.0128979,-0.669418
433,0.868,-0,-0.0451848,0.0451848,0.451848,0,0.00269445,0.0113504,0.454542,0,0.0673114,-0.0673114,-0.673114,-0,-0.00395675,-0.0130317,-0.677071
434,0.87,-0,-0.0456303,0.0456303,0.456303,0,0.00222774,0.0114412,0.458531,0,0.0681037,-0.0681037,-0.681037,-0,-0.00396159,-0.0131671,-0.684999
435,0.872,-0,-0.0461948,0.0461948,0.461948,0,0.00282226,0.011533,0.46477,0,0.0688335,-0.0688335,-0.688335,-0,-0.00364862,-0.013304,-0.691983
436,0.874,-0,-0.0466167,0.0466167,0.466167,0,0.00210966,0.0116258,0.468277,0,0.0695465,-0.0695465,-0.695465,-0,-0.00356499,-0.0134424,-0.69903
437,0.876,-0,-0.047148,0.047148,0.47148,0,0.00265632,0.0117196,0.474136,0,0.0701953,-0.0701953,-0.701953,-0,-0.00324418,-0.0135822,-0.705197
438,0.878,-0,-0.0475259,0.0475259,0.475259,0,0.00188973,0.0118143,0.477149,0,0.0708349,-0.0708349,-0.708349,-0,-0.00319794,-0.0137232,-0.711547
439,0.88,-0,-0.0480228,0.0480228,0.480228,0,0.00248423,0.0119098,0.482712,0,0.071411,-0.071411,-0.71411,-0,-0.00288028,-0.0138654,-0.71699
440,0.882,-0,-0.0483721,0.0483721,0.483721,0,0.00174644,0.0120062,0.485467,0,0.0719926,-0.0719926,-0.719926,-0,-0.00290842,-0.0140088,-0.722835
441,0.884,-0,-0.0488694,0.0488694,0.488694,0,0.00248646,0.0121034,0.49118,0,0.0725119,-0.0725119,-0.725119,-0,-0.00259622,-0.0141533,-0.727715
442,0.886,-0,-0.0492244,0.0492244,0.492244,0,0.00177545,0.0122015,0.49402,0,0.0730608,-0.0730608,-0.730608,-0,-0.00274441,-0.0142989,-0.733352
443,0.888,-0,-0.0493328,0.0493328,0.493328,0,0.000541992,0.0123001,0.49387,0,0.0733274,-0.0733274,-0.733274,-0,-0.00133305,-0.0144453,-0.734607
444,0.89,-0,-0.0492825,0.0492825,0.492825,0,-0.000251586,0.0123987,0.492574,0,0.0737129,-0.0737129,-0.737129,-0,-0.00192787,-0.0145923,-0.739057
445,0.892,-0,-0.0495178,0.0495178,0.495178,0,0.00117621,0.0124975,0.496354,0,0.0740835,-0.0740835,-0.740835,-0,-0.00185256,-0.0147401,-0.742687
446,0.894,-0,-0.0496166,0.0496166,0.496166,0,0.00049401,0.0125966,0.49666,0,0.0745991,-0.0745991,-0.745991,-0,-0.00257824,-0.0148888,-0.748569
447,0.896,-0,-0.0499972,0.0499972,0.499972,0,0.00190308,0.0126963,0.501875,0,0.0750891,-0.0750891,-0.750891,-0,-0.00245,-0.0150385,-0.753341
448,0.898,-0,-0.0505855,0.0505855,0.505855,0,0.00294166,0.0127968,0.508797,0,0.0758724,-0.0758724,-0.758724,-0,-0.00391626,-0.0151895,-0.76264
449,0.9,-0,-0.0513431,0.0513431,0.513431,0,0.00378773,0.0128988,0.517218,0,0.0766768,-0.0766768,-0.766768,-0,-0.0040223,-0.015342,-0.77079
450,0.902,-0,-0.0519346,0.0519346,0.519346,0,0.00295756,0.013002,0.522303,0,0.0775522,-0.0775522,-0.775522,-0,-0.00437704,-0.0154963,-0.779899
451,0.904,-0,-0.0526721,0.0526721,0.526721,0,0.0036877,0.0131067,0.530409,0,0.0783953,-0.0783953,-0.783953,-0,-0.00421515,-0.0156522,-0.788168
452,0.906,-0,-0.0532735,0.0532735,0.532735,0,0.00300691,0.0132126,0.535742,0,0.0793015,-0.0793015,-0.793015,-0,-0.00453133,-0.0158099,-0.797547
453,0.908,-0,-0.0539857,0.0539857,0.539857,0,0.00356077,0.0133199,0.543417,0,0.0801722,-0.0801722,-0.801722,-0,-0.00435361,-0.0159694,-0.806076
454,0.91,-0,-0.0545496,0.0545496,0.545496,0,0.00281955,0.0134284,0.548315,0,0.0810634,-0.0810634,-0.810634,-0,-0.00445561,-0.0161306,-0.815089
455,0.912,-0,-0.0551929,0.0551929,0.551929,0,0.00321683,0.0135381,0.555146,0,0.081898,-0.081898,-0.81898,-0,-0.00417311,-0.0162936,-0.823153
456,0.914,-0,-0.0556817,0.0556817,0.556817,0,0.00244393,0.013649,0.559261,0,0.0827835,-0.0827835,-0.827835,-0,-0.00442762,-0.0164583,-0.832263
457,0.916,-0,-0.0562621,0.0562621,0.562621,0,0.00290176,0.013761,0.565522,0,0.0836057,-0.0836057,-0.836057,-0,-0.00411117,-0.0166246,-0.840169
458,0.918,-0,-0.0566967,0.0566967,0.566967,0,0.00217339,0.0138739,0.569141,0,0.0845312,-0.0845312,-0.845312,-0,-0.00462717,-0.0167928,-0.849939
459,0.92,-0,-0.0572234,0.0572234,0.572234,0,0.00263327,0.0139878,0.574867,0,0.085383,-0.085383,-0.85383,-0,-0.00425887,-0.0169627,-0.858088
460,0.922,-0,-0.0575976,0.0575976,0.575976,0,0.00187111,0.0141027,0.577847,0,0.0863528,-0.0863528,-0.863528,-0,-0.00484914,-0.0171344,-0.868377
461,0.924,-0,-0.0580755,0.0580755,0.580755,0,0.00238944,0.0142183,0.583145,0,0.0871463,-0.0871463,-0.871463,-0,-0.00396764,-0.0173079,-0.875431
462,0.926,-0,-0.0584022,0.0584022,0.584022,0,0.00163347,0.0143348,0.585655,0,0.088082,-0.088082,-0.88082,-0,-0.00467844,-0.0174832,-0.885498
463,0.928,-0,-0.0584756,0.0584756,0.584756,0,0.00036676,0.0144517,0.585122,0,0.0887229,-0.0887229,-0.887229,-0,-0.00320436,-0.01766,-0.890433
464,0.93,-0,-0.058378,0.058378,0.58378,0,-0.000487944,0.0145685,0.583292,0,0.0895049,-0.0895049,-0.895049,-0,-0.00391001,-0.0178382,-0.898959
465,0.932,-0,-0.058601,0.058601,0.58601,0,0.00111513,0.0146855,0.587125,0,0.0902687,-0.0902687,-0.902687,-0,-0.00381928,-0.018018,-0.906507
466,0.934,-0,-0.0586746,0.0586746,0.586746,0,0.000368038,0.0148028,0.587114,0,0.0911615,-0.0911615,-0.911615,-0,-0.00446372,-0.0181994,-0.916078
467,0.936,-0,-0.0589656,0.0589656,0.589656,0,0.00145479,0.0149204,0.59111,0,0.0923122,-0.0923122,-0.923122,-0,-0.00575353,-0.0183829,-0.928875
468,0.938,-0,-0.0591673,0.0591673,0.591673,0,0.0010085,0.0150386,0.592681,0,0.0935369,-0.0935369,-0.935369,-0,-0.00612367,-0.0185687,-0.941493
469,0.94,-0,-0.0596243,0.0596243,0.596243,0,0.00228519,0.0151574,0.598528,0,0.0947186,-0.0947186,-0.947186,-0,-0.00590852,-0.018757,-0.953095
470,0.942,-0,-0.0599614,0.0599614,0.599614,0,0.0016857,0.0152769,0.6013,0,0.0959476,-0.0959476,-0.959476,-0,-0.00614488,-0.0189476,-0.965621
471,0.944,-0,-0.0605018,0.0605018,0.605018,0,0.00270191,0.0153974,0.60772,0,0.0970412,-0.0970412,-0.970412,-0,-0.0054681,-0.0191406,-0.97588
472,0.946,-0,-0.060917,0.060917,0.60917,0,0.0020758,0.0155188,0.611246,0,0.0982022,-0.0982022,-0.982022,-0,-0.00580506,-0.0193359,-0.987827
473,0.948,-0,-0.0615366,0.0615366,0.615366,0,0.00309801,0.0156413,0.618464,0,0.0992039,-0.0992039,-0.992039,-0,-0.00500835,-0.0195333,-0.997047
474,0.95,-0,-0.0620199,0.0620199,0.620199,0,0.0024168,0.0157648,0.622616,0,0.100298,-0.100298,-1.00298,-0,-0.00547107,-0.0197328,-1.00845
475,0.952,-0,-0.0627036,0.0627036,0.627036,0,0.00341808,0.0158896,0.630454,0,0.101218,-0.101218,-1.01218,-0,-0.00460106,-0.0199343,-1.01678
476,0.954,-0,-0.0630053,0.0630053,0.630053,0,0.00150857,0.0160153,0.631561,0,0.101932,-0.101932,-1.01932,-0,-0.00356634,-0.0201374,-1.02288
477,0.956,-0,-0.0635612,0.0635612,0.635612,0,0.00277983,0.0161418,0.638392,0,0.102551,-0.102551,-1.02551,-0,-0.00309762,-0.0203419,-1.02861
478,0.958,-0,-0.0639584,0.0639584,0.639584,0,0.0019858,0.0162693,0.64157,0,0.103335,-0.103335,-1.03335,-0,-0.00392071,-0.0205478,-1.03727
479,0.96,-0,-0.0645586,0.0645586,0.645586,0,0.00300118,0.0163979,0.648588,0,0.104032,-0.104032,-1.04032,-0,-0.00348181,-0.0207552,-1.0438
480,0.962,-0,-0.0649872,0.0649872,0.649872,0,0.00214304,0.0165274,0.652015,0,0.104904,-0.104904,-1.04904,-0,-0.00436428,-0.0209641,-1.05341
481,0.964,-0,-0.0655973,0.0655973,0.655973,0,0.00305031,0.016658,0.659023,0,0.105694,-0.105694,-1.05694,-0,-0.00394914,-0.0211747,-1.06089
482,0.966,-0,-0.0660442,0.0660442,0.660442,0,0.00223452,0.0167896,0.662677,0,0.106648,-0.106648,-1.06648,-0,-0.00476766,-0.0213871,-1.07125
483,0.968,-0,-0.0666853,0.0666853,0.666853,0,0.00320559,0.0169224,0.670059,0,0.107521,-0.107521,-1.07521,-0,-0.00436753,-0.0216012,-1.07958
484,0.97,-0,-0.067004,0.067004,0.67004,0,0.00159313,0.0170561,0.671633,0,0.108682,-0.108682,-1.08682,-0,-0.00580099,-0.0218174,-1.09262
485,0.972,-0,-0.0670774,0.0670774,0.670774,0,0.000367328,0.0171901,0.671142,0,0.109546,-0.109546,-1.09546,-0,-0.00432348,-0.0220357,-1.09979
