step,timestamp,target[0],actual[0],error[0],P[0],I[0],D[0],integral[0],output[0],target[1],actual[1],error[1],P[1],I[1],D[1],integral[1],output[1],target[2],actual[2],error[2],P[2],I[2],D[2],integral[2],output[2]
1717,3.436,272.076,-24.7956,296.871,148.436,-0,-46.4242,-27.2579,10,-135.949,-41.7911,-94.1581,-47.079,-0,27.9638,-19.813,-10,-136.127,-42.0249,-94.1016,-47.0508,0,29.4274,19.5394,-10
1718,3.438,-544.251,-6.17225,-538.079,-269.04,-0,-2087.38,-27.4991,-10,272.229,-60.3225,332.551,166.276,-0,1066.77,-19.5746,10,272.023,-60.625,332.648,166.324,0,1066.87,19.7779,10
1719,3.44,-271.918,-24.8396,-247.079,-123.539,-0,727.501,-28.2843,10,136.089,-41.6843,177.773,88.8865,-0,-386.945,-19.0643,-10,135.83,-41.956,177.786,88.8928,0,-387.155,20.2883,-10
1720,3.442,-271.793,-6.24161,-265.551,-132.776,-0,-46.1809,-28.7969,-10,136.043,-60.3127,196.356,98.178,-0,46.4577,-18.6901,10,135.749,-60.5018,196.251,98.1256,0,46.164,20.6624,10
1721,3.444,-271.648,-24.9058,-246.742,-123.371,-0,47.0226,-29.3092,-10,135.976,-41.6735,177.65,88.8248,-0,-46.7661,-18.3161,10,135.672,-41.8453,177.517,88.7586,0,-46.8352,21.0361,10
1722,3.446,-271.541,-43.6369,-227.904,-113.952,-0,47.0955,-29.7838,-10,135.93,-22.9661,158.896,79.4478,-0,-46.885,-17.9796,10,135.611,-23.135,158.746,79.3732,0,-46.9269,21.3724,10
1723,3.448,-271.486,-62.3685,-209.118,-104.559,-0,46.9653,-30.2209,-10,135.91,-4.25889,140.169,70.0843,-0,-46.8178,-17.6805,10,135.577,-4.42633,140.003,70.0015,0,-46.8583,21.6712,10
1724,3.45,-271.475,-81.0999,-190.375,-95.1873,-0,46.8581,-30.6203,-10,135.911,14.448,121.463,60.7315,-0,-46.764,-17.4189,10,135.564,14.2816,121.282,60.641,0,-46.8025,21.9324,10
1725,3.452,-271.505,-99.7482,-171.757,-85.8787,-0,46.5434,-30.9825,-10,135.933,33.0409,102.893,51.4463,-0,-46.426,-17.1945,5.02025,135.572,32.9164,102.656,51.3278,0,-46.5662,22.1564,4.76161
1726,3.454,-271.539,-118.366,-153.173,-76.5864,-0,46.4613,-31.3074,-10,135.95,42.3736,93.5767,46.7884,-0,-23.2895,-16.9981,10,135.589,41.7967,93.7921,46.896,0,-22.1587,22.3528,10
1727,3.456,-271.579,-137.014,-134.564,-67.2822,-0,46.5211,-31.5951,-10,135.968,60.9645,75.0032,37.5016,-0,-46.4338,-16.8295,-8.93221,135.611,60.4328,75.178,37.589,0,-46.5353,22.5218,-8.94627
1728,3.458,-271.637,-155.587,-116.05,-58.0252,-0,46.2851,-31.8458,-10,135.989,44.3605,91.6281,45.814,-0,41.5623,-16.6629,10,135.649,43.7982,91.8505,45.9252,0,41.6812,22.6888,10
1729,3.46,-271.684,-174.233,-97.4512,-48.7256,-0,46.4978,-32.0593,-2.22781,136.007,62.9489,73.0581,36.529,-0,-46.425,-16.4982,-9.89595,135.677,62.4374,73.2398,36.6199,0,-46.5267,22.8539,-9.90678
1730,3.462,-271.756,-178.339,-93.4168,-46.7084,-0,10.0859,-32.2501,-10,136.029,44.5504,91.4786,45.7393,-0,46.0511,-16.3336,10,135.727,44.0119,91.7152,45.8576,0,46.1884,23.0189,10
1731,3.464,-271.809,-196.983,-74.8257,-37.4129,-0,46.4777,-32.4184,9.06483,136.045,63.1349,72.9105,36.4552,-0,-46.4203,-16.1693,-9.96503,135.763,62.6524,73.1109,36.5555,0,-46.5106,23.1837,-9.95511
1732,3.466,-271.888,-180.07,-91.8176,-45.9088,-0,-42.4796,-32.585,-10,136.065,44.5752,91.4899,45.745,-0,46.4487,-16.0049,10,135.823,44.1257,91.6971,45.8486,0,46.4655,23.3485,10
1733,3.468,-271.934,-198.713,-73.2209,-36.6104,-0,46.4918,-32.7501,9.88135,136.069,63.1653,72.9038,36.4519,-0,-46.4653,-15.8405,-10,135.865,62.766,73.0991,36.5496,0,-46.495,23.5133,-9.94547
1734,3.47,-272.012,-180.272,-91.7406,-45.8703,-0,-46.2993,-32.915,-10,136.081,44.5358,91.5454,45.7727,-0,46.604,-15.676,10,135.931,44.2519,91.679,45.8395,0,46.4498,23.6781,10
1735,3.472,-272.053,-198.918,-73.1352,-36.5676,-0,46.5135,-33.0799,9.94594,136.075,63.1317,72.9437,36.4718,-0,-46.5044,-15.5115,-10,135.978,62.8913,73.0865,36.5433,0,-46.4813,23.8429,-9.93803
1736,3.474,-272.129,-180.353,-91.776,-45.888,-0,-46.602,-33.2448,-10,136.08,44.5018,91.5783,45.7892,-0,46.5866,-15.347,10,136.049,44.3855,91.663,45.8315,0,46.4412,24.0076,10
1737,3.476,-272.165,-199.023,-73.1422,-36.5711,-0,46.5845,-33.4097,10,136.066,63.1475,72.9188,36.4594,-0,-46.6489,-15.1825,-10,136.099,62.9905,73.1083,36.5541,0,-46.3869,24.1724,-9.83273
1738,3.478,544.259,-180.377,724.636,362.318,-0,1994.45,-32.7582,10,-272.17,44.537,-316.707,-158.354,-0,-974.065,-15.4263,-10,-272.088,44.6595,-316.748,-158.374,0,-974.641,23.9287,-10
1739,3.48,272.05,-161.726,433.776,216.888,-0,-727.15,-31.5998,-10,-136.087,25.934,-162.021,-81.0107,-0,386.714,-15.905,10,-135.962,26.0142,-161.977,-80.9883,0,386.928,23.45,10
1740,3.482,272.027,-180.363,452.389,226.195,-0,46.5332,-30.7137,10,-136.092,44.5925,-180.685,-90.3423,-0,-46.6577,-16.2477,-10,-135.935,44.5956,-180.53,-90.2651,0,-46.384,23.1075,-10
1741,3.484,271.972,-161.699,433.671,216.835,-0,-46.7965,-29.8276,10,-136.07,25.9892,-162.059,-81.0297,-0,46.563,-16.5905,-10,-135.902,25.9491,-161.851,-80.9254,0,46.6988,22.7651,-10
1742,3.486,271.954,-143.034,414.988,207.494,-0,-46.7058,-28.9789,10,-136.064,7.39018,-143.454,-71.7271,-0,46.5129,-16.896,-10,-135.89,7.30228,-143.193,-71.5963,0,46.6452,22.4601,-10
1743,3.488,271.957,-124.301,396.258,198.129,-0,-46.8269,-28.1677,10,-136.062,-11.2974,-124.765,-62.3824,-0,46.7234,-17.1642,-10,-135.895,-11.4056,-124.489,-62.2446,0,46.7586,22.1924,-10
1744,3.49,272.012,-105.566,377.578,188.789,-0,-46.6982,-27.3939,10,-136.086,-29.982,-106.104,-53.052,-0,46.6522,-17.3951,-6.39982,-135.926,-30.1139,-105.812,-52.9061,0,46.6924,21.9621,-6.21369
1745,3.492,272.109,-86.8399,358.949,179.474,-0,-46.5745,-26.6573,10,-136.128,-41.9318,-94.1958,-47.0979,-0,29.7704,-17.5954,-10,-135.981,-41.7419,-94.2392,-47.1196,0,28.9326,21.762,-10
1746,3.494,-544.268,-68.1262,-476.141,-238.071,-0,-2087.73,-26.7745,-10,272.07,-60.5217,332.592,166.296,-0,1066.97,-17.357,10,272.197,-60.4365,332.634,166.317,0,1067.18,22.0004,10
1747,3.496,-271.946,-86.8678,-185.078,-92.5389,-0,727.659,-27.4357,10,135.935,-41.8098,177.745,88.8724,-0,-387.117,-16.8466,-10,136.011,-41.7531,177.764,88.8819,0,-387.176,22.5108,-10
1748,3.498,-271.87,-68.3066,-203.564,-101.782,-0,-46.2151,-27.8244,-10,135.922,-60.4049,196.327,98.1635,-0,46.4556,-16.4726,10,135.948,-60.3577,196.306,98.153,0,46.3556,22.8849,10
1749,3.5,-271.773,-87.0452,-184.727,-92.3637,-0,47.0913,-28.2127,-10,135.898,-41.695,177.593,88.7965,-0,-46.8349,-16.0986,10,135.874,-41.6606,177.535,88.7676,0,-46.9271,23.2587,10
1750,3.502,-271.74,-105.782,-165.958,-82.9788,-0,46.9244,-28.5634,-10,135.908,-22.9861,158.894,79.4471,-0,-46.7468,-15.7622,10,135.832,-22.9608,158.793,79.3963,0,-46.8563,23.5951,10
1751,3.504,-271.751,-124.518,-147.233,-73.6163,-0,46.8126,-28.8765,-10,135.941,-4.27819,140.219,70.1094,-0,-46.6886,-15.463,10,135.81,-4.25853,140.068,70.0342,0,-46.8106,23.8939,10
1752,3.506,-271.804,-143.165,-128.639,-64.3194,-0,46.4843,-29.1524,-10,135.995,14.2981,121.697,60.8485,-0,-46.3048,-15.2011,10,135.809,14.3782,121.431,60.7154,0,-46.5939,24.1554,10
1753,3.508,-271.858,-161.807,-110.051,-55.0255,-0,46.4694,-29.3911,-8.55612,136.039,32.8688,103.17,51.5852,-0,-46.3163,-14.9763,5.26886,135.819,33.0168,102.802,51.4011,0,-46.5714,24.3797,4.82968
1754,3.51,-271.926,-177.724,-94.2022,-47.1011,-0,39.6222,-29.5954,-7.47889,136.082,42.6374,93.4445,46.7223,-0,-24.3147,-14.7796,10,135.844,42.0198,93.824,46.912,0,-22.4456,24.5763,10
1755,3.512,-271.992,-191.646,-80.3466,-40.1733,-0,34.639,-29.7699,-5.53426,136.119,61.2155,74.904,37.452,-0,-46.3514,-14.6113,-8.89937,135.873,60.6452,75.2275,37.6138,0,-46.4911,24.7453,-8.87735
1756,3.514,-272.069,-201.892,-70.1763,-35.0881,-0,25.4257,-29.9204,-9.66241,136.157,44.654,91.5028,45.7514,-0,41.497,-14.4449,10,135.912,44.1324,91.7794,45.8897,0,41.3797,24.9124,10
1757,3.516,-272.128,-219.843,-52.2845,-26.1423,-0,44.7293,-30.0429,10,136.187,63.2564,72.9304,36.4652,-0,-46.4309,-14.2805,-9.96573,135.941,62.7461,73.1948,36.5974,0,-46.4616,25.0773,-9.86418
1758,3.518,-272.198,-201.189,-71.0095,-35.5047,-0,-46.8123,-30.1662,-10,136.221,44.7072,91.5137,45.7569,-0,46.4584,-14.116,10,135.977,44.3598,91.6173,45.8087,0,46.0564,25.2421,10
1759,3.52,544.264,-219.852,764.117,382.058,-0,2087.82,-29.4731,10,-272.006,63.3345,-335.341,-167.67,-0,-1067.14,-14.3598,-10,-272.258,62.9593,-335.217,-167.609,0,-1067.09,24.9985,-10
1760,3.522,272.02,-201.217,473.237,236.618,-0,-727.199,-28.2357,-10,-135.877,44.7011,-180.578,-90.2889,-0,386.907,-14.8758,10,-136.143,44.3338,-180.477,-90.2384,0,386.851,24.4828,10
1761,3.524,271.977,-219.87,491.847,245.924,-0,46.5258,-27.2706,10,-135.851,63.2903,-199.141,-99.5706,-0,-46.4086,-15.2555,-10,-136.126,62.9789,-199.105,-99.5525,0,-46.5702,24.1033,-10
1762,3.526,271.9,-201.212,473.112,236.556,-0,-46.8384,-26.3057,10,-135.817,44.6486,-180.466,-90.2328,-0,46.6891,-15.6351,-10,-136.083,44.3565,-180.439,-90.2196,0,46.6643,23.7237,-10
1763,3.528,271.862,-182.551,454.413,227.206,-0,-46.7479,-25.3782,10,-135.803,26.0064,-161.809,-80.9046,-0,46.641,-15.9774,-10,-136.059,25.7376,-161.797,-80.8983,0,46.6066,23.3815,-10
1764,3.53,271.845,-163.888,435.733,217.866,-0,-46.7003,-24.488,10,-135.802,7.36451,-143.166,-71.5832,-0,46.6071,-16.2823,-10,-136.043,7.12141,-143.164,-71.5821,0,46.5813,23.0765,-10
1765,3.532,271.848,-145.224,417.072,208.536,-0,-46.6509,-23.6352,10,-135.814,-11.2768,-124.537,-62.2687,-0,46.5723,-16.55,-10,-136.034,-11.4926,-124.541,-62.2705,0,46.5576,22.8088,-10
1766,3.534,271.872,-126.5,398.372,199.186,-0,-46.7506,-22.8198,10,-135.84,-29.9815,-105.858,-52.9292,-0,46.6975,-16.7804,-6.23175,-136.032,-30.1978,-105.834,-52.9169,0,46.7682,22.5784,-6.14876
1767,3.536,271.947,-107.784,379.731,189.866,-0,-46.6018,-22.0417,10,-135.89,-41.6446,-94.2454,-47.1227,-0,29.0327,-16.9805,-10,-136.057,-41.7027,-94.3543,-47.1772,0,28.6987,22.3783,-10
1768,3.538,272.052,-89.152,361.204,180.602,-0,-46.3174,-21.3007,10,-135.956,-60.2749,-75.6806,-37.8403,-0,46.4119,-17.1505,8.57163,-136.097,-60.2871,-75.8095,-37.9048,0,46.3621,22.2081,8.45731
1769,3.54,272.16,-70.5804,342.74,171.37,-0,-46.1608,-20.5968,10,-136.03,-44.3,-91.7297,-45.8649,-0,-40.1228,-17.3179,-10,-136.13,-44.5515,-91.5783,-45.7892,0,-39.422,22.0407,-10
1770,3.542,-544.251,-51.9162,-492.335,-246.168,-0,-2087.69,-20.7464,-10,272.162,-62.9171,335.079,167.54,-0,1067.02,-17.0745,10,272.089,-63.1636,335.253,167.626,0,1067.08,22.2844,10
1771,3.544,-271.962,-70.649,-201.313,-100.656,-0,727.557,-21.44,10,136.002,-44.2097,180.211,90.1057,-0,-387.17,-16.5592,-10,135.96,-44.4614,180.421,90.2106,0,-387.079,22.8,-10
1772,3.546,-271.912,-52.074,-219.838,-109.919,-0,-46.3146,-21.8612,-10,135.963,-62.8439,198.806,99.4032,-0,46.4876,-16.1802,10,135.95,-63.0607,199.01,99.5052,0,46.4731,23.1795,10
1773,3.548,-271.834,-70.8099,-201.024,-100.512,-0,47.0368,-22.282,-10,135.902,-44.1354,180.038,90.0189,-0,-46.9216,-15.8014,10,135.931,-44.3649,180.296,90.148,0,-46.786,23.5588,10
1774,3.55,-271.822,-89.5463,-182.275,-91.1376,-0,46.8712,-22.6653,-10,135.88,-25.4269,161.307,80.6534,-0,-46.8278,-15.46,10,135.942,-25.6706,161.612,80.8062,0,-46.7091,23.9007,10
1775,3.552,-271.852,-108.283,-163.569,-81.7845,-0,46.7659,-23.0112,-10,135.88,-6.71861,142.599,71.2993,-0,-46.7702,-15.1561,10,135.972,-6.97789,142.95,71.475,0,-46.6562,24.2053,10
1776,3.554,-271.925,-127.021,-144.904,-72.4521,-0,46.6618,-23.3197,-10,135.903,11.9898,123.914,61.9568,-0,-46.7127,-14.8896,10,136.022,11.7122,124.31,62.1548,0,-46.601,24.4725,10
1777,3.556,-272.041,-145.655,-126.386,-63.193,-0,46.2957,-23.5909,-10,135.95,30.6141,105.336,52.668,-0,-46.4439,-14.6604,6.22407,136.09,30.2623,105.828,52.9141,0,-46.2035,24.7027,6.71061
1778,3.558,-272.15,-164.222,-107.928,-53.9638,-0,46.146,-23.8253,-7.81782,136.005,42.1845,93.8209,46.9104,-0,-28.7878,-14.4612,10,136.144,42.7065,93.4378,46.7189,0,-30.9758,24.9019,10
1779,3.56,544.252,-178.812,723.065,361.532,-0,2077.48,-23.2101,10,-272.194,60.7693,-332.963,-166.482,-0,-1066.96,-14.7003,-10,-272.058,61.3125,-333.371,-166.685,0,-1067.02,24.662,-10
1780,3.562,271.964,-160.152,432.117,216.058,-0,-727.37,-22.0549,-10,-136.054,42.1434,-178.197,-89.0986,-0,386.915,-15.2115,10,-135.911,42.6704,-178.581,-89.2905,0,386.974,24.15,10
1781,3.564,271.882,-178.742,450.624,225.312,-0,46.2683,-21.1722,10,-136.012,60.7644,-196.777,-98.3883,-0,-46.4484,-15.5865,-10,-135.869,61.2411,-197.111,-98.5553,0,-46.324,23.7743,-10
1782,3.566,271.781,-160.071,431.852,215.926,-0,-46.9288,-20.2897,10,-135.954,42.129,-178.083,-89.0416,-0,46.7333,-15.9613,-10,-135.827,42.5981,-178.425,-89.2127,0,46.7128,23.3988,-10
1783,3.568,271.719,-141.399,413.118,206.559,-0,-46.8359,-19.4448,10,-135.916,23.4951,-159.412,-79.7058,-0,46.6789,-16.2988,-10,-135.802,23.9575,-159.76,-79.8799,0,46.6642,23.0606,-10
1784,3.57,271.679,-122.664,394.343,197.172,-0,-46.9373,-18.6373,10,-135.89,4.80027,-140.69,-70.3449,-0,46.8044,-16.5989,-10,-135.789,5.24951,-141.039,-70.5195,0,46.802,22.7598,-10
1785,3.572,271.691,-103.929,375.621,187.81,-0,-46.8058,-17.8673,10,-135.887,-13.8951,-121.992,-60.9959,-0,46.745,-16.8616,-10,-135.804,-13.4585,-122.346,-61.173,0,46.7325,22.4964,-10
1786,3.574,271.746,-85.2688,357.015,178.507,-0,-46.5145,-17.1347,10,-135.904,-32.5109,-103.393,-51.6966,-0,46.4967,-17.087,-5.19987,-135.842,-32.0775,-103.764,-51.8822,0,46.4536,22.2703,-5.42867
1787,3.576,271.807,-66.6368,338.444,169.222,-0,-46.4267,-16.4392,10,-135.925,-42.1967,-93.728,-46.864,-0,24.1631,-17.2841,-10,-135.883,-42.187,-93.6958,-46.8479,0,25.1718,22.0729,-10
1788,3.578,271.877,-47.9747,319.852,159.926,-0,-46.4803,-15.7809,10,-135.95,-60.8157,-75.1344,-37.5672,-0,46.484,-17.453,8.91682,-135.927,-60.8054,-75.1219,-37.5609,0,46.4347,21.9041,8.87373
1789,3.58,271.97,-29.4122,301.382,150.691,-0,-46.1754,-15.1597,10,-135.987,-44.2165,-91.7701,-45.8851,-0,-41.5894,-17.6199,-10,-135.983,-44.2891,-91.6941,-45.847,0,-41.4305,21.7372,-10
1790,3.582,272.042,-10.7501,282.792,141.396,-0,-46.4749,-14.5755,10,-136.012,-62.8469,-73.1656,-36.5828,-0,46.5114,-17.7848,9.92861,-136.029,-62.9032,-73.1262,-36.5631,0,46.4198,21.5724,9.8567
1791,3.584,272.147,7.8133,264.334,132.167,-0,-46.1461,-14.0284,10,-136.058,-44.3557,-91.7021,-45.851,-0,-46.3413,-17.9497,-10,-136.089,-44.559,-91.53,-45.765,0,-46.0096,21.4078,-10
1792,3.586,-544.272,26.4722,-570.744,-285.372,-0,-2087.7,-14.3348,-10,272.162,-63.0009,335.163,167.582,-0,1067.16,-17.7062,10,272.11,-63.1634,335.273,167.637,0,1067.01,21.6515,10
1793,3.588,-271.989,7.78637,-279.775,-139.888,-0,727.423,-15.1853,10,136.023,-44.3753,180.398,90.1992,-0,-386.912,-17.1907,-10,135.966,-44.5256,180.491,90.2456,0,-386.956,22.1673,-10
1794,3.59,-271.919,26.3665,-298.285,-149.143,-0,-46.2759,-15.7634,-10,135.991,-63.0257,199.017,99.5085,-0,46.5462,-16.8113,10,135.928,-63.1218,199.049,99.5247,0,46.3958,22.5468,10
1795,3.592,-271.826,7.63246,-279.459,-139.729,-0,47.0673,-16.3411,-10,135.939,-44.3182,180.257,90.1287,-0,-46.8987,-16.432,10,135.887,-44.4222,180.309,90.1545,0,-46.8512,22.9262,10
1796,3.594,-271.801,-11.1014,-260.699,-130.35,-0,46.8982,-16.8813,-10,135.925,-25.6108,161.536,80.7681,-0,-46.8031,-16.0902,10,135.875,-25.7229,161.598,80.7991,0,-46.7772,23.2681,10
1797,3.596,-271.818,-29.8348,-241.983,-120.991,-0,46.7908,-17.384,-10,135.934,-6.9036,142.837,71.4187,-0,-46.7472,-15.7858,10,135.884,-7.02341,142.907,71.4537,0,-46.7268,23.5726,10
1798,3.598,-271.877,-48.5675,-223.31,-111.655,-0,46.683,-17.8493,-10,135.964,11.8033,124.161,62.0804,-0,-46.6914,-15.5188,10,135.913,11.6767,124.236,62.1182,0,-46.6773,23.8397,10
1799,3.6,-271.979,-67.299,-204.68,-102.34,-0,46.5743,-18.2773,-10,136.016,30.5097,105.506,52.7532,-0,-46.6357,-15.2892,6.11755,135.963,30.378,105.585,52.7924,0,-46.6293,24.0695,6.16309
1800,3.602,-272.123,-85.925,-186.198,-93.099,-0,46.2052,-18.6681,-10,136.09,41.8432,94.2467,47.1234,-0,-28.1494,-15.0894,10,136.033,41.8436,94.1894,47.0947,0,-28.4885,24.2693,10
1801,3.604,544.247,-104.581,648.828,324.414,-0,2087.57,-18.2055,10,-272.102,60.416,-332.518,-166.259,-0,-1066.91,-15.3277,-10,-272.146,60.4509,-332.596,-166.298,0,-1066.96,24.0309,-10
1802,3.606,271.93,-85.9099,357.84,178.92,-0,-727.471,-17.1988,-10,-135.953,41.7695,-177.722,-88.8611,-0,386.988,-15.8379,10,-135.977,41.7991,-177.777,-88.8883,0,387.05,23.5205,10
1803,3.608,271.825,-104.475,376.3,188.15,-0,46.1491,-16.4647,10,-135.907,60.3502,-196.257,-98.1285,-0,-46.3371,-16.2119,-10,-135.918,60.4057,-196.324,-98.1619,0,-46.3681,23.1464,-10
1804,3.61,271.706,-85.74,357.446,178.723,-0,-47.1335,-15.731,10,-135.859,41.6496,-177.508,-88.7542,-0,46.8712,-16.5857,-10,-135.847,41.6972,-177.545,-88.7723,0,46.9479,22.7726,-10
1805,3.612,271.652,-67.005,338.657,169.329,-0,-46.9728,-15.0348,10,-135.84,22.9504,-158.791,-79.3954,-0,46.794,-16.922,-10,-135.812,22.9887,-158.8,-79.4002,0,46.8603,22.4362,-10
1806,3.614,271.641,-48.2698,319.911,159.955,-0,-46.8661,-14.3763,10,-135.842,4.25223,-140.095,-70.0473,-0,46.7408,-17.2208,-10,-135.799,4.28022,-140.079,-70.0394,0,46.804,22.1373,-10
1807,3.616,271.672,-29.6135,301.286,150.643,-0,-46.5623,-13.7551,10,-135.864,-14.3621,-121.502,-60.7511,-0,46.4807,-17.4824,-10,-135.808,-14.3487,-121.459,-60.7297,0,46.5489,21.8758,-10
1808,3.618,271.71,-10.9564,282.667,141.333,-0,-46.5484,-13.1711,10,-135.888,-32.9753,-102.912,-51.4562,-0,46.4748,-17.7068,-4.98134,-135.822,-32.9782,-102.844,-51.4221,0,46.5377,21.6515,-4.88447
1809,3.62,271.766,7.66942,264.097,132.049,-0,-46.4237,-12.6244,10,-135.918,-42.2492,-93.6691,-46.8346,-0,23.108,-17.9034,-10,-135.848,-42.086,-93.762,-46.881,0,22.7056,21.4549,-10
1810,3.622,271.83,26.3275,245.503,122.752,-0,-46.4851,-12.1148,10,-135.951,-60.8593,-75.092,-37.546,-0,46.4427,-18.0722,8.89666,-135.879,-60.7177,-75.1613,-37.5807,0,46.5018,21.286,8.92108
1811,3.624,271.917,44.8902,227.027,113.513,-0,-46.1912,-11.6422,10,-135.993,-44.3022,-91.6905,-45.8453,-0,-41.4962,-18.239,-10,-135.924,-44.1189,-91.8051,-45.9025,0,-41.6094,21.119,-10
1812,3.626,271.984,63.5464,208.438,104.219,-0,-46.4718,-11.2068,10,-136.025,-62.9083,-73.117,-36.5585,-0,46.4338,-18.4038,9.87525,-135.959,-62.7574,-73.2015,-36.6008,0,46.5089,20.954,9.90809
1813,3.628,272.083,82.1075,189.975,94.9876,-0,-46.1566,-10.8084,10,-136.068,-44.525,-91.543,-45.7715,-0,-46.0649,-18.5684,-10,-136.015,-44.3137,-91.701,-45.8505,0,-46.2485,20.7891,-10
1814,3.63,272.16,100.732,171.428,85.7139,-0,-46.3685,-10.447,10,-136.102,-63.0992,-73.0026,-36.5013,-0,46.351,-18.733,9.84971,-136.058,-62.9649,-73.093,-36.5465,0,46.5199,20.6243,9.97336
1815,3.632,-544.243,119.3,-663.542,-331.771,-0,-2087.43,-10.9391,-10,272.117,-44.7715,316.889,158.444,-0,974.728,-18.4891,10,272.125,-44.392,316.518,158.259,0,974.026,20.8677,10
1816,3.634,-271.993,100.608,-372.6,-186.3,-0,727.355,-11.9752,10,136.003,-26.153,162.156,81.0779,-0,-386.832,-18.0101,-10,135.99,-25.7602,161.75,80.8749,0,-386.919,21.346,-10
1817,3.636,-271.943,119.19,-391.133,-195.567,-0,-46.3322,-12.7389,-10,135.987,-44.7908,180.778,90.3891,-0,46.5559,-17.6671,10,135.955,-44.3668,180.322,90.161,0,46.4308,21.6881,10
1818,3.638,-271.87,100.457,-372.326,-186.163,-0,47.017,-13.5024,-10,135.956,-26.0837,162.039,81.0197,-0,-46.847,-17.3243,10,135.914,-25.6676,161.581,80.7907,0,-46.8516,22.03,10
1819,3.64,-271.864,81.724,-353.588,-176.794,-0,46.8465,-14.2283,-10,135.961,-7.3768,143.337,71.6687,-0,-46.7548,-17.0189,10,135.903,-6.96775,142.871,71.4354,0,-46.7767,22.3344,10
1820,3.642,-271.9,62.9923,-334.893,-167.446,-0,46.7381,-14.9168,-10,135.988,11.3299,124.658,62.3288,-0,-46.6996,-16.7509,10,135.913,11.7331,124.179,62.0897,0,-46.7282,22.6015,10
1821,3.644,-271.979,44.2623,-316.241,-158.121,-0,46.6283,-15.5679,-10,136.036,30.0363,106,52.9999,-0,-46.6444,-16.5203,6.35554,135.943,30.4359,105.507,52.7534,0,-46.6816,22.8312,6.07179
1822,3.646,-272.1,25.6456,-297.745,-148.873,-0,46.24,-16.1819,-10,136.106,41.8035,94.3026,47.1513,-0,-29.2432,-16.32,10,135.994,41.7392,94.2543,47.1271,0,-28.1313,23.0309,10
1823,3.648,-272.206,7.04692,-279.253,-139.627,-0,46.2301,-16.7589,-10,136.158,60.4069,75.7512,37.8756,-0,-46.3785,-16.1499,-8.50287,136.048,60.3076,75.7406,37.8703,0,-46.2843,23.2009,-8.41403
1824,3.65,544.185,-11.5117,555.697,277.848,-0,2087.37,-16.4825,10,-272.029,44.5622,-316.591,-158.296,-0,-980.857,-16.3908,-10,-272.156,44.6198,-316.775,-158.388,0,-981.29,22.9599,-10
1825,3.652,271.925,7.15021,264.775,132.387,-0,-727.304,-15.662,-10,-135.892,25.9071,-161.799,-80.8994,-0,386.982,-16.8691,10,-136.033,25.9929,-162.026,-81.0131,0,386.873,22.4811,10
1826,3.654,271.86,-11.4535,283.314,141.657,-0,46.3478,-15.1139,10,-135.857,44.4856,-180.342,-90.1712,-0,-46.3594,-17.2113,-10,-136.003,44.6219,-180.625,-90.3127,0,-46.4978,22.1384,-10
1827,3.656,271.773,7.276,264.497,132.248,-0,-47.0424,-14.5661,10,-135.818,25.7799,-161.598,-80.7988,-0,46.8622,-17.5532,-10,-135.955,25.9151,-161.87,-80.9351,0,46.8877,21.7959,-10
1828,3.658,271.753,26.0059,245.747,122.873,-0,-46.8752,-14.0559,10,-135.809,7.07525,-142.884,-71.4422,-0,46.7829,-17.8577,-10,-135.944,7.20826,-143.152,-71.5759,0,46.796,21.4909,-10
1829,3.66,271.775,44.7359,227.039,113.52,-0,-46.7696,-13.5831,10,-135.822,-11.629,-124.192,-62.0962,-0,46.7299,-18.1248,-10,-135.953,-11.4984,-124.455,-62.2275,0,46.7422,21.2233,-10
1830,3.662,271.839,63.3882,208.451,104.226,-0,-46.47,-13.1476,10,-135.855,-30.2578,-105.597,-52.7984,-0,46.4891,-18.3546,-6.30937,-135.985,-30.0966,-105.888,-52.944,0,46.4176,20.993,-6.52636
1831,3.664,271.908,82.0186,189.889,94.9445,-0,-46.4054,-12.7492,10,-135.895,-42.0166,-93.8785,-46.9392,-0,29.2959,-18.5541,-10,-136.012,-42.2325,-93.7798,-46.8899,0,30.2704,20.7933,-10
1832,3.666,271.985,100.669,171.315,85.6577,-0,-46.4338,-12.388,10,-135.943,-60.6501,-75.2928,-37.6464,-0,46.4644,-18.7232,8.81799,-136.042,-60.8256,-75.2164,-37.6082,0,46.4083,20.6243,8.80011
1833,3.668,272.081,119.23,152.851,76.4256,-0,-46.1604,-12.0639,10,-136.005,-44.224,-91.7813,-45.8906,-0,-41.2213,-18.8903,-10,-136.076,-44.4592,-91.6165,-45.8082,0,-41.0001,20.4575,-10
1834,3.67,272.158,137.843,134.315,67.1574,-0,-46.341,-11.7767,10,-136.051,-62.8658,-73.1855,-36.5928,-0,46.4894,-19.0553,9.89666,-136.107,-63.0433,-73.0633,-36.5316,0,46.3831,20.2928,9.85144
1835,3.672,-544.247,156.411,-700.658,-350.329,-0,-2087.43,-12.3431,-10,272.132,-44.4287,316.561,158.281,-0,974.366,-18.8119,10,272.115,-44.7212,316.836,158.418,0,974.749,20.5366,10
1836,3.674,-271.999,137.726,-409.725,-204.863,-0,727.333,-13.4534,10,135.998,-25.7949,161.793,80.8964,-0,-386.921,-18.3335,-10,136.001,-26.0978,162.099,81.0495,0,-386.843,21.0155,-10
