step,timestamp,target[0],actual[0],error[0],P[0],I[0],D[0],integral[0],output[0],target[1],actual[1],error[1],P[1],I[1],D[1],integral[1],output[1],target[2],actual[2],error[2],P[2],I[2],D[2],integral[2],output[2]
430,0.862,-5.65466,-5.50578,-0.148882,-0.0744408,-0,26.8435,-1.39454,10,-0.468349,-6.5374,6.06905,3.03453,-0,27.2913,-0.786649,10,6.12301,-3.877,10,5,0,28.7516,0.865375,10
431,0.864,-5.72598,5.98002,-11.706,-5.853,-0,-28.8928,-1.4064,-10,-0.474659,4.61434,-5.089,-2.5445,-0,-27.8951,-0.785669,-10,6.20064,6.39197,-0.191326,-0.095663,0,-25.4783,0.875184,-10
432,0.866,-5.79941,-5.04971,-0.749697,-0.374849,-0,27.3908,-1.41885,10,-0.464763,-6.33579,5.87103,2.93551,-0,27.4001,-0.784887,10,6.26417,-4.58352,10.8477,5.42384,0,27.5975,0.88584,10
433,0.868,-5.86571,6.35353,-12.2192,-6.10962,-0,-28.6738,-1.43182,-10,-0.477391,4.8105,-5.28789,-2.64394,-0,-27.8973,-0.784304,-10,6.3431,5.66595,0.677152,0.338576,0,-25.4263,0.897365,-10
434,0.87,-5.93439,-4.78918,-1.14521,-0.572604,-0,27.6851,-1.44519,10,-0.472975,-6.19599,5.72302,2.86151,-0,27.5273,-0.783869,10,6.40737,-5.08317,11.4905,5.74527,0,27.0335,0.909533,10
435,0.872,-5.9949,6.5839,-12.5788,-6.2894,-0,-28.584,-1.45891,-10,-0.489531,4.80269,-5.29222,-2.64611,-0,-27.5381,-0.783438,-10,6.48443,5.28037,1.20406,0.60203,0,-25.7162,0.922227,-10
436,0.874,-6.05594,-4.6055,-1.45044,-0.725222,-0,27.8209,-1.47294,10,-0.485318,-6.20522,5.7199,2.85995,-0,27.5303,-0.78301,10,6.54126,-5.40556,11.9468,5.97341,0,26.8569,0.935378,10
437,0.876,-6.10938,6.81352,-12.9229,-6.46145,-0,-28.6811,-1.48731,-10,-0.502562,4.75734,-5.25991,-2.62995,-0,-27.4495,-0.78255,-10,6.61194,5.00618,1.60575,0.802876,0,-25.8527,0.948931,-10
438,0.878,-6.16438,-4.38334,-1.78105,-0.890523,-0,27.8546,-1.50202,10,-0.497661,-6.21296,5.7153,2.85765,-0,27.438,-0.782095,10,6.66204,-5.68144,12.3435,6.17174,0,26.8443,0.96288,10
439,0.88,-6.21154,7.05916,-13.2707,-6.63535,-0,-28.7241,-1.51707,-10,-0.515821,4.72858,-5.2444,-2.6222,-0,-27.3992,-0.781624,-10,6.72736,4.79525,1.93211,0.966053,0,-26.0284,0.977155,-10
440,0.882,-6.26218,-4.1159,-2.14628,-1.07314,-0,27.811,-1.53249,10,-0.511173,-6.16618,5.65501,2.8275,-0,27.2485,-0.781213,10,6.77335,-5.92592,12.6993,6.34964,0,26.9179,0.991787,10
441,0.884,-6.30445,7.30613,-13.6106,-6.80529,-0,-28.6608,-1.54824,-10,-0.532895,4.73213,-5.26503,-2.63251,-0,-27.3001,-0.780823,-10,6.83735,4.65266,2.18469,1.09234,0,-26.2865,1.00667,-10
442,0.886,-6.35329,-11.1218,4.76847,2.38423,-0,45.9476,-1.55709,10,-0.529784,-5.80445,5.27467,2.63733,-0,26.3492,-0.780814,10,6.88307,-4.45288,11.3359,5.66797,0,22.8782,1.02019,10
443,0.888,-6.36416,2.05659,-8.42075,-4.21038,-0,-32.9731,-1.56074,-10,-0.523227,4.6238,-5.14702,-2.57351,-0,-26.0542,-0.780686,-10,6.88739,6.17058,0.716804,0.358402,0,-26.5479,1.03224,-10
444,0.89,-6.40272,-7.39014,0.987427,0.493713,-0,23.5205,-1.56817,10,-0.49422,-6.28674,5.79252,2.89626,-0,27.3489,-0.780041,10,6.89694,-5.07792,11.9749,5.98743,0,28.1451,1.04494,10
445,0.892,-6.43416,4.44551,-10.8797,-5.43984,-0,-29.6678,-1.57806,-10,-0.506858,4.4341,-4.94096,-2.47048,-0,-26.8337,-0.779189,-10,6.94102,5.84909,1.09193,0.545963,0,-27.2073,1.058,-10
446,0.894,-6.48512,-5.86943,-0.615696,-0.307848,-0,25.66,-1.58956,10,-0.483673,-6.30897,5.8253,2.91265,-0,26.9156,-0.778305,10,6.96879,-5.3596,12.3284,6.1642,0,28.0912,1.07142,10
447,0.896,-6.52646,3.1887,-9.71516,-4.85758,-0,-22.7487,-1.59989,-10,-0.502131,3.89215,-4.39428,-2.19714,-0,-25.549,-0.776874,-10,7.02859,13.16,-6.13143,-3.06572,0,-46.1496,1.07762,-10
448,0.898,-6.60702,-7.16409,0.557068,0.278534,-0,25.6806,-1.60905,10,-0.513784,-6.87618,6.3624,3.1812,-0,26.8917,-0.774906,10,7.1208,0.0729764,7.04783,3.52391,0,32.9482,1.07854,10
449,0.9,-6.67763,4.86164,-11.5393,-5.76963,-0,-30.2408,-1.62003,-10,-0.541661,4.15441,-4.69607,-2.34803,-0,-27.6462,-0.773239,-10,7.21929,9.26869,-2.0494,-1.0247,0,-22.7431,1.08353,-10
450,0.902,-6.75655,-5.93529,-0.821255,-0.410628,-0,26.795,-1.63239,10,-0.540355,-6.66531,6.12495,3.06248,-0,27.0526,-0.77181,10,7.2969,-2.52923,9.82613,4.91307,0,29.6888,1.09131,10
451,0.904,-6.82818,6.00561,-12.8338,-6.41689,-0,-30.0313,-1.64605,-10,-0.565352,4.42558,-4.99093,-2.49547,-0,-27.7897,-0.770676,-10,7.39353,7.35625,0.0372813,0.0186407,0,-24.4721,1.10117,-10
452,0.906,-6.90943,-5.15746,-1.75197,-0.875983,-0,27.7046,-1.66063,10,-0.564737,-6.45561,5.89088,2.94544,-0,27.2045,-0.769776,10,7.47417,-3.93348,11.4076,5.70382,0,28.4259,1.11262,10
453,0.908,-6.98332,6.60981,-13.5931,-6.79657,-0,-29.6029,-1.67598,-10,-0.585375,4.60986,-5.19524,-2.59762,-0,-27.7153,-0.769081,-10,7.5687,6.00708,1.56162,0.780809,0,-24.6151,1.12559,-10
454,0.91,-7.06141,-4.66492,-2.39649,-1.19825,-0,27.9916,-1.69197,10,-0.58308,-6.36948,5.7864,2.8932,-0,27.4541,-0.76849,10,7.64449,-4.86856,12.513,6.25652,0,27.3786,1.13966,10
455,0.912,-7.13127,6.89549,-14.0268,-7.01338,-0,-29.0757,-1.70839,-10,-0.5994,4.6664,-5.2658,-2.6329,-0,-27.6305,-0.767969,-10,7.73067,5.35273,2.37794,1.18897,0,-25.3378,1.15455,-10
456,0.914,-7.21019,-4.37978,-2.83041,-1.41521,-0,27.9909,-1.72525,10,-0.590813,-6.29864,5.70782,2.85391,-0,27.4341,-0.767527,10,7.801,-5.38205,13.1831,6.59153,0,27.0128,1.17012,10
457,0.916,-7.27868,7.05202,-14.3307,-7.16535,-0,-28.7507,-1.74241,-10,-0.603543,4.80491,-5.40845,-2.70423,-0,-27.7907,-0.767228,-10,7.88222,5.03407,2.84815,1.42407,0,-25.8373,1.18615,-10
458,0.918,-7.36332,-4.23601,-3.12732,-1.56366,-0,28.0085,-1.75987,10,-0.588368,-6.16361,5.57524,2.78762,-0,27.4592,-0.767061,10,7.95169,-5.46995,13.4216,6.71082,0,26.4337,1.20242,10
459,0.92,-7.43393,7.10545,-14.5394,-7.26969,-0,-28.5302,-1.77753,-10,-0.596031,4.88003,-5.47606,-2.73803,-0,-27.6283,-0.766962,-10,8.02996,5.12277,2.90719,1.45359,0,-26.2861,1.21875,-10
460,0.922,-7.52306,-3.82101,-3.70205,-1.85103,-0,27.0933,-1.79577,10,-0.573822,-6.03886,5.46503,2.73252,-0,27.3527,-0.766973,10,8.09688,-5.37333,13.4702,6.73511,0,26.4076,1.23512,10
461,0.924,-7.58417,7.49097,-15.0751,-7.53757,-0,-28.4327,-1.81455,-10,-0.58301,4.88517,-5.46818,-2.73409,-0,-27.333,-0.766976,-10,8.16718,5.35932,2.80786,1.40393,0,-26.6559,1.2514,-10
462,0.926,-7.67139,-10.9317,3.26027,1.63014,-0,45.8385,-1.82637,10,-0.558239,-5.62092,5.06269,2.53134,-0,26.3272,-0.767381,10,8.22963,-3.28442,11.514,5.75702,0,21.7655,1.26572,10
463,0.928,-7.71414,2.21518,-9.92932,-4.96466,-0,-32.974,-1.83304,-10,-0.532864,4.73397,-5.26684,-2.63342,-0,-25.8238,-0.767586,-10,8.247,7.69259,0.554413,0.277206,0,-27.3991,1.27779,-10
464,0.93,-7.788,-7.2336,-0.554398,-0.277199,-0,23.4373,-1.84352,10,-0.482199,-6.28798,5.80578,2.90289,-0,27.6816,-0.767047,10,8.2702,-3.52577,11.796,5.89799,0,28.1039,1.29014,10
465,0.932,-7.85339,4.82822,-12.6816,-6.3408,-0,-30.318,-1.85675,-10,-0.478264,4.5149,-4.99316,-2.49658,-0,-26.9974,-0.766234,-10,8.33165,7.32625,1.00541,0.502703,0,-26.9764,1.30294,-10
466,0.934,-7.93631,-5.52302,-2.4133,-1.20665,-0,25.6708,-1.87185,10,-0.436719,-5.22771,4.791,2.3955,-0,24.4604,-0.766436,10,8.37303,-2.7911,11.1641,5.58206,0,25.3968,1.31511,10
467,0.936,-8.04718,5.7764,-13.8236,-6.91179,-0,-28.5257,-1.88809,-10,-0.41127,5.77142,-6.18269,-3.09134,-0,-27.4342,-0.767828,-10,8.45845,7.69759,0.76086,0.38043,0,-26.0082,1.32704,-10
468,0.938,-8.15649,-4.92318,-3.23331,-1.61666,-0,26.4757,-1.90514,10,-0.3684,-5.19448,4.82608,2.41304,-0,27.5219,-0.769184,10,8.52489,-3.31363,11.8385,5.91926,0,27.6941,1.33964,10
469,0.94,-8.257,6.18007,-14.4371,-7.21854,-0,-28.0094,-1.92281,-10,-0.362012,5.85438,-6.21639,-3.10819,-0,-27.6062,-0.770575,-10,8.61901,7.09888,1.52013,0.760064,0,-25.796,1.353,-10
470,0.942,-8.36552,-4.48386,-3.88166,-1.94083,-0,26.3885,-1.94113,10,-0.32855,-5.11224,4.78369,2.39185,-0,27.5002,-0.772007,10,8.69407,-3.70182,12.3959,6.19794,0,27.1894,1.36691,10
471,0.944,-8.4544,6.55091,-15.0053,-7.50265,-0,-27.8091,-1.96002,-10,-0.332276,5.93038,-6.26265,-3.13133,-0,-27.6159,-0.773486,-10,8.78667,6.80544,1.98123,0.990614,0,-26.0366,1.38129,-10
472,0.946,-8.5579,-4.07609,-4.48181,-2.24091,-0,26.3087,-1.97951,10,-0.306976,-5.01897,4.71199,2.356,-0,27.4366,-0.775037,10,8.86487,-3.9129,12.7778,6.38889,0,26.9914,1.39605,10
473,0.948,-8.63778,6.932,-15.5698,-7.78489,-0,-27.7199,-1.99956,-10,-0.321193,6.01134,-6.33254,-3.16627,-0,-27.6113,-0.776658,-10,8.95897,6.65356,2.30541,1.15271,0,-26.1809,1.41113,-10
474,0.95,-8.73658,-3.6663,-5.07028,-2.53514,-0,26.2488,-2.0202,10,-0.302945,-4.93604,4.63309,2.31655,-0,27.4141,-0.778357,10,9.03952,-3.97066,13.0102,6.50509,0,26.7619,1.42645,10
475,0.952,-8.80876,6.98876,-15.7975,-7.89876,-0,-26.8181,-2.04107,-10,-0.325654,4.87627,-5.20193,-2.60096,-0,-24.5876,-0.778926,-10,9.13442,5.70626,3.42815,1.71408,0,-23.9551,1.44288,-10
476,0.954,-8.86159,-3.7873,-5.0743,-2.53715,-0,26.8081,-2.06194,10,-0.307549,-5.93292,5.62537,2.81269,-0,27.0683,-0.778502,10,9.16914,-4.85044,14.0196,7.00979,0,26.4786,1.46033,10
477,0.956,-8.9112,7.51152,-16.4227,-8.21136,-0,-28.3711,-2.08344,-10,-0.333993,5.00154,-5.33553,-2.66777,-0,-27.4023,-0.778213,-10,9.2452,6.03158,3.21361,1.60681,0,-27.0149,1.47757,-10
478,0.958,-8.98627,-3.4205,-5.56577,-2.78288,-0,27.1424,-2.10542,10,-0.320302,-5.77748,5.45717,2.72859,-0,26.9818,-0.778091,10,9.30657,-4.57857,13.8851,6.94257,0,26.6788,1.49466,10
479,0.96,-9.04279,7.94381,-16.9866,-8.4933,-0,-28.5521,-2.12798,-10,-0.34469,5.17292,-5.51761,-2.7588,-0,-27.437,-0.778151,-10,9.38748,6.26234,3.12514,1.56257,0,-26.9,1.51167,-10
480,0.962,-9.12606,-3.08571,-6.04035,-3.02018,-0,27.3656,-2.151,10,-0.328776,-5.58485,5.25607,2.62804,-0,26.9342,-0.778413,10,9.45483,-4.37166,13.8265,6.91325,0,26.7534,1.52863,10
481,0.964,-9.19089,8.32439,-17.5153,-8.75764,-0,-28.6873,-2.17456,-10,-0.348939,5.47543,-5.82437,-2.91218,-0,-27.7011,-0.778981,-10,9.53982,6.4967,3.04313,1.52156,0,-26.9584,1.5455,-10
482,0.966,-9.28059,-2.90699,-6.37359,-3.1868,-0,27.8542,-2.19845,10,-0.331499,-4.97517,4.64367,2.32183,-0,26.1701,-0.780162,10,9.61208,-4.09472,13.7068,6.8534,0,26.6592,1.56225,10
483,0.968,-9.35279,15.5162,-24.869,-12.4345,-0,-46.2384,-2.22969,-10,-0.35078,3.92137,-4.27215,-2.13607,-0,-22.2895,-0.77979,-10,9.70357,6.09014,3.61343,1.80672,0,-25.2334,1.57957,-10
484,0.97,-9.46572,-2.91212,-6.55361,-3.2768,-0,45.7884,-2.26111,10,-0.306123,-6.87473,6.5686,3.2843,-0,27.1019,-0.777494,10,9.77185,-2.94132,12.7132,6.35658,0,22.7493,1.59589,10
485,0.972,-9.52784,8.79037,-18.3182,-9.1591,-0,-29.4115,-2.28598,-10,-0.271382,4.30487,-4.57626,-2.28813,-0,-27.8621,-0.775502,-10,9.79922,7.63913,2.16009,1.08004,0,-26.3827,1.61077,-10
486,0.974,-9.6118,-1.57217,-8.03963,-4.01981,-0,25.6964,-2.31234,10,-0.219411,-3.70772,3.48831,1.74415,-0,20.1614,-0.77659,10,9.83121,-10.9663,20.7975,10.3988,0,46.5936,1.63372,10
487,0.976,-9.72834,7.21096,-16.9393,-8.46965,-0,-22.2492,-2.33732,-10,-0.198547,14.9846,-15.1832,-7.59159,-0,-46.6787,-0.788284,-10,9.92688,7.51903,2.40785,1.20393,0,-45.9742,1.65693,-10
488,0.978,-9.8221,-2.4443,-7.3778,-3.6889,-0,23.9038,-2.36164,10,-0.210925,4.00687,-4.21779,-2.1089,-0,27.4135,-0.807685,10,10.033,-11.0932,21.1262,10.5631,0,46.7959,1.68046,10
489,0.98,-9.94784,6.6341,-16.5819,-8.29097,-0,-23.0103,-2.3856,-10,-0.2288,22.7011,-22.9299,-11.465,-0,-46.7804,-0.834833,-10,10.1766,7.39459,2.78205,1.39102,0,-45.8604,1.70437,-10
490,0.982,-10.0534,-12.0418,1.98838,0.99419,-0,46.4258,-2.40019,10,-0.281567,9.93085,-10.2124,-5.10621,-0,31.7938,-0.867975,10,10.3349,-11.1858,21.5207,10.7604,0,46.8467,1.72867,10
491,0.984,-10.1771,6.3742,-16.5512,-8.27562,-0,-46.3491,-2.41475,-10,-0.297999,15.758,-16.056,-8.02798,-0,-14.6089,-0.894244,-10,10.475,7.51531,2.95973,1.47987,0,-46.4024,1.75315,-10
492,0.986,-10.3508,-12.3106,1.95976,0.97988,-0,46.2775,-2.42935,10,-0.280453,5.04367,-5.32412,-2.66206,-0,26.8296,-0.915624,10,10.6313,-11.0201,21.6513,10.8257,0,46.729,1.77777,10
493,0.988,-10.5287,6.14105,-16.6698,-8.33488,-0,-46.5738,-2.44406,-10,-0.245014,13.1856,-13.4306,-6.7153,-0,-20.2662,-0.934379,-10,10.7737,7.68393,3.0898,1.5449,0,-46.4038,1.80251,-10
494,0.99,-10.7471,-12.3233,1.57621,0.788103,-0,45.6149,-2.45915,10,-0.184167,-5.52417,5.34,2.67,-0,46.9265,-0.942469,10,10.9313,-1.20428,12.1356,6.06778,0,22.6144,1.81773,10
495,0.992,-10.9031,6.35399,-17.2571,-8.62857,-0,-47.0834,-2.47483,-10,-0.144699,3.51503,-3.65973,-1.82986,-0,-22.4993,-0.940789,-10,11.0478,7.61135,3.43649,1.71825,0,-21.7477,1.8333,-10
496,0.994,-11.0308,-12.1111,1.08026,0.540128,-0,45.8435,-2.49101,10,-0.0679101,-15.1941,15.1262,7.56309,-0,46.9648,-0.929323,10,11.0988,-1.15654,12.2553,6.12765,0,22.047,1.849,10
497,0.996,-11.127,6.54735,-17.6744,-8.83719,-0,-46.8866,-2.5076,-10,-0.0118112,-3.57554,3.56373,1.78187,-0,-28.9061,-0.910633,-10,11.1388,7.71466,3.42419,1.71209,0,-22.0778,1.86468,-10
498,0.998,-11.2058,-11.8663,0.660549,0.330274,-0,45.8373,-2.52462,10,0.0748114,-11.8744,11.9492,5.97462,-0,20.9637,-0.89512,10,11.131,-1.07751,12.2085,6.10424,0,21.9607,1.88031,10
499,1,-11.2589,6.66679,-17.9257,-8.96283,-0,-46.4655,-2.54188,-10,0.163125,-1.65988,1.823,0.911502,-0,-25.3156,-0.881347,-10,11.0957,8.53343,2.56231,1.28116,0,-24.1154,1.89508,-10
500,1.002,-11.3298,-3.03554,-8.29428,-4.14714,-0,24.0784,-2.5681,10,0.2901,-8.77997,9.07007,4.53503,-0,18.1177,-0.870454,10,11.0397,-10.1223,21.162,10.581,0,46.4992,1.9188,10
501,1.004,-11.4355,6.20187,-17.6373,-8.81867,-0,-23.3576,-2.59403,-10,0.356727,2.53436,-2.17763,-1.08881,-0,-28.1192,-0.863562,-10,11.0787,8.36987,2.70887,1.35443,0,-46.1328,1.94267,-10
502,1.006,-11.5494,-1.15251,-10.3969,-5.19843,-0,18.1012,-2.62207,10,0.423174,-15.8973,16.3205,8.16025,-0,46.2453,-0.849419,10,11.1262,-10.3629,21.4891,10.7446,0,46.9506,1.96687,10
503,1.008,-11.6686,8.7818,-20.4504,-10.2252,-0,-25.1339,-2.65291,-10,0.451276,2.61132,-2.16004,-1.08002,-0,-46.2013,-0.835259,-10,11.2173,1.27608,9.94126,4.97063,0,-28.8696,1.9983,-10
504,1.01,-11.7524,0.88915,-12.6416,-6.3208,-0,19.5221,-2.68601,10,0.478901,-15.789,16.2679,8.13394,-0,46.0698,-0.821151,10,11.2735,-7.14465,18.4182,9.2091,0,21.1923,2.02666,10
505,1.012,-11.8242,11.0993,-22.9235,-11.4617,-0,-25.7047,-2.72157,-10,0.448717,2.68441,-2.23569,-1.11785,-0,-46.2589,-0.807119,-10,11.3755,3.12126,8.25421,4.12711,0,-25.4099,2.05333,-10
506,1.014,-11.8652,2.92644,-14.7916,-7.39581,-0,20.3296,-2.75929,10,0.426891,-15.7366,16.1635,8.08176,-0,45.998,-0.793191,10,11.4383,-6.49737,17.9357,8.96783,0,24.2036,2.07952,10
507,1.016,-11.8978,21.4517,-33.3495,-16.6747,-0,-46.3946,-2.80743,-10,0.350772,-4.69653,5.0473,2.52365,-0,-27.7905,-0.77198,-10,11.547,12.2027,-0.655735,-0.327867,0,-46.4785,2.0968,-10
508,1.018,-11.9696,2.85835,-14.8279,-7.41397,-0,46.3038,-2.8556,10,0.316803,-12.0002,12.317,6.15852,-0,18.1743,-0.754616,10,11.6528,1.75865,9.89413,4.94707,0,26.3747,2.10604,10
509,1.02,-12.047,21.3142,-33.3612,-16.6806,-0,-46.3331,-2.90379,-10,0.325961,-1.79639,2.12235,1.06117,-0,-25.4867,-0.740176,-10,11.721,10.4921,1.22894,0.614471,0,-21.663,2.11717,-10
510,1.022,-12.1449,2.61856,-14.7634,-7.38172,-0,46.4943,-2.95192,10,0.369658,-9.18657,9.55623,4.77812,-0,18.5847,-0.728498,10,11.7752,-7.98306,19.7583,9.87914,0,46.3234,2.13815,10
511,1.024,-12.2668,10.6575,-22.9243,-11.4621,-0,-20.4021,-2.98961,-10,0.439805,2.34008,-1.90027,-0.950136,-0,-28.6413,-0.720842,-10,11.827,10.5314,1.29559,0.647796,0,-46.1567,2.15921,-10
512,1.026,-12.4057,-0.259853,-12.1459,-6.07294,-0,26.946,-3.02468,10,0.491034,-5.06473,5.55576,2.77788,-0,18.6401,-0.717186,10,11.9147,-8.00191,19.9166,9.9583,0,46.5525,2.18042,10
513,1.028,-12.5732,8.7202,-21.2934,-10.6467,-0,-22.8689,-3.05811,-10,0.541083,6.89475,-6.35366,-3.17683,-0,-29.7736,-0.717984,-10,12.0321,10.4655,1.56662,0.783308,0,-45.8749,2.2019,-10
514,1.03,-12.7427,-0.284372,-12.4584,-6.22918,-0,22.0876,-3.09187,10,0.570214,-11.5704,12.1406,6.0703,-0,46.2357,-0.712197,10,12.1725,-8.24602,20.4185,10.2093,0,47.1298,2.22389,10
515,1.032,-12.9192,9.79465,-22.7139,-11.3569,-0,-25.6388,-3.12704,-10,0.572593,6.86008,-6.28749,-3.14374,-0,-46.0702,-0.706344,-10,12.3466,1.57079,10.7758,5.38792,0,-24.1067,2.25508,-10
516,1.034,-13.037,0.593686,-13.6307,-6.81537,-0,22.7078,-3.16338,10,0.572864,-11.5713,12.1442,6.07209,-0,46.0792,-0.700487,10,12.4642,-6.76334,19.2275,9.61376,0,21.1292,2.28508,10
517,1.036,-13.1458,19.3241,-32.4699,-16.2349,-0,-47.0979,-3.20948,-10,0.519364,6.89289,-6.37353,-3.18677,-0,-46.2943,-0.694717,-10,12.6264,1.67976,10.9467,5.47333,0,-20.7021,2.31526,-10
518,1.038,-13.2217,0.871169,-14.0929,-7.04645,-0,45.9424,-3.25605,10,0.491824,-11.8162,12.3081,6.15403,-0,46.704,-0.688782,10,12.7299,-6.53793,19.2678,9.63392,0,20.8029,2.34547,10
519,1.04,-13.263,19.4325,-32.6955,-16.3478,-0,-46.5066,-3.30284,-10,0.451979,-1.96977,2.42175,1.21088,-0,-24.7158,-0.674052,-10,12.811,3.15714,9.65391,4.82695,0,-24.0348,2.3744,-10
520,1.042,-13.3173,0.95022,-14.2675,-7.13377,-0,46.07,-3.3498,10,0.456445,-11.06,11.5165,5.75823,-0,22.7368,-0.660114,10,12.8609,-4.57277,17.4336,8.71682,0,19.4493,2.40148,10
521,1.044,-13.3576,19.4259,-32.7835,-16.3917,-0,-46.2898,-3.39685,-10,0.478677,-1.99078,2.46946,1.23473,-0,-22.6175,-0.646128,-10,12.8789,14.1361,-1.25723,-0.628615,0,-46.7272,2.41766,-10
522,1.046,-13.4463,5.22949,-18.6757,-9.33787,-0,35.2693,-3.44831,10,0.522698,-9.78428,10.307,5.15349,-0,19.5938,-0.633352,10,12.9236,-4.35445,17.278,8.639,0,46.3381,2.43368,10
523,1.048,-13.5568,10.6959,-24.2527,-12.1264,-0,-13.9424,-3.49124,-10,0.575125,1.47202,-0.896899,-0.44845,-0,-28.0097,-0.623942,-10,12.9816,14.1442,-1.16257,-0.581287,0,-46.1014,2.4498,-10
524,1.05,-13.6949,-1.0895,-12.6054,-6.30269,-0,29.1183,-3.5281,10,0.618314,-7.78894,8.40725,4.20362,-0,23.2604,-0.616431,10,13.0766,0.400117,12.6765,6.33823,0,34.5976,2.46131,10
525,1.052,-13.8269,8.67254,-22.4995,-11.2497,-0,-24.7352,-3.5632,-10,0.62916,3.78057,-3.15141,-1.57571,-0,-28.8966,-0.611175,-10,13.1978,8.80666,4.39112,2.19556,0,-20.7133,2.47838,-10
526,1.054,-13.9448,-2.56946,-11.3754,-5.68769,-0,27.8102,-3.59707,10,0.65163,-6.76569,7.41732,3.70866,-0,26.4218,-0.60691,10,13.2932,-3.23433,16.5275,8.26377,0,30.3411,2.4993,10
527,1.056,-14.0636,7.55908,-21.6227,-10.8113,-0,-25.6182,-3.63007,-10,0.647024,4.35932,-3.7123,-1.85615,-0,-27.824,-0.603205,-10,13.4166,6.21915,7.19742,3.59871,0,-23.3253,2.52302,-10
528,1.058,-14.1717,-3.25965,-10.9121,-5.45605,-0,26.7765,-3.66261,10,0.662998,-6.45403,7.11703,3.55851,-0,27.0733,-0.5998,10,13.5087,-5.28367,18.7924,9.39621,0,28.9875,2.54901,10
529,1.06,-14.2778,6.99907,-21.2769,-10.6385,-0,-25.912,-3.6948,-10,0.643662,4.41434,-3.77068,-1.88534,-0,-27.2193,-0.596453,-10,13.6342,4.81938,8.8148,4.4074,0,-24.944,2.57662,-10
530,1.062,-14.3822,-3.60414,-10.7781,-5.38903,-0,26.2471,-3.72685,10,0.655821,-6.48621,7.14203,3.57102,-0,27.2818,-0.593082,10,13.7264,-6.53174,20.2581,10.1291,0,28.6083,2.60569,10
531,1.064,-14.4811,6.6579,-21.139,-10.5695,-0,-25.9024,-3.75877,-10,0.626956,4.20553,-3.57857,-1.78929,-0,-26.8015,-0.589519,-10,13.8541,3.97112,9.88303,4.94152,0,-25.9377,2.63583,-10
532,1.066,-14.5858,-3.82128,-10.7645,-5.38224,-0,25.9363,-3.79067,10,0.638553,-6.71488,7.35343,3.67671,-0,27.33,-0.585744,10,13.9472,-7.40325,21.3505,10.6752,0,28.6686,2.66707,10
533,1.068,-14.6826,4.68005,-19.3627,-9.68134,-0,-21.4955,-3.8208,-10,0.604688,3.54178,-2.93709,-1.46854,-0,-25.7263,-0.581327,-10,14.0779,11.1386,2.93933,1.46966,0,-46.0278,2.69136,-10
534,1.07,-14.8267,-6.08013,-8.74658,-4.37329,-0,26.5403,-3.84891,10,0.589605,-7.4166,8.00621,4.00311,-0,27.3582,-0.576258,10,14.2371,-1.88633,16.1234,8.06171,0,32.9603,2.71042,10
535,1.072,-14.9606,4.89592,-19.8565,-9.92824,-0,-27.7748,-3.87751,-10,0.563077,3.21864,-2.65556,-1.32778,-0,-26.6544,-0.570908,-10,14.3975,7.15887,7.23861,3.61931,0,-22.212,2.73378,-10
536,1.074,-15.0978,-5.8267,-9.27114,-4.63557,-0,26.4634,-3.90664,10,0.57074,-8.10993,8.68067,4.34034,-0,28.3406,-0.564883,10,14.5271,-4.68565,19.2127,9.60637,0,29.9353,2.76023,10
537,1.076,-15.2314,5.01411,-20.2455,-10.1228,-0,-27.436,-3.93616,-10,0.553273,2.56839,-2.01512,-1.00756,-0,-26.7395,-0.558217,-10,14.6781,5.17443,9.50372,4.75186,0,-24.2726,2.78895,-10
538,1.078,-15.375,-5.85061,-9.52438,-4.76219,-0,26.8029,-3.96593,10,0.568174,-8.82131,9.38949,4.69474,-0,28.5115,-0.550843,10,14.8068,-6.30998,21.1168,10.5584,0,29.0327,2.81957,10
539,1.08,-15.5115,4.9549,-20.4664,-10.2332,-0,-27.355,-3.99592,-10,0.561556,2.05991,-1.49835,-0.749177,-0,-27.2196,-0.542952,-10,14.9499,3.84062,11.1093,5.55466,0,-25.0187,2.85179,-10
540,1.082,-15.6581,-5.8229,-9.83518,-4.91759,-0,26.578,-4.02622,10,0.583553,-9.34304,9.92659,4.9633,-0,28.5624,-0.534523,10,15.0745,-7.53075,22.6053,11.3026,0,28.7399,2.88551,10
541,1.084,-15.7967,3.15492,-18.9516,-9.47582,-0,-22.7912,-4.05501,-10,0.583195,1.26286,-0.679664,-0.339832,-0,-26.5156,-0.525276,-10,15.2135,10.9716,4.24191,2.12095,0,-45.9084,2.91236,-10
542,1.086,-15.965,-7.81609,-8.14891,-4.07446,-0,27.0068,-4.08211,10,0.579469,-9.58001,10.1595,5.07974,-0,27.0979,-0.515797,10,15.3855,-2.19334,17.5789,8.78944,0,33.3424,2.93418,10
543,1.088,-16.1298,10.8861,-27.0159,-13.508,-0,-47.1675,-4.11727,-10,0.571869,8.87453,-8.30266,-4.15133,-0,-46.1554,-0.51394,-10,15.5579,5.15721,10.4007,5.20035,0,-17.9455,2.96216,-10
544,1.09,-16.2549,-0.870501,-15.3844,-7.69219,-0,29.0788,-4.15967,10,0.575336,-9.64757,10.2229,5.11145,-0,46.3139,-0.512019,10,15.6795,-6.05748,21.737,10.8685,0,28.3408,2.99429,10
