step,timestamp,target[0],actual[0],error[0],P[0],I[0],D[0],integral[0],output[0],target[1],actual[1],error[1],P[1],I[1],D[1],integral[1],output[1]
507,1.016,0,-0.0613986,0.0613986,0,0,-0,0.0165678,0,0,-0.130662,0.130662,0,0,0,0.0215631,0
508,1.018,0,-0.0520293,0.0520293,0,0,-0,0.0166813,0,0,-0.116773,0.116773,0,0,-0,0.0218105,0
509,1.02,0,-0.0727929,0.0727929,0,0,0,0.0168061,0,0,-0.121766,0.121766,0,0,0,0.0220491,0
510,1.022,0,-0.0864848,0.0864848,0,0,0,0.0169654,0,0,-0.11338,0.11338,0,0,-0,0.0222842,0
511,1.024,0,-0.110513,0.110513,0,0,0,0.0171624,0,0,-0.119939,0.119939,0,0,0,0.0225175,0
512,1.026,0,-0.0955868,0.0955868,0,0,-0,0.0173685,0,0,-0.120621,0.120621,0,0,0,0.0227581,0
513,1.028,0,-0.0984509,0.0984509,0,0,0,0.0175625,0,0,-0.111765,0.111765,0,0,-0,0.0229905,0
514,1.03,0,-0.0837519,0.0837519,0,0,-0,0.0177447,0,0,-0.115023,0.115023,0,0,0,0.0232173,0
515,1.032,0,-0.0771633,0.0771633,0,0,-0,0.0179056,0,0,-0.0963198,0.0963198,0,0,-0,0.0234286,0
516,1.034,0,-0.0813493,0.0813493,0,0,0,0.0180641,0,0,-0.114661,0.114661,0,0,0,0.0236396,0
517,1.036,0,-0.0675363,0.0675363,0,0,-0,0.018213,0,0,-0.123459,0.123459,0,0,0,0.0238777,0
518,1.038,0,-0.0894399,0.0894399,0,0,0,0.01837,0,0,-0.121754,0.121754,0,0,-0,0.0241229,0
519,1.04,0,-0.0754555,0.0754555,0,0,-0,0.0185349,0,0,-0.142767,0.142767,0,0,0,0.0243874,0
520,1.042,0,-0.0865654,0.0865654,0,0,0,0.0186969,0,0,-0.137822,0.137822,0,0,-0,0.024668,0
521,1.044,0,-0.102482,0.102482,0,0,0,0.018886,0,0,-0.14557,0.14557,0,0,0,0.0249514,0
522,1.046,0,-0.0892576,0.0892576,0,0,-0,0.0190777,0,0,-0.132034,0.132034,0,0,-0,0.025229,0
523,1.048,0,-0.0997319,0.0997319,0,0,0,0.0192667,0,0,-0.126532,0.126532,0,0,-0,0.0254876,0
524,1.05,0,-0.0899243,0.0899243,0,0,-0,0.0194563,0,0,-0.130606,0.130606,0,0,0,0.0257447,0
525,1.052,0,-0.0923063,0.0923063,0,0,0,0.0196386,0,0,-0.13253,0.13253,0,0,0,0.0260079,0
526,1.054,0,-0.0926527,0.0926527,0,0,0,0.0198235,0,0,-0.137938,0.137938,0,0,0,0.0262783,0
527,1.056,0,-0.0951633,0.0951633,0,0,0,0.0200114,0,0,-0.139651,0.139651,0,0,0,0.0265559,0
528,1.058,0,-0.0953008,0.0953008,0,0,0,0.0202018,0,0,-0.144045,0.144045,0,0,0,0.0268396,0
529,1.06,0,-0.097162,0.097162,0,0,0,0.0203943,0,0,-0.145998,0.145998,0,0,0,0.0271297,0
530,1.062,0,-0.0975407,0.0975407,0,0,0,0.020589,0,0,-0.149273,0.149273,0,0,0,0.0274249,0
531,1.064,0,-0.099161,0.099161,0,0,0,0.0207857,0,0,-0.151343,0.151343,0,0,0,0.0277255,0
532,1.066,0,-0.0999155,0.0999155,0,0,0,0.0209848,0,0,-0.153784,0.153784,0,0,0,0.0280307,0
533,1.068,0,-0.101422,0.101422,0,0,0,0.0211861,0,0,-0.155938,0.155938,0,0,0,0.0283404,0
534,1.07,0,-0.090281,0.090281,0,0,-0,0.0213778,0,0,-0.155444,0.155444,0,0,-0,0.0286518,0
535,1.072,0,-0.0952056,0.0952056,0,0,0,0.0215633,0,0,-0.154489,0.154489,0,0,-0,0.0289617,0
536,1.074,0,-0.0995612,0.0995612,0,0,0,0.0217581,0,0,-0.15694,0.15694,0,0,0,0.0292731,0
537,1.076,0,-0.103036,0.103036,0,0,0,0.0219606,0,0,-0.157577,0.157577,0,0,0,0.0295876,0
538,1.078,0,-0.105511,0.105511,0,0,0,0.0221692,0,0,-0.159992,0.159992,0,0,0,0.0299052,0
539,1.08,0,-0.107324,0.107324,0,0,0,0.022382,0,0,-0.160786,0.160786,0,0,0,0.030226,0
540,1.082,0,-0.108287,0.108287,0,0,0,0.0225976,0,0,-0.163151,0.163151,0,0,0,0.0305499,0
541,1.084,0,-0.110247,0.110247,0,0,0,0.0228162,0,0,-0.164069,0.164069,0,0,0,0.0308772,0
542,1.086,0,-0.0974436,0.0974436,0,0,-0,0.0230239,0,0,-0.164968,0.164968,0,0,0,0.0312062,0
543,1.088,0,-0.102084,0.102084,0,0,0,0.0232234,0,0,-0.16352,0.16352,0,0,-0,0.0315347,0
544,1.09,0,-0.128152,0.128152,0,0,0,0.0234536,0,0,-0.160797,0.160797,0,0,-0,0.031859,0
545,1.092,0,-0.114587,0.114587,0,0,-0,0.0236964,0,0,-0.165958,0.165958,0,0,0,0.0321857,0
546,1.094,0,-0.1189,0.1189,0,0,0,0.0239299,0,0,-0.183807,0.183807,0,0,0,0.0325355,0
547,1.096,0,-0.110874,0.110874,0,0,-0,0.0241596,0,0,-0.166268,0.166268,0,0,-0,0.0328856,0
548,1.098,0,-0.102274,0.102274,0,0,-0,0.0243728,0,0,-0.189686,0.189686,0,0,0,0.0332415,0
549,1.1,0,-0.10885,0.10885,0,0,0,0.0245839,0,0,-0.177314,0.177314,0,0,-0,0.0336085,0
550,1.102,0,-0.095447,0.095447,0,0,-0,0.0247882,0,0,-0.175209,0.175209,0,0,-0,0.0339611,0
551,1.104,0,-0.11763,0.11763,0,0,0,0.0250013,0,0,-0.178772,0.178772,0,0,0,0.034315,0
552,1.106,0,-0.103562,0.103562,0,0,-0,0.0252225,0,0,-0.163034,0.163034,0,0,-0,0.0346568,0
553,1.108,0,-0.125682,0.125682,0,0,0,0.0254517,0,0,-0.166971,0.166971,0,0,0,0.0349869,0
554,1.11,0,-0.112493,0.112493,0,0,-0,0.0256899,0,0,-0.152292,0.152292,0,0,-0,0.0353061,0
555,1.112,0,-0.0988701,0.0988701,0,0,-0,0.0259012,0,0,-0.173344,0.173344,0,0,0,0.0356318,0
556,1.114,0,-0.123021,0.123021,0,0,0,0.0261231,0,0,-0.17212,0.17212,0,0,-0,0.0359772,0
557,1.116,0,-0.109546,0.109546,0,0,-0,0.0263557,0,0,-0.191836,0.191836,0,0,0,0.0363412,0
558,1.118,0,-0.133199,0.133199,0,0,0,0.0265985,0,0,-0.190631,0.190631,0,0,-0,0.0367236,0
559,1.12,0,-0.120851,0.120851,0,0,-0,0.0268525,0,0,-0.209425,0.209425,0,0,0,0.0371237,0
560,1.122,0,-0.13105,0.13105,0,0,0,0.0271044,0,0,-0.198193,0.198193,0,0,-0,0.0375313,0
561,1.124,0,-0.157033,0.157033,0,0,0,0.0273925,0,0,-0.200572,0.200572,0,0,0,0.0379301,0
562,1.126,0,-0.140011,0.140011,0,0,-0,0.0276895,0,0,-0.198746,0.198746,0,0,-0,0.0383294,0
563,1.128,0,-0.139667,0.139667,0,0,-0,0.0279692,0,0,-0.186269,0.186269,0,0,-0,0.0387144,0
564,1.13,0,-0.130994,0.130994,0,0,-0,0.0282399,0,0,-0.206896,0.206896,0,0,0,0.0391076,0
565,1.132,0,-0.132468,0.132468,0,0,0,0.0285033,0,0,-0.192607,0.192607,0,0,-0,0.0395071,0
566,1.134,0,-0.126832,0.126832,0,0,-0,0.0287626,0,0,-0.214444,0.214444,0,0,0,0.0399141,0
567,1.136,0,-0.126789,0.126789,0,0,-0,0.0290163,0,0,-0.199952,0.199952,0,0,-0,0.0403285,0
568,1.138,0,-0.111635,0.111635,0,0,-0,0.0292547,0,0,-0.196685,0.196685,0,0,-0,0.0407252,0
569,1.14,0,-0.11728,0.11728,0,0,0,0.0294836,0,0,-0.18428,0.18428,0,0,-0,0.0411061,0
570,1.142,0,-0.108683,0.108683,0,0,-0,0.0297096,0,0,-0.205813,0.205813,0,0,0,0.0414962,0
571,1.144,0,-0.114489,0.114489,0,0,0,0.0299327,0,0,-0.191795,0.191795,0,0,-0,0.0418938,0
572,1.146,0,-0.12575,0.12575,0,0,0,0.030173,0,0,-0.190184,0.190184,0,0,-0,0.0422758,0
573,1.148,0,-0.11189,0.11189,0,0,-0,0.0304106,0,0,-0.212616,0.212616,0,0,0,0.0426786,0
574,1.15,0,-0.125569,0.125569,0,0,0,0.0306481,0,0,-0.20651,0.20651,0,0,-0,0.0430977,0
575,1.152,0,-0.137509,0.137509,0,0,0,0.0309111,0,0,-0.219311,0.219311,0,0,0,0.0435236,0
576,1.154,0,-0.148874,0.148874,0,0,0,0.0311975,0,0,-0.210339,0.210339,0,0,-0,0.0439532,0
577,1.156,0,-0.157998,0.157998,0,0,0,0.0315044,0,0,-0.22401,0.22401,0,0,0,0.0443876,0
578,1.158,0,-0.181689,0.181689,0,0,0,0.0318441,0,0,-0.22226,0.22226,0,0,-0,0.0448338,0
579,1.16,0,-0.165327,0.165327,0,0,-0,0.0321911,0,0,-0.227079,0.227079,0,0,0,0.0452832,0
580,1.162,0,-0.162741,0.162741,0,0,-0,0.0325192,0,0,-0.244257,0.244257,0,0,0,0.0457545,0
581,1.164,0,-0.154177,0.154177,0,0,-0,0.0328361,0,0,-0.227325,0.227325,0,0,-0,0.0462261,0
582,1.166,0,-0.146173,0.146173,0,0,-0,0.0331364,0,0,-0.249249,0.249249,0,0,0,0.0467027,0
583,1.168,0,-0.147077,0.147077,0,0,0,0.0334297,0,0,-0.238538,0.238538,0,0,-0,0.0471904,0
584,1.17,0,-0.136923,0.136923,0,0,-0,0.0337137,0,0,-0.237097,0.237097,0,0,-0,0.0476661,0
585,1.172,0,-0.142033,0.142033,0,0,0,0.0339926,0,0,-0.22702,0.22702,0,0,-0,0.0481302,0
586,1.174,0,-0.129806,0.129806,0,0,-0,0.0342645,0,0,-0.226208,0.226208,0,0,-0,0.0485834,0
587,1.176,0,-0.138712,0.138712,0,0,0,0.034533,0,0,-0.216857,0.216857,0,0,-0,0.0490265,0
588,1.178,0,-0.14147,0.14147,0,0,0,0.0348132,0,0,-0.224954,0.224954,0,0,0,0.0494683,0
589,1.18,0,-0.147956,0.147956,0,0,0,0.0351026,0,0,-0.239374,0.239374,0,0,0,0.0499326,0
590,1.182,0,-0.160592,0.160592,0,0,0,0.0354112,0,0,-0.235299,0.235299,0,0,-0,0.0504073,0
591,1.184,0,-0.168578,0.168578,0,0,0,0.0357403,0,0,-0.250492,0.250492,0,0,0,0.0508931,0
592,1.186,0,-0.192199,0.192199,0,0,0,0.0361011,0,0,-0.249265,0.249265,0,0,-0,0.0513928,0
593,1.188,0,-0.178306,0.178306,0,0,-0,0.0364716,0,0,-0.258256,0.258256,0,0,0,0.0519004,0
594,1.19,0,-0.174358,0.174358,0,0,-0,0.0368243,0,0,-0.277234,0.277234,0,0,0,0.0524359,0
595,1.192,0,-0.166506,0.166506,0,0,-0,0.0371651,0,0,-0.273545,0.273545,0,0,-0,0.0529866,0
596,1.194,0,-0.166872,0.166872,0,0,0,0.0374985,0,0,-0.286532,0.286532,0,0,0,0.0535467,0
597,1.196,0,-0.167435,0.167435,0,0,0,0.0378328,0,0,-0.282396,0.282396,0,0,-0,0.0541156,0
598,1.198,0,-0.159311,0.159311,0,0,-0,0.0381596,0,0,-0.27839,0.27839,0,0,-0,0.0546764,0
599,1.2,0,-0.167012,0.167012,0,0,0,0.0384859,0,0,-0.268616,0.268616,0,0,-0,0.0552234,0
600,1.202,0,-0.162343,0.162343,0,0,-0,0.0388152,0,0,-0.269829,0.269829,0,0,0,0.0557619,0
601,1.204,0,-0.172924,0.172924,0,0,0,0.0391505,0,0,-0.258837,0.258837,0,0,-0,0.0562905,0
602,1.206,0,-0.185139,0.185139,0,0,0,0.0395086,0,0,-0.253194,0.253194,0,0,-0,0.0568026,0
603,1.208,0,-0.189928,0.189928,0,0,0,0.0398836,0,0,-0.263451,0.263451,0,0,0,0.0573192,0
604,1.21,0,-0.196326,0.196326,0,0,0,0.0402699,0,0,-0.282453,0.282453,0,0,0,0.0578651,0
605,1.212,0,-0.188192,0.188192,0,0,-0,0.0406544,0,0,-0.289529,0.289529,0,0,0,0.0584371,0
606,1.214,0,-0.190672,0.190672,0,0,0,0.0410333,0,0,-0.30171,0.30171,0,0,0,0.0590283,0
607,1.216,0,-0.184434,0.184434,0,0,-0,0.0414084,0,0,-0.301047,0.301047,0,0,-0,0.0596311,0
608,1.218,0,-0.18831,0.18831,0,0,0,0.0417811,0,0,-0.297713,0.297713,0,0,-0,0.0602299,0
609,1.22,0,-0.196994,0.196994,0,0,0,0.0421664,0,0,-0.286834,0.286834,0,0,-0,0.0608144,0
610,1.222,0,-0.195816,0.195816,0,0,-0,0.0425592,0,0,-0.290712,0.290712,0,0,0,0.0613919,0
611,1.224,0,-0.199362,0.199362,0,0,0,0.0429544,0,0,-0.29666,0.29666,0,0,0,0.0619793,0
612,1.226,0,-0.205824,0.205824,0,0,0,0.0433596,0,0,-0.314106,0.314106,0,0,0,0.0625901,0
613,1.228,0,-0.206701,0.206701,0,0,0,0.0437721,0,0,-0.315501,0.315501,0,0,0,0.0632197,0
614,1.23,0,-0.194117,0.194117,0,0,-0,0.044173,0,0,-0.315259,0.315259,0,0,-0,0.0638505,0
615,1.232,0,-0.201444,0.201444,0,0,0,0.0445685,0,0,-0.304034,0.304034,0,0,-0,0.0644697,0
616,1.234,0,-0.193092,0.193092,0,0,-0,0.0449631,0,0,-0.326915,0.326915,0,0,0,0.0651007,0
617,1.236,0,-0.210946,0.210946,0,0,0,0.0453671,0,0,-0.326584,0.326584,0,0,-0,0.0657542,0
618,1.238,0,-0.197627,0.197627,0,0,-0,0.0457757,0,0,-0.30917,0.30917,0,0,-0,0.0663899,0
619,1.24,0,-0.217915,0.217915,0,0,0,0.0461912,0,0,-0.31108,0.31108,0,0,0,0.0670102,0
620,1.242,0,-0.217808,0.217808,0,0,-0,0.0466269,0,0,-0.310992,0.310992,0,0,-0,0.0676323,0
621,1.244,0,-0.211794,0.211794,0,0,-0,0.0470565,0,0,-0.295288,0.295288,0,0,-0,0.0682386,0
622,1.246,0,-0.203117,0.203117,0,0,-0,0.0474714,0,0,-0.319549,0.319549,0,0,0,0.0688534,0
623,1.248,0,-0.197942,0.197942,0,0,-0,0.0478725,0,0,-0.303574,0.303574,0,0,-0,0.0694765,0
624,1.25,0,-0.223941,0.223941,0,0,0,0.0482944,0,0,-0.303104,0.303104,0,0,-0,0.0700832,0
625,1.252,0,-0.220959,0.220959,0,0,-0,0.0487393,0,0,-0.31226,0.31226,0,0,0,0.0706986,0
626,1.254,0,-0.228507,0.228507,0,0,0,0.0491887,0,0,-0.323019,0.323019,0,0,0,0.0713338,0
627,1.256,0,-0.226717,0.226717,0,0,-0,0.049644,0,0,-0.324236,0.324236,0,0,0,0.0719811,0
628,1.258,0,-0.229655,0.229655,0,0,0,0.0501003,0,0,-0.323531,0.323531,0,0,-0,0.0726289,0
629,1.26,0,-0.224649,0.224649,0,0,-0,0.0505546,0,0,-0.321305,0.321305,0,0,-0,0.0732737,0
630,1.262,0,-0.231168,0.231168,0,0,0,0.0510105,0,0,-0.32387,0.32387,0,0,0,0.0739189,0
631,1.264,0,-0.225992,0.225992,0,0,-0,0.0514676,0,0,-0.323403,0.323403,0,0,-0,0.0745661,0
632,1.266,0,-0.232973,0.232973,0,0,0,0.0519266,0,0,-0.329791,0.329791,0,0,0,0.0752193,0
633,1.268,0,-0.229811,0.229811,0,0,-0,0.0523894,0,0,-0.330209,0.330209,0,0,0,0.0758793,0
634,1.27,0,-0.238469,0.238469,0,0,0,0.0528577,0,0,-0.335933,0.335933,0,0,0,0.0765455,0
635,1.272,0,-0.237277,0.237277,0,0,-0,0.0533334,0,0,-0.33533,0.33533,0,0,-0,0.0772167,0
636,1.274,0,-0.248159,0.248159,0,0,0,0.0538188,0,0,-0.340326,0.340326,0,0,0,0.0778924,0
637,1.276,0,-0.245031,0.245031,0,0,-0,0.054312,0,0,-0.347706,0.347706,0,0,0,0.0785804,0
638,1.278,0,-0.254307,0.254307,0,0,0,0.0548114,0,0,-0.359458,0.359458,0,0,0,0.0792876,0
639,1.28,0,-0.253422,0.253422,0,0,-0,0.0553191,0,0,-0.364529,0.364529,0,0,0,0.0800116,0
640,1.282,0,-0.26462,0.26462,0,0,0,0.0558371,0,0,-0.373207,0.373207,0,0,0,0.0807493,0
641,1.284,0,-0.26119,0.26119,0,0,-0,0.0563629,0,0,-0.376181,0.376181,0,0,0,0.0814987,0
642,1.286,0,-0.269525,0.269525,0,0,0,0.0568937,0,0,-0.386175,0.386175,0,0,0,0.0822611,0
643,1.288,0,-0.268254,0.268254,0,0,-0,0.0574314,0,0,-0.389425,0.389425,0,0,0,0.0830367,0
644,1.29,0,-0.276508,0.276508,0,0,0,0.0579762,0,0,-0.397571,0.397571,0,0,0,0.0838236,0
645,1.292,0,-0.275654,0.275654,0,0,-0,0.0585284,0,0,-0.398505,0.398505,0,0,0,0.0846197,0
646,1.294,0,-0.283878,0.283878,0,0,0,0.0590879,0,0,-0.404029,0.404029,0,0,0,0.0854223,0
647,1.296,0,-0.281062,0.281062,0,0,-0,0.0596528,0,0,-0.40379,0.40379,0,0,-0,0.0862301,0
648,1.298,0,-0.290169,0.290169,0,0,0,0.0602241,0,0,-0.407792,0.407792,0,0,0,0.0870417,0
649,1.3,0,-0.288544,0.288544,0,0,-0,0.0608028,0,0,-0.408197,0.408197,0,0,0,0.0878576,0
650,1.302,0,-0.29578,0.29578,0,0,0,0.0613871,0,0,-0.414898,0.414898,0,0,0,0.0886807,0
651,1.304,0,-0.292625,0.292625,0,0,-0,0.0619755,0,0,-0.415535,0.415535,0,0,0,0.0895112,0
652,1.306,0,-0.301954,0.301954,0,0,0,0.0625701,0,0,-0.419386,0.419386,0,0,0,0.0903461,0
653,1.308,0,-0.300701,0.300701,0,0,-0,0.0631727,0,0,-0.416531,0.416531,0,0,-0,0.091182,0
654,1.31,0,-0.307786,0.307786,0,0,0,0.0637812,0,0,-0.424766,0.424766,0,0,0,0.0920233,0
655,1.312,0,-0.31532,0.31532,0,0,0,0.0644043,0,0,-0.428925,0.428925,0,0,0,0.092877,0
656,1.314,0,-0.321343,0.321343,0,0,0,0.065041,0,0,-0.431809,0.431809,0,0,0,0.0937377,0
657,1.316,0,-0.318554,0.318554,0,0,-0,0.0656809,0,0,-0.428237,0.428237,0,0,-0,0.0945978,0
658,1.318,0,-0.328562,0.328562,0,0,0,0.066328,0,0,-0.431899,0.431899,0,0,0,0.0954579,0
659,1.32,0,-0.326114,0.326114,0,0,-0,0.0669827,0,0,-0.430876,0.430876,0,0,-0,0.0963207,0
660,1.322,0,-0.335127,0.335127,0,0,0,0.0676439,0,0,-0.43126,0.43126,0,0,0,0.0971828,0
661,1.324,0,-0.336242,0.336242,0,0,0,0.0683153,0,0,-0.424722,0.424722,0,0,-0,0.0980388,0
662,1.326,0,-0.346215,0.346215,0,0,0,0.0689978,0,0,-0.42711,0.42711,0,0,0,0.0988906,0
663,1.328,0,-0.336402,0.336402,0,0,-0,0.0696804,0,0,-0.427586,0.427586,0,0,0,0.0997453,0
664,1.33,0,-0.342152,0.342152,0,0,0,0.0703589,0,0,-0.434274,0.434274,0,0,0,0.100607,0
665,1.332,0,-0.339929,0.339929,0,0,-0,0.071041,0,0,-0.430262,0.430262,0,0,-0,0.101472,0
666,1.334,0,-0.351506,0.351506,0,0,0,0.0717324,0,0,-0.43563,0.43563,0,0,0,0.102338,0
667,1.336,0,-0.350645,0.350645,0,0,-0,0.0724346,0,0,-0.439102,0.439102,0,0,0,0.103212,0
668,1.338,0,-0.359955,0.359955,0,0,0,0.0731452,0,0,-0.442962,0.442962,0,0,0,0.104094,0
669,1.34,0,-0.361458,0.361458,0,0,0,0.0738666,0,0,-0.438429,0.438429,0,0,-0,0.104976,0
670,1.342,0,-0.372524,0.372524,0,0,0,0.0746006,0,0,-0.449416,0.449416,0,0,0,0.105864,0
671,1.344,0,-0.375033,0.375033,0,0,0,0.0753481,0,0,-0.446867,0.446867,0,0,-0,0.10676,0
672,1.346,0,-0.386555,0.386555,0,0,0,0.0761097,0,0,-0.443898,0.443898,0,0,-0,0.107651,0
673,1.348,0,-0.3865,0.3865,0,0,-0,0.0768828,0,0,-0.445211,0.445211,0,0,0,0.10854,0
674,1.35,0,-0.390329,0.390329,0,0,0,0.0776596,0,0,-0.460647,0.460647,0,0,0,0.109446,0
675,1.352,0,-0.385405,0.385405,0,0,-0,0.0784353,0,0,-0.463812,0.463812,0,0,0,0.11037,0
676,1.354,0,-0.386996,0.386996,0,0,0,0.0792078,0,0,-0.472798,0.472798,0,0,0,0.111307,0
677,1.356,0,-0.381139,0.381139,0,0,-0,0.0799759,0,0,-0.470368,0.470368,0,0,-0,0.11225,0
678,1.358,0,-0.38664,0.38664,0,0,0,0.0807437,0,0,-0.469468,0.469468,0,0,-0,0.11319,0
679,1.36,0,-0.378987,0.378987,0,0,-0,0.0815093,0,0,-0.466584,0.466584,0,0,-0,0.114126,0
680,1.362,0,-0.384446,0.384446,0,0,0,0.0822727,0,0,-0.464329,0.464329,0,0,-0,0.115057,0
681,1.364,0,-0.377618,0.377618,0,0,-0,0.0830348,0,0,-0.459917,0.459917,0,0,-0,0.115981,0
682,1.366,0,-0.378633,0.378633,0,0,0,0.083791,0,0,-0.462866,0.462866,0,0,0,0.116904,0
683,1.368,0,-0.373597,0.373597,0,0,-0,0.0845433,0,0,-0.455324,0.455324,0,0,-0,0.117822,0
684,1.37,0,-0.388326,0.388326,0,0,0,0.0853052,0,0,-0.467456,0.467456,0,0,0,0.118745,0
685,1.372,0,-0.388801,0.388801,0,0,0,0.0860823,0,0,-0.46511,0.46511,0,0,-0,0.119677,0
686,1.374,0,-0.398728,0.398728,0,0,0,0.0868698,0,0,-0.468789,0.468789,0,0,0,0.120611,0
687,1.376,0,-0.394895,0.394895,0,0,-0,0.0876635,0,0,-0.462382,0.462382,0,0,-0,0.121542,0
688,1.378,0,-0.399204,0.399204,0,0,0,0.0884576,0,0,-0.452458,0.452458,0,0,-0,0.122457,0
689,1.38,0,-0.390069,0.390069,0,0,-0,0.0892468,0,0,-0.448756,0.448756,0,0,-0,0.123358,0
690,1.382,0,-0.39754,0.39754,0,0,0,0.0900345,0,0,-0.446539,0.446539,0,0,-0,0.124254,0
691,1.384,0,-0.391118,0.391118,0,0,-0,0.0908231,0,0,-0.441101,0.441101,0,0,-0,0.125141,0
692,1.386,0,-0.401962,0.401962,0,0,0,0.0916162,0,0,-0.439731,0.439731,0,0,-0,0.126022,0
693,1.388,0,-0.395589,0.395589,0,0,-0,0.0924137,0,0,-0.437444,0.437444,0,0,-0,0.126899,0
694,1.39,0,-0.40721,0.40721,0,0,0,0.0932165,0,0,-0.443134,0.443134,0,0,0,0.12778,0
695,1.392,0,-0.400245,0.400245,0,0,-0,0.094024,0,0,-0.442926,0.442926,0,0,-0,0.128666,0
696,1.394,0,-0.408588,0.408588,0,0,0,0.0948328,0,0,-0.440379,0.440379,0,0,-0,0.129549,0
697,1.396,0,-0.404602,0.404602,0,0,-0,0.095646,0,0,-0.445493,0.445493,0,0,0,0.130435,0
698,1.398,0,-0.406753,0.406753,0,0,0,0.0964574,0,0,-0.43129,0.43129,0,0,-0,0.131312,0
699,1.4,0,-0.396173,0.396173,0,0,-0,0.0972603,0,0,-0.450355,0.450355,0,0,0,0.132194,0
700,1.402,0,-0.399428,0.399428,0,0,0,0.0980559,0,0,-0.434531,0.434531,0,0,-0,0.133078,0
701,1.404,0,-0.389519,0.389519,0,0,-0,0.0988448,0,0,-0.45234,0.45234,0,0,0,0.133965,0
702,1.406,0,-0.395264,0.395264,0,0,0,0.0996296,0,0,-0.456666,0.456666,0,0,0,0.134874,0
703,1.408,0,-0.386126,0.386126,0,0,-0,0.100411,0,0,-0.45201,0.45201,0,0,-0,0.135783,0
704,1.41,0,-0.391747,0.391747,0,0,0,0.101189,0,0,-0.456365,0.456365,0,0,0,0.136691,0
705,1.412,0,-0.382656,0.382656,0,0,-0,0.101963,0,0,-0.451742,0.451742,0,0,-0,0.137599,0
706,1.414,0,-0.388152,0.388152,0,0,0,0.102734,0,0,-0.456128,0.456128,0,0,0,0.138507,0
707,1.416,0,-0.41915,0.41915,0,0,0,0.103541,0,0,-0.463156,0.463156,0,0,0,0.139427,0
708,1.418,0,-0.449377,0.449377,0,0,0,0.10441,0,0,-0.472866,0.472866,0,0,0,0.140363,0
709,1.42,0,-0.469541,0.469541,0,0,0,0.105329,0,0,-0.474147,0.474147,0,0,0,0.14131,0
710,1.422,0,-0.4721,0.4721,0,0,0,0.10627,0,0,-0.476643,0.476643,0,0,0,0.14226,0
711,1.424,0,-0.448652,0.448652,0,0,-0,0.107191,0,0,-0.493747,0.493747,0,0,0,0.143231,0
712,1.426,0,-0.439876,0.439876,0,0,-0,0.10808,0,0,-0.474896,0.474896,0,0,-0,0.1442,0
713,1.428,0,-0.42474,0.42474,0,0,-0,0.108944,0,0,-0.49414,0.49414,0,0,0,0.145169,0
714,1.43,0,-0.420839,0.420839,0,0,-0,0.10979,0,0,-0.47971,0.47971,0,0,-0,0.146142,0
715,1.432,0,-0.408288,0.408288,0,0,-0,0.110619,0,0,-0.498982,0.498982,0,0,0,0.147121,0
716,1.434,0,-0.408983,0.408983,0,0,0,0.111436,0,0,-0.482805,0.482805,0,0,-0,0.148103,0
717,1.436,0,-0.419245,0.419245,0,0,0,0.112265,0,0,-0.503866,0.503866,0,0,0,0.14909,0
718,1.438,0,-0.456088,0.456088,0,0,0,0.11314,0,0,-0.511363,0.511363,0,0,0,0.150105,0
719,1.44,0,-0.467595,0.467595,0,0,0,0.114064,0,0,-0.524503,0.524503,0,0,0,0.151141,0
720,1.442,0,-0.47215,0.47215,0,0,0,0.115003,0,0,-0.512684,0.512684,0,0,-0,0.152178,0
721,1.444,0,-0.474969,0.474969,0,0,0,0.11595,0,0,-0.531135,0.531135,0,0,0,0.153222,0
722,1.446,0,-0.484796,0.484796,0,0,0,0.11691,0,0,-0.515521,0.515521,0,0,-0,0.154268,0
723,1.448,0,-0.479172,0.479172,0,0,-0,0.117874,0,0,-0.538461,0.538461,0,0,0,0.155322,0
724,1.45,0,-0.478303,0.478303,0,0,-0,0.118832,0,0,-0.516196,0.516196,0,0,-0,0.156377,0
725,1.452,0,-0.477637,0.477637,0,0,-0,0.119788,0,0,-0.540225,0.540225,0,0,0,0.157433,0
726,1.454,0,-0.475319,0.475319,0,0,-0,0.120741,0,0,-0.518195,0.518195,0,0,-0,0.158492,0
727,1.456,0,-0.474792,0.474792,0,0,-0,0.121691,0,0,-0.54187,0.54187,0,0,0,0.159552,0
728,1.458,0,-0.472864,0.472864,0,0,-0,0.122638,0,0,-0.54247,0.54247,0,0,0,0.160636,0
729,1.46,0,-0.470924,0.470924,0,0,-0,0.123582,0,0,-0.543083,0.543083,0,0,0,0.161722,0
730,1.462,0,-0.468965,0.468965,0,0,-0,0.124522,0,0,-0.543697,0.543697,0,0,0,0.162809,0
731,1.464,0,-0.466995,0.466995,0,0,-0,0.125458,0,0,-0.544323,0.544323,0,0,0,0.163897,0
732,1.466,0,-0.465007,0.465007,0,0,-0,0.12639,0,0,-0.544951,0.544951,0,0,0,0.164986,0
733,1.468,0,-0.463007,0.463007,0,0,-0,0.127318,0,0,-0.545591,0.545591,0,0,0,0.166076,0
734,1.47,0,-0.460991,0.460991,0,0,-0,0.128242,0,0,-0.546233,0.546233,0,0,0,0.167168,0
735,1.472,0,-0.458963,0.458963,0,0,-0,0.129162,0,0,-0.546886,0.546886,0,0,0,0.168261,0
736,1.474,0,-0.456918,0.456918,0,0,-0,0.130078,0,0,-0.547541,0.547541,0,0,0,0.169356,0
