step,timestamp,target,actual,error,P,I,D,integral,output
388,0.778,0,-0.11268,0.11268,0,0,0,0.0123999,0
389,0.78,0,-0.0344502,0.0344502,0,0,-0,0.012547,0
390,0.782,0,-0.0877112,0.0877112,0,0,0,0.0126692,0
391,0.784,0,0.0461671,-0.0461671,-0,0,-0,0.0127107,0
392,0.786,0,-0.0836252,0.0836252,0,0,0,0.0127482,0
393,0.788,0,0.0481681,-0.0481681,-0,0,-0,0.0127836,0
394,0.79,0,-0.0823489,0.0823489,0,0,0,0.0128178,0
395,0.792,0,0.0485897,-0.0485897,-0,0,-0,0.0128516,0
396,0.794,0,-0.0814595,0.0814595,0,0,0,0.0128844,0
397,0.796,0,-0.0124557,0.0124557,0,0,-0,0.0129784,0
398,0.798,0,-0.121304,0.121304,0,0,0,0.0131121,0
399,0.8,0,0.0244731,-0.0244731,-0,0,-0,0.0132089,0
400,0.802,0,-0.0967764,0.0967764,0,0,0,0.0132813,0
401,0.804,0,0.0413109,-0.0413109,-0,0,-0,0.0133367,0
402,0.806,0,-0.0870909,0.0870909,0,0,0,0.0133825,0
403,0.808,0,0.0481446,-0.0481446,-0,0,-0,0.0134214,0
404,0.81,0,-0.082325,0.082325,0,0,0,0.0134556,0
405,0.812,0,0.0517414,-0.0517414,-0,0,-0,0.0134862,0
406,0.814,0,-0.0794421,0.0794421,0,0,0,0.0135139,0
407,0.816,0,0.0541514,-0.0541514,-0,0,-0,0.0135392,0
408,0.818,0,-0.0771459,0.0771459,0,0,0,0.0135622,0
409,0.82,0,0.0562196,-0.0562196,-0,0,-0,0.0135831,0
410,0.822,0,-0.0749581,0.0749581,0,0,0,0.0136019,0
411,0.824,0,0.0582361,-0.0582361,-0,0,-0,0.0136186,0
412,0.826,0,-0.0697842,0.0697842,0,0,0,0.0136301,0
413,0.828,0,0.0628214,-0.0628214,-0,0,-0,0.0136371,0
414,0.83,0,-0.0658574,0.0658574,0,0,0,0.0136401,0
415,0.832,0,0.0651715,-0.0651715,-0,0,-0,0.0136408,0
416,0.834,0,-0.0638534,0.0638534,0,0,0,0.0136395,0
417,0.836,0,0.0652698,-0.0652698,-0,0,-0,0.0136381,0
418,0.838,0,-0.0633362,0.0633362,0,0,0,0.0136361,0
419,0.84,0,0.0642472,-0.0642472,-0,0,-0,0.0136352,0
420,0.842,0,-0.0634369,0.0634369,0,0,0,0.0136344,0
421,0.844,0,0.0630095,-0.0630095,-0,0,-0,0.0136349,0
422,0.846,0,-0.0637968,0.0637968,0,0,0,0.0136356,0
423,0.848,0,0.00586897,-0.00586897,-0,0,-0,0.0136936,0
424,0.85,0,-0.0992567,0.0992567,0,0,0,0.013787,0
425,0.852,0,0.0418659,-0.0418659,-0,0,-0,0.0138443,0
426,0.854,0,-0.00623439,0.00623439,0,0,0,0.0138087,0
427,0.856,0,0.10592,-0.10592,-0,0,-0,0.013709,0
428,0.858,0,-0.0338951,0.0338951,0,0,0,0.013637,0
429,0.86,0,0.0868874,-0.0868874,-0,0,-0,0.013584,0
430,0.862,0,-0.0486646,0.0486646,0,0,0,0.0135458,0
431,0.864,0,0.0757583,-0.0757583,-0,0,-0,0.0135187,0
432,0.866,0,-0.0578561,0.0578561,0,0,0,0.0135008,0
433,0.868,0,0.06935,-0.06935,-0,0,-0,0.0134893,0
434,0.87,0,-0.0636737,0.0636737,0,0,0,0.0134836,0
435,0.872,0,0.0653577,-0.0653577,-0,0,-0,0.0134819,0
436,0.874,0,-0.0655529,0.0655529,0,0,0,0.0134821,0
437,0.876,0,0.0642455,-0.0642455,-0,0,-0,0.0134834,0
438,0.878,0,-0.0656085,0.0656085,0,0,0,0.0134848,0
439,0.88,0,0.0639643,-0.0639643,-0,0,-0,0.0134864,0
440,0.882,0,-0.0655662,0.0655662,0,0,0,0.0134881,0
441,0.884,0,0.0629259,-0.0629259,-0,0,-0,0.0134907,0
442,0.886,0,-0.0661842,0.0661842,0,0,0,0.0134939,0
443,0.888,0,0.00556942,-0.00556942,-0,0,-0,0.0135546,0
444,0.89,0,-0.101416,0.101416,0,0,0,0.0136504,0
445,0.892,0,0.0380213,-0.0380213,-0,0,-0,0.0137138,0
446,0.894,0,-0.0799366,0.0799366,0,0,0,0.0137557,0
447,0.896,0,0.0517667,-0.0517667,-0,0,-0,0.0137839,0
448,0.898,0,-0.0121202,0.0121202,0,0,0,0.0137442,0
449,0.9,0,0.0991409,-0.0991409,-0,0,-0,0.0136572,0
450,0.902,0,-0.0400678,0.0400678,0,0,0,0.0135981,0
451,0.904,0,0.0803723,-0.0803723,-0,0,-0,0.0135578,0
452,0.906,0,-0.053107,0.053107,0,0,0,0.0135306,0
453,0.908,0,0.0722968,-0.0722968,-0,0,-0,0.0135114,0
454,0.91,0,-0.0599098,0.0599098,0,0,0,0.013499,0
455,0.912,0,0.0691067,-0.0691067,-0,0,-0,0.0134898,0
456,0.914,0,-0.0610777,0.0610777,0,0,0,0.0134818,0
457,0.916,0,0.0686695,-0.0686695,-0,0,-0,0.0134742,0
458,0.918,0,-0.0600184,0.0600184,0,0,0,0.0134655,0
459,0.92,0,0.0704348,-0.0704348,-0,0,-0,0.0134551,0
460,0.922,0,-0.0576365,0.0576365,0,0,0,0.0134423,0
461,0.924,0,0.0693837,-0.0693837,-0,0,-0,0.0134306,0
462,0.926,0,-0.0579957,0.0579957,0,0,0,0.0134192,0
463,0.928,0,0.0162471,-0.0162471,-0,0,-0,0.0134609,0
464,0.93,0,-0.0896005,0.0896005,0,0,0,0.0135343,0
465,0.932,0,0.0457533,-0.0457533,-0,0,-0,0.0135781,0
466,0.934,0,-0.0720499,0.0720499,0,0,0,0.0136044,0
467,0.936,0,0.0591735,-0.0591735,-0,0,-0,0.0136173,0
468,0.938,0,-0.0686465,0.0686465,0,0,0,0.0136268,0
469,0.94,0,0.0579901,-0.0579901,-0,0,-0,0.0136374,0
470,0.942,0,-0.0714323,0.0714323,0,0,0,0.0136509,0
471,0.944,0,0.0544401,-0.0544401,-0,0,-0,0.0136679,0
472,0.946,0,-0.0743939,0.0743939,0,0,0,0.0136878,0
473,0.948,0,0.0500693,-0.0500693,-0,0,-0,0.0137121,0
474,0.95,0,-0.0777702,0.0777702,0,0,0,0.0137398,0
475,0.952,0,0.0456884,-0.0456884,-0,0,-0,0.0137719,0
476,0.954,0,-0.0718157,0.0718157,0,0,0,0.0137981,0
477,0.956,0,0.0515494,-0.0515494,-0,0,-0,0.0138183,0
478,0.958,0,-0.0705587,0.0705587,0,0,0,0.0138373,0
479,0.96,0,0.0526138,-0.0526138,-0,0,-0,0.0138553,0
480,0.962,0,-0.0687088,0.0687088,0,0,0,0.0138714,0
481,0.964,0,0.0538112,-0.0538112,-0,0,-0,0.0138863,0
482,0.966,0,-0.0679566,0.0679566,0,0,0,0.0139004,0
483,0.968,0,0.0541464,-0.0541464,-0,0,-0,0.0139142,0
484,0.97,0,0.00644519,-0.00644519,-0,0,0,0.0138536,0
485,0.972,0,0.0728544,-0.0728544,-0,0,-0,0.0137743,0
486,0.974,0,-0.0514691,0.0514691,0,0,0,0.013753,0
487,0.976,0,-0.00127291,0.00127291,0,0,-0,0.0138057,0
488,0.978,0,0.0198137,-0.0198137,-0,0,-0,0.0137872,0
489,0.98,0,0.0420293,-0.0420293,-0,0,-0,0.0137253,0
490,0.982,0,0.0656463,-0.0656463,-0,0,-0,0.0136176,0
491,0.984,0,-0.0166978,0.0166978,0,0,0,0.0135687,0
492,0.986,0,0.00666095,-0.00666095,-0,0,-0,0.0135787,0
493,0.988,0,-0.0460048,0.0460048,0,0,0,0.0136181,0
494,0.99,0,0.000820381,-0.000820381,-0,0,-0,0.0136632,0
495,0.992,0,-0.0444167,0.0444167,0,0,0,0.0137068,0
496,0.994,0,-0.0734241,0.0734241,0,0,0,0.0138247,0
497,0.996,0,-0.11839,0.11839,0,0,0,0.0140165,0
498,0.998,0,-0.127674,0.127674,0,0,0,0.0142626,0
499,1,0,-0.0226202,0.0226202,0,0,-0,0.0144129,0
500,1.002,0,-0.0438163,0.0438163,0,0,0,0.0144793,0
501,1.004,0,0.0100214,-0.0100214,-0,0,-0,0.0145131,0
502,1.006,0,-0.0508027,0.0508027,0,0,0,0.0145539,0
503,1.008,0,-0.109731,0.109731,0,0,0,0.0147144,0
504,1.01,0,-0.154304,0.154304,0,0,0,0.0149784,0
505,1.012,0,-0.0905716,0.0905716,0,0,-0,0.0152233,0
506,1.014,0,-0.146965,0.146965,0,0,0,0.0154609,0
507,1.016,0,-0.101875,0.101875,0,0,-0,0.0157097,0
508,1.018,0,-0.0151322,0.0151322,0,0,-0,0.0158267,0
509,1.02,0,0.0744893,-0.0744893,-0,0,-0,0.0157673,0
510,1.022,0,0.0297285,-0.0297285,-0,0,0,0.0156631,0
511,1.024,0,0.0202924,-0.0202924,-0,0,0,0.0156131,0
512,1.026,0,-0.0483872,0.0483872,0,0,0,0.0156412,0
513,1.028,0,0.0192481,-0.0192481,-0,0,-0,0.0156703,0
514,1.03,0,-0.0538546,0.0538546,0,0,0,0.0157049,0
515,1.032,0,-0.11778,0.11778,0,0,0,0.0158766,0
516,1.034,0,-0.170074,0.170074,0,0,0,0.0161644,0
517,1.036,0,-0.112181,0.112181,0,0,-0,0.0164467,0
518,1.038,0,-0.0537864,0.0537864,0,0,-0,0.0166127,0
519,1.04,0,-0.0908737,0.0908737,0,0,0,0.0167573,0
520,1.042,0,-0.104788,0.104788,0,0,0,0.016953,0
521,1.044,0,0.00929617,-0.00929617,-0,0,-0,0.0170485,0
522,1.046,0,0.0767506,-0.0767506,-0,0,-0,0.0169624,0
523,1.048,0,0.128813,-0.128813,-0,0,-0,0.0167569,0
524,1.05,0,0.0352096,-0.0352096,-0,0,0,0.0165928,0
525,1.052,0,0.119031,-0.119031,-0,0,-0,0.0164386,0
526,1.054,0,-0.0341938,0.0341938,0,0,0,0.0163538,0
527,1.056,0,0.0757877,-0.0757877,-0,0,-0,0.0163122,0
528,1.058,0,-0.0607111,0.0607111,0,0,0,0.0162971,0
529,1.06,0,0.0545105,-0.0545105,-0,0,-0,0.0163033,0
530,1.062,0,-0.0723531,0.0723531,0,0,0,0.0163211,0
531,1.064,0,0.0441349,-0.0441349,-0,0,-0,0.0163493,0
532,1.066,0,-0.0759211,0.0759211,0,0,0,0.0163811,0
533,1.068,0,0.0400061,-0.0400061,-0,0,-0,0.016417,0
534,1.07,0,-0.0271232,0.0271232,0,0,0,0.0164042,0
535,1.072,0,0.0842642,-0.0842642,-0,0,-0,0.016347,0
536,1.074,0,-0.0461621,0.0461621,0,0,0,0.0163089,0
537,1.076,0,0.0733831,-0.0733831,-0,0,-0,0.0162817,0
538,1.078,0,-0.050616,0.050616,0,0,0,0.0162589,0
539,1.08,0,0.0742361,-0.0742361,-0,0,-0,0.0162353,0
540,1.082,0,-0.047529,0.047529,0,0,0,0.0162086,0
541,1.084,0,0.0787507,-0.0787507,-0,0,-0,0.0161774,0
542,1.086,0,0.00795736,-0.00795736,-0,0,0,0.0160907,0
543,1.088,0,0.118222,-0.118222,-0,0,-0,0.0159645,0
544,1.09,0,0.154319,-0.154319,-0,0,-0,0.015692,0
545,1.092,0,0.154146,-0.154146,-0,0,0,0.0153835,0
546,1.094,0,0.0503374,-0.0503374,-0,0,0,0.015179,0
547,1.096,0,-0.022198,0.022198,0,0,0,0.0151509,0
548,1.098,0,-0.0139214,0.0139214,0,0,-0,0.015187,0
549,1.1,0,0.0336605,-0.0336605,-0,0,-0,0.0151673,0
550,1.102,0,-0.0413598,0.0413598,0,0,0,0.015175,0
551,1.104,0,-0.063026,0.063026,0,0,0,0.0152793,0
552,1.106,0,-0.00365249,0.00365249,0,0,-0,0.015346,0
553,1.108,0,-0.0238335,0.0238335,0,0,0,0.0153735,0
554,1.11,0,0.0429615,-0.0429615,-0,0,-0,0.0153544,0
555,1.112,0,0.00122827,-0.00122827,-0,0,0,0.0153102,0
556,1.114,0,0.0501072,-0.0501072,-0,0,-0,0.0152588,0
557,1.116,0,0.00412701,-0.00412701,-0,0,0,0.0152046,0
558,1.118,0,0.0554397,-0.0554397,-0,0,-0,0.015145,0
559,1.12,0,0.000851003,-0.000851003,-0,0,0,0.0150888,0
560,1.122,0,-0.0144805,0.0144805,0,0,0,0.0151024,0
561,1.124,0,-0.0150055,0.0150055,0,0,0,0.0151319,0
562,1.126,0,-0.0543468,0.0543468,0,0,0,0.0152012,0
563,1.128,0,0.00527238,-0.00527238,-0,0,-0,0.0152503,0
564,1.13,0,0.0259452,-0.0259452,-0,0,-0,0.0152191,0
565,1.132,0,0.051011,-0.051011,-0,0,-0,0.0151421,0
566,1.134,0,0.0677976,-0.0677976,-0,0,-0,0.0150233,0
567,1.136,0,0.058582,-0.058582,-0,0,0,0.0148969,0
568,1.138,0,-0.043082,0.043082,0,0,0,0.0148814,0
569,1.14,0,-0.0169304,0.0169304,0,0,-0,0.0149414,0
570,1.142,0,-0.00536648,0.00536648,0,0,-0,0.0149637,0
571,1.144,0,0.0041965,-0.0041965,-0,0,-0,0.0149649,0
572,1.146,0,-0.0456934,0.0456934,0,0,0,0.0150064,0
573,1.148,0,-0.0841898,0.0841898,0,0,0,0.0151363,0
574,1.15,0,-0.109235,0.109235,0,0,0,0.0153297,0
575,1.152,0,-0.0156731,0.0156731,0,0,-0,0.0154546,0
576,1.154,0,-0.0382192,0.0382192,0,0,0,0.0155085,0
577,1.156,0,0.0452769,-0.0452769,-0,0,-0,0.0155015,0
578,1.158,0,0.0955832,-0.0955832,-0,0,-0,0.0153606,0
579,1.16,0,0.0996301,-0.0996301,-0,0,-0,0.0151654,0
580,1.162,0,-0.00673246,0.00673246,0,0,0,0.0150725,0
581,1.164,0,-0.0899217,0.0899217,0,0,0,0.0151691,0
582,1.166,0,-0.0793138,0.0793138,0,0,-0,0.0153384,0
583,1.168,0,-0.0623171,0.0623171,0,0,-0,0.01548,0
584,1.17,0,-0.125041,0.125041,0,0,0,0.0156674,0
585,1.172,0,-0.0821738,0.0821738,0,0,-0,0.0158746,0
586,1.174,0,-0.132851,0.132851,0,0,0,0.0160896,0
587,1.176,0,-0.0825904,0.0825904,0,0,-0,0.0163051,0
588,1.178,0,-0.172157,0.172157,0,0,0,0.0165598,0
589,1.18,0,-0.0632454,0.0632454,0,0,-0,0.0167952,0
590,1.182,0,-0.0847946,0.0847946,0,0,0,0.0169432,0
591,1.184,0,-0.00352544,0.00352544,0,0,-0,0.0170316,0
592,1.186,0,0.048244,-0.048244,-0,0,-0,0.0169868,0
593,1.188,0,0.0494226,-0.0494226,-0,0,-0,0.0168892,0
594,1.19,0,-0.0825352,0.0825352,0,0,0,0.0169223,0
595,1.192,0,-0.075148,0.075148,0,0,-0,0.01708,0
596,1.194,0,-0.165165,0.165165,0,0,0,0.0173203,0
597,1.196,0,-0.0928933,0.0928933,0,0,-0,0.0175783,0
598,1.198,0,-0.141783,0.141783,0,0,0,0.017813,0
599,1.2,0,-0.0907036,0.0907036,0,0,-0,0.0180455,0
600,1.202,0,-0.0848923,0.0848923,0,0,-0,0.0182211,0
601,1.204,0,-0.0102745,0.0102745,0,0,-0,0.0183163,0
602,1.206,0,-0.0210719,0.0210719,0,0,0,0.0183476,0
603,1.208,0,0.0822979,-0.0822979,-0,0,-0,0.0182864,0
604,1.21,0,-0.0237688,0.0237688,0,0,0,0.0182279,0
605,1.212,0,-0.0182011,0.0182011,0,0,-0,0.0182698,0
606,1.214,0,-0.101917,0.101917,0,0,0,0.01839,0
607,1.216,0,-0.0915609,0.0915609,0,0,-0,0.0185834,0
608,1.218,0,-0.150191,0.150191,0,0,0,0.0188252,0
609,1.22,0,-0.0796592,0.0796592,0,0,-0,0.019055,0
610,1.222,0,-0.169211,0.169211,0,0,0,0.0193039,0
611,1.224,0,-0.0513357,0.0513357,0,0,-0,0.0195244,0
612,1.226,0,-0.124805,0.124805,0,0,0,0.0197006,0
613,1.228,0,-0.0423205,0.0423205,0,0,-0,0.0198677,0
614,1.23,0,-0.110986,0.110986,0,0,0,0.020021,0
615,1.232,0,-0.0530117,0.0530117,0,0,-0,0.020185,0
616,1.234,0,-0.0598691,0.0598691,0,0,0,0.0202979,0
617,1.236,0,-0.102585,0.102585,0,0,0,0.0204604,0
618,1.238,0,-0.0340703,0.0340703,0,0,-0,0.020597,0
619,1.24,0,-0.0511064,0.0511064,0,0,0,0.0206822,0
620,1.242,0,0.110848,-0.110848,-0,0,-0,0.0206224,0
621,1.244,0,0.029212,-0.029212,-0,0,0,0.0204824,0
622,1.246,0,0.0087559,-0.0087559,-0,0,0,0.0204444,0
623,1.248,0,-0.0720748,0.0720748,0,0,0,0.0205077,0
624,1.25,0,-0.0317562,0.0317562,0,0,-0,0.0206116,0
625,1.252,0,-0.04322,0.04322,0,0,0,0.0206865,0
626,1.254,0,-0.115829,0.115829,0,0,0,0.0208456,0
627,1.256,0,-0.127757,0.127757,0,0,0,0.0210892,0
628,1.258,0,-0.153424,0.153424,0,0,0,0.0213704,0
629,1.26,0,-0.198335,0.198335,0,0,0,0.0217221,0
630,1.262,0,-0.182474,0.182474,0,0,-0,0.0221029,0
631,1.264,0,-0.251585,0.251585,0,0,0,0.022537,0
632,1.266,0,-0.243841,0.243841,0,0,-0,0.0230324,0
633,1.268,0,-0.314236,0.314236,0,0,0,0.0235905,0
634,1.27,0,-0.305925,0.305925,0,0,-0,0.0242106,0
635,1.272,0,-0.377078,0.377078,0,0,0,0.0248936,0
636,1.274,0,-0.365938,0.365938,0,0,-0,0.0256367,0
637,1.276,0,-0.442734,0.442734,0,0,0,0.0264453,0
638,1.278,0,-0.43494,0.43494,0,0,-0,0.027323,0
639,1.28,0,-0.503583,0.503583,0,0,0,0.0282615,0
640,1.282,0,-0.485267,0.485267,0,0,-0,0.0292504,0
641,1.284,0,-0.56054,0.56054,0,0,0,0.0302962,0
642,1.286,0,-0.548764,0.548764,0,0,-0,0.0314055,0
643,1.288,0,-0.611453,0.611453,0,0,0,0.0325657,0
644,1.29,0,-0.598862,0.598862,0,0,-0,0.033776,0
645,1.292,0,-0.660966,0.660966,0,0,0,0.0350359,0
646,1.294,0,-0.639951,0.639951,0,0,-0,0.0363368,0
647,1.296,0,-0.708059,0.708059,0,0,0,0.0376848,0
648,1.298,0,-0.680362,0.680362,0,0,-0,0.0390732,0
649,1.3,0,-0.745327,0.745327,0,0,0,0.0404989,0
650,1.302,0,-0.728386,0.728386,0,0,-0,0.0419726,0
651,1.304,0,-0.80176,0.80176,0,0,0,0.0435028,0
652,1.306,0,-0.774203,0.774203,0,0,-0,0.0450787,0
653,1.308,0,-0.835805,0.835805,0,0,0,0.0466887,0
654,1.31,0,-0.816368,0.816368,0,0,-0,0.0483409,0
655,1.312,0,-0.770263,0.770263,0,0,-0,0.0499275,0
656,1.314,0,-0.771316,0.771316,0,0,0,0.0514691,0
657,1.316,0,-0.833141,0.833141,0,0,0,0.0530736,0
658,1.318,0,-0.800868,0.800868,0,0,-0,0.0547076,0
659,1.32,0,-0.870816,0.870816,0,0,0,0.0563793,0
660,1.322,0,-0.844702,0.844702,0,0,-0,0.0580948,0
661,1.324,0,-0.88474,0.88474,0,0,0,0.0598242,0
662,1.326,0,-0.873132,0.873132,0,0,-0,0.0615821,0
663,1.328,0,-0.99261,0.99261,0,0,0,0.0634478,0
664,1.33,0,-1.02938,1.02938,0,0,0,0.0654698,0
665,1.332,0,-1.13853,1.13853,0,0,0,0.0676377,0
666,1.334,0,-1.15554,1.15554,0,0,0,0.0699318,0
667,1.336,0,-1.28972,1.28972,0,0,0,0.0723771,0
668,1.338,0,-1.30614,1.30614,0,0,0,0.0749729,0
669,1.34,0,-1.39971,1.39971,0,0,0,0.0776788,0
670,1.342,0,-1.43524,1.43524,0,0,0,0.0805137,0
671,1.344,0,-1.52784,1.52784,0,0,0,0.0834768,0
672,1.346,0,-1.49553,1.49553,0,0,-0,0.0865002,0
673,1.348,0,-1.618,1.618,0,0,0,0.0896137,0
674,1.35,0,-1.58048,1.58048,0,0,-0,0.0928122,0
675,1.352,0,-1.62048,1.62048,0,0,0,0.0960132,0
676,1.354,0,-1.59027,1.59027,0,0,-0,0.0992239,0
677,1.356,0,-1.63667,1.63667,0,0,0,0.102451,0
678,1.358,0,-1.55578,1.55578,0,0,-0,0.105643,0
679,1.36,0,-1.62626,1.62626,0,0,0,0.108825,0
680,1.362,0,-1.55152,1.55152,0,0,-0,0.112003,0
681,1.364,0,-1.6195,1.6195,0,0,0,0.115174,0
682,1.366,0,-1.58556,1.58556,0,0,-0,0.118379,0
683,1.368,0,-1.63115,1.63115,0,0,0,0.121596,0
684,1.37,0,-1.52845,1.52845,0,0,-0,0.124756,0
685,1.372,0,-1.5535,1.5535,0,0,0,0.127837,0
686,1.374,0,-1.47649,1.47649,0,0,-0,0.130867,0
687,1.376,0,-1.4994,1.4994,0,0,0,0.133843,0
688,1.378,0,-1.40192,1.40192,0,0,-0,0.136745,0
689,1.38,0,-1.52259,1.52259,0,0,0,0.139669,0
690,1.382,0,-1.50607,1.50607,0,0,-0,0.142698,0
691,1.384,0,-1.63333,1.63333,0,0,0,0.145837,0
692,1.386,0,-1.5935,1.5935,0,0,-0,0.149064,0
693,1.388,0,-1.75278,1.75278,0,0,0,0.15241,0
694,1.39,0,-1.71371,1.71371,0,0,-0,0.155877,0
695,1.392,0,-1.87929,1.87929,0,0,0,0.15947,0
696,1.394,0,-1.75559,1.75559,0,0,-0,0.163105,0
697,1.396,0,-1.94482,1.94482,0,0,0,0.166805,0
698,1.398,0,-1.79187,1.79187,0,0,-0,0.170542,0
699,1.4,0,-1.94398,1.94398,0,0,0,0.174278,0
700,1.402,0,-1.82773,1.82773,0,0,-0,0.178049,0
701,1.404,0,-1.97488,1.97488,0,0,0,0.181852,0
702,1.406,0,-1.97172,1.97172,0,0,-0,0.185799,0
703,1.408,0,-1.97763,1.97763,0,0,0,0.189748,0
704,1.41,0,-1.97055,1.97055,0,0,-0,0.193696,0
705,1.412,0,-1.98041,1.98041,0,0,0,0.197647,0
706,1.414,0,-1.96944,1.96944,0,0,-0,0.201597,0
707,1.416,0,-1.66758,1.66758,0,0,-0,0.205234,0
708,1.418,0,-1.51629,1.51629,0,0,-0,0.208418,0
709,1.42,0,-1.31358,1.31358,0,0,-0,0.211248,0
710,1.422,0,-1.36315,1.36315,0,0,0,0.213924,0
711,1.424,0,-1.50722,1.50722,0,0,0,0.216795,0
712,1.426,0,-1.34768,1.34768,0,0,-0,0.21965,0
713,1.428,0,-1.51072,1.51072,0,0,0,0.222508,0
714,1.43,0,-1.3854,1.3854,0,0,-0,0.225404,0
715,1.432,0,-1.55531,1.55531,0,0,0,0.228345,0
716,1.434,0,-1.41023,1.41023,0,0,-0,0.23131,0
717,1.436,0,-1.18434,1.18434,0,0,-0,0.233905,0
718,1.438,0,-1.01831,1.01831,0,0,-0,0.236108,0
719,1.44,0,-0.820675,0.820675,0,0,-0,0.237947,0
720,1.442,0,-0.590036,0.590036,0,0,-0,0.239357,0
721,1.444,0,-0.556478,0.556478,0,0,-0,0.240504,0
722,1.446,0,-0.377776,0.377776,0,0,-0,0.241438,0
723,1.448,0,-0.46112,0.46112,0,0,0,0.242277,0
724,1.45,0,-0.451493,0.451493,0,0,-0,0.24319,0
725,1.452,0,-0.46714,0.46714,0,0,0,0.244108,0
726,1.454,0,-0.457479,0.457479,0,0,-0,0.245033,0
727,1.456,0,-0.471144,0.471144,0,0,0,0.245962,0
728,1.458,0,-0.573521,0.573521,0,0,0,0.247006,0
729,1.46,0,-0.464111,0.464111,0,0,-0,0.248044,0
730,1.462,0,-0.563545,0.563545,0,0,0,0.249072,0
731,1.464,0,-0.456952,0.456952,0,0,-0,0.250092,0
732,1.466,0,-0.553398,0.553398,0,0,0,0.251102,0
733,1.468,0,-0.449671,0.449671,0,0,-0,0.252105,0
734,1.47,0,-0.543085,0.543085,0,0,0,0.253098,0
735,1.472,0,-0.442271,0.442271,0,0,-0,0.254084,0
736,1.474,0,-0.53261,0.53261,0,0,0,0.255058,0
737,1.476,0,-0.434755,0.434755,0,0,-0,0.256026,0
738,1.478,0,-0.52198,0.52198,0,0,0,0.256983,0
739,1.48,0,-0.427128,0.427128,0,0,-0,0.257932,0
740,1.482,0,-0.5112,0.5112,0,0,0,0.25887,0
741,1.484,0,-0.419396,0.419396,0,0,-0,0.259801,0
742,1.486,0,-0.500276,0.500276,0,0,0,0.26072,0
743,1.488,0,-0.411562,0.411562,0,0,-0,0.261632,0
744,1.49,0,-0.489216,0.489216,0,0,0,0.262533,0
745,1.492,0,-0.403633,0.403633,0,0,-0,0.263426,0
746,1.494,0,-0.478026,0.478026,0,0,0,0.264307,0
747,1.496,0,-0.395614,0.395614,0,0,-0,0.265181,0
748,1.498,0,-0.466713,0.466713,0,0,0,0.266043,0
749,1.5,0,-0.387511,0.387511,0,0,-0,0.266898,0
750,1.502,0,-0.455284,0.455284,0,0,0,0.26774,0
751,1.504,0,-0.444971,0.444971,0,0,-0,0.268641,0
752,1.506,0,-0.390166,0.390166,0,0,-0,0.269476,0
753,1.508,0,-0.402265,0.402265,0,0,0,0.270268,0
754,1.51,0,-0.359515,0.359515,0,0,-0,0.27103,0
755,1.512,0,-0.377945,0.377945,0,0,0,0.271767,0
756,1.514,0,-0.340542,0.340542,0,0,-0,0.272486,0
757,1.516,0,-0.364855,0.364855,0,0,0,0.273191,0
758,1.518,0,-0.329225,0.329225,0,0,-0,0.273885,0
759,1.52,0,-0.266905,0.266905,0,0,-0,0.274481,0
760,1.522,0,-0.314756,0.314756,0,0,0,0.275063,0
761,1.524,0,-0.25658,0.25658,0,0,-0,0.275634,0
762,1.526,0,-0.300172,0.300172,0,0,0,0.276191,0
763,1.528,0,-0.246179,0.246179,0,0,-0,0.276738,0
764,1.53,0,-0.285485,0.285485,0,0,0,0.277269,0
765,1.532,0,-0.235711,0.235711,0,0,-0,0.27779,0
766,1.534,0,-0.270704,0.270704,0,0,0,0.278297,0
767,1.536,0,-0.302428,0.302428,0,0,0,0.27887,0
768,1.538,0,-0.308377,0.308377,0,0,0,0.279481,0
769,1.54,0,-0.340685,0.340685,0,0,0,0.28013,0
770,1.542,0,-0.373907,0.373907,0,0,0,0.280844,0
771,1.544,0,-0.421312,0.421312,0,0,0,0.28164,0
772,1.546,0,-0.478429,0.478429,0,0,0,0.282539,0
773,1.548,0,-0.532355,0.532355,0,0,0,0.28355,0
774,1.55,0,-0.630906,0.630906,0,0,0,0.284713,0
775,1.552,0,-0.31524,0.31524,0,0,-0,0.28566,0
776,1.554,0,0.277685,-0.277685,-0,0,-0,0.285697,0
777,1.556,0,0.671441,-0.671441,-0,0,-0,0.284748,0
778,1.558,0,0.943137,-0.943137,-0,0,-0,0.283133,0
779,1.56,0,1.35744,-1.35744,-0,0,-0,0.280833,0
780,1.562,0,1.49463,-1.49463,-0,0,-0,0.277981,0
781,1.564,0,1.16878,-1.16878,-0,0,0,0.275317,0
782,1.566,0,0.802405,-0.802405,-0,0,0,0.273346,0
783,1.568,0,0.670935,-0.670935,-0,0,0,0.271873,0
784,1.57,0,0.426406,-0.426406,-0,0,0,0.270776,0
785,1.572,0,0.276986,-0.276986,-0,0,0,0.270072,0
786,1.574,0,-0.0811163,0.0811163,0,0,0,0.269876,0
787,1.576,0,0.176445,-0.176445,-0,0,-0,0.269781,0
788,1.578,0,-0.137238,0.137238,0,0,0,0.269742,0
789,1.58,0,-0.213998,0.213998,0,0,0,0.270093,0
790,1.582,0,-0.162314,0.162314,0,0,-0,0.270469,0
791,1.584,0,-0.285541,0.285541,0,0,0,0.270917,0
792,1.586,0,-0.345179,0.345179,0,0,0,0.271548,0
793,1.588,0,-0.469386,0.469386,0,0,0,0.272362,0
794,1.59,0,-0.537778,0.537778,0,0,0,0.27337,0
