step,timestamp,target,actual,error,P,I,D,integral,output
795,1.592,0,-0.6779,0.6779,0,0,0,0.274585,0
796,1.594,0,-0.74974,0.74974,0,0,0,0.276013,0
797,1.596,0,-0.890696,0.890696,0,0,0,0.277653,0
798,1.598,0,-0.659861,0.659861,0,0,-0,0.279204,0
799,1.6,0,-0.550767,0.550767,0,0,-0,0.280415,0
800,1.602,0,-0.326515,0.326515,0,0,-0,0.281292,0
801,1.604,0,-0.394487,0.394487,0,0,0,0.282013,0
802,1.606,0,-0.167364,0.167364,0,0,-0,0.282575,0
803,1.608,0,-0.285033,0.285033,0,0,0,0.283027,0
804,1.61,0,-0.0689923,0.0689923,0,0,-0,0.283381,0
805,1.612,0,-0.184194,0.184194,0,0,0,0.283634,0
806,1.614,0,-0.021388,0.021388,0,0,-0,0.28384,0
807,1.616,0,-0.127308,0.127308,0,0,0,0.283989,0
808,1.618,0,-0.00410065,0.00410065,0,0,-0,0.28412,0
809,1.62,0,-0.113044,0.113044,0,0,0,0.284237,0
810,1.622,0,0.0111781,-0.0111781,-0,0,-0,0.284339,0
811,1.624,0,-0.10197,0.10197,0,0,0,0.28443,0
812,1.626,0,0.0232577,-0.0232577,-0,0,-0,0.284508,0
813,1.628,0,-0.195363,0.195363,0,0,0,0.284681,0
814,1.63,0,0.0252365,-0.0252365,-0,0,-0,0.284851,0
815,1.632,0,-0.192573,0.192573,0,0,0,0.285018,0
816,1.634,0,-0.40947,0.40947,0,0,0,0.28562,0
817,1.636,0,-0.625445,0.625445,0,0,0,0.286655,0
818,1.638,0,-0.840486,0.840486,0,0,0,0.288121,0
819,1.64,0,-1.05458,1.05458,0,0,0,0.290016,0
820,1.642,0,-1.23225,1.23225,0,0,0,0.292303,0
821,1.644,0,-1.44497,1.44497,0,0,0,0.29498,0
822,1.646,0,-1.5689,1.5689,0,0,0,0.297994,0
823,1.648,0,-1.76537,1.76537,0,0,0,0.301328,0
824,1.65,0,-1.89228,1.89228,0,0,0,0.304986,0
825,1.652,0,-2.01317,2.01317,0,0,0,0.308891,0
826,1.654,0,-2.14075,2.14075,0,0,0,0.313045,0
827,1.656,0,-2.26216,2.26216,0,0,0,0.317448,0
828,1.658,0,-2.39051,2.39051,0,0,0,0.322101,0
829,1.66,0,-2.51237,2.51237,0,0,0,0.327004,0
830,1.662,0,-2.64157,2.64157,0,0,0,0.332158,0
831,1.664,0,-2.33564,2.33564,0,0,-0,0.337135,0
832,1.666,0,-1.82679,1.82679,0,0,-0,0.341297,0
833,1.668,0,-1.47273,1.47273,0,0,-0,0.344597,0
834,1.67,0,-1.18051,1.18051,0,0,-0,0.34725,0
835,1.672,0,-0.938414,0.938414,0,0,-0,0.349369,0
836,1.674,0,-0.69101,0.69101,0,0,-0,0.350998,0
837,1.676,0,-0.70473,0.70473,0,0,0,0.352394,0
838,1.678,0,-0.640635,0.640635,0,0,-0,0.353739,0
839,1.68,0,-0.452949,0.452949,0,0,-0,0.354833,0
840,1.682,0,-0.504463,0.504463,0,0,0,0.35579,0
841,1.684,0,-0.540642,0.540642,0,0,0,0.356836,0
842,1.686,0,-0.559032,0.559032,0,0,0,0.357935,0
843,1.688,0,-0.651333,0.651333,0,0,0,0.359146,0
844,1.69,0,-0.719278,0.719278,0,0,0,0.360516,0
845,1.692,0,-0.85499,0.85499,0,0,0,0.36209,0
846,1.694,0,-0.941904,0.941904,0,0,0,0.363887,0
847,1.696,0,-1.07644,1.07644,0,0,0,0.365906,0
848,1.698,0,-1.0336,1.0336,0,0,-0,0.368016,0
849,1.7,0,-1.06283,1.06283,0,0,0,0.370112,0
850,1.702,0,-1.13706,1.13706,0,0,0,0.372312,0
851,1.704,0,-0.998196,0.998196,0,0,-0,0.374447,0
852,1.706,0,-0.793822,0.793822,0,0,-0,0.376239,0
853,1.708,0,-0.659078,0.659078,0,0,-0,0.377692,0
854,1.71,0,-0.45669,0.45669,0,0,-0,0.378808,0
855,1.712,0,-0.325141,0.325141,0,0,-0,0.37959,0
856,1.714,0,-0.527676,0.527676,0,0,0,0.380443,0
857,1.716,0,-0.327145,0.327145,0,0,-0,0.381297,0
858,1.718,0,-0.529233,0.529233,0,0,0,0.382154,0
859,1.72,0,-0.730684,0.730684,0,0,0,0.383414,0
860,1.722,0,-0.453299,0.453299,0,0,-0,0.384598,0
861,1.724,0,-0.462806,0.462806,0,0,0,0.385514,0
862,1.726,0,-0.408737,0.408737,0,0,-0,0.386385,0
863,1.728,0,-0.547901,0.547901,0,0,0,0.387342,0
864,1.73,0,-0.746884,0.746884,0,0,0,0.388637,0
865,1.732,0,-0.885248,0.885248,0,0,0,0.390269,0
866,1.734,0,-1.08291,1.08291,0,0,0,0.392237,0
867,1.736,0,-1.21035,1.21035,0,0,0,0.39453,0
868,1.738,0,-1.39936,1.39936,0,0,0,0.39714,0
869,1.74,0,-1.5078,1.5078,0,0,0,0.400047,0
870,1.742,0,-1.70346,1.70346,0,0,0,0.403258,0
871,1.744,0,-1.8191,1.8191,0,0,0,0.406781,0
872,1.746,0,-2.03202,2.03202,0,0,0,0.410632,0
873,1.748,0,-2.05607,2.05607,0,0,0,0.41472,0
874,1.75,0,-1.90011,1.90011,0,0,-0,0.418676,0
875,1.752,0,-2.10243,2.10243,0,0,0,0.422679,0
876,1.754,0,-1.94211,1.94211,0,0,-0,0.426724,0
877,1.756,0,-1.7814,1.7814,0,0,-0,0.430447,0
878,1.758,0,-1.62078,1.62078,0,0,-0,0.433849,0
879,1.76,0,-1.46065,1.46065,0,0,-0,0.436931,0
880,1.762,0,-1.31831,1.31831,0,0,-0,0.43971,0
881,1.764,0,-1.16632,1.16632,0,0,-0,0.442194,0
882,1.766,0,-1.05703,1.05703,0,0,-0,0.444418,0
883,1.768,0,-0.932895,0.932895,0,0,-0,0.446408,0
884,1.77,0,-0.823094,0.823094,0,0,-0,0.448164,0
885,1.772,0,-0.698186,0.698186,0,0,-0,0.449685,0
886,1.774,0,-0.588357,0.588357,0,0,-0,0.450971,0
887,1.776,0,-0.461056,0.461056,0,0,-0,0.452021,0
888,1.778,0,-0.351692,0.351692,0,0,-0,0.452833,0
889,1.78,0,-0.222286,0.222286,0,0,-0,0.453407,0
890,1.782,0,-0.113793,0.113793,0,0,-0,0.453744,0
891,1.784,0,0.0173952,-0.0173952,-0,0,-0,0.45384,0
892,1.786,0,0.124689,-0.124689,-0,0,-0,0.453698,0
893,1.788,0,0.25737,-0.25737,-0,0,-0,0.453316,0
894,1.79,0,0.293152,-0.293152,-0,0,-0,0.452765,0
895,1.792,0,0.427022,-0.427022,-0,0,-0,0.452045,0
896,1.794,0,0.280497,-0.280497,-0,0,0,0.451338,0
897,1.796,0,0.415236,-0.415236,-0,0,-0,0.450642,0
898,1.798,0,0.259004,-0.259004,-0,0,0,0.449968,0
899,1.8,0,0.394448,-0.394448,-0,0,-0,0.449314,0
900,1.802,0,0.237157,-0.237157,-0,0,0,0.448683,0
901,1.804,0,0.373241,-0.373241,-0,0,-0,0.448072,0
902,1.806,0,0.215217,-0.215217,-0,0,0,0.447484,0
903,1.808,0,0.351772,-0.351772,-0,0,-0,0.446917,0
904,1.81,0,0.19289,-0.19289,-0,0,0,0.446372,0
905,1.812,0,0.329887,-0.329887,-0,0,-0,0.445849,0
906,1.814,0,0.170219,-0.170219,-0,0,0,0.445349,0
907,1.816,0,0.308336,-0.308336,-0,0,-0,0.444871,0
908,1.818,0,0.148123,-0.148123,-0,0,0,0.444414,0
909,1.82,0,0.286359,-0.286359,-0,0,-0,0.44398,0
910,1.822,0,0.125346,-0.125346,-0,0,0,0.443568,0
911,1.824,0,0.263753,-0.263753,-0,0,-0,0.443179,0
912,1.826,0,0.102053,-0.102053,-0,0,0,0.442813,0
913,1.828,0,0.24052,-0.24052,-0,0,-0,0.44247,0
914,1.83,0,0.0782325,-0.0782325,-0,0,0,0.442152,0
915,1.832,0,0.216689,-0.216689,-0,0,-0,0.441857,0
916,1.834,0,0.0539205,-0.0539205,-0,0,0,0.441586,0
917,1.836,0,0.192306,-0.192306,-0,0,-0,0.44134,0
918,1.838,0,0.0291692,-0.0291692,-0,0,0,0.441118,0
919,1.84,0,0.167429,-0.167429,-0,0,-0,0.440922,0
920,1.842,0,0.00403325,-0.00403325,-0,0,0,0.44075,0
921,1.844,0,0.139166,-0.139166,-0,0,-0,0.440607,0
922,1.846,0,-0.0235592,0.0235592,0,0,0,0.440492,0
923,1.848,0,0.11133,-0.11133,-0,0,-0,0.440404,0
924,1.85,0,-0.050607,0.050607,0,0,0,0.440343,0
925,1.852,0,0.0885964,-0.0885964,-0,0,-0,0.440305,0
926,1.854,0,-0.0735509,0.0735509,0,0,0,0.44029,0
927,1.856,0,0.0648966,-0.0648966,-0,0,-0,0.440299,0
928,1.858,0,-0.0972718,0.0972718,0,0,0,0.440331,0
929,1.86,0,0.0406295,-0.0406295,-0,0,-0,0.440388,0
930,1.862,0,-0.121365,0.121365,0,0,0,0.440469,0
931,1.864,0,0.0159304,-0.0159304,-0,0,-0,0.440574,0
932,1.866,0,-0.145704,0.145704,0,0,0,0.440704,0
933,1.868,0,-0.00903683,0.00903683,0,0,-0,0.440858,0
934,1.87,0,-0.170135,0.170135,0,0,0,0.441038,0
935,1.872,0,-0.0341144,0.0341144,0,0,-0,0.441242,0
936,1.874,0,-0.194494,0.194494,0,0,0,0.44147,0
937,1.876,0,-0.0591451,0.0591451,0,0,-0,0.441724,0
938,1.878,0,-0.218599,0.218599,0,0,0,0.442002,0
939,1.88,0,-0.0839536,0.0839536,0,0,-0,0.442304,0
940,1.882,0,-0.242289,0.242289,0,0,0,0.442631,0
941,1.884,0,-0.108358,0.108358,0,0,-0,0.442981,0
942,1.886,0,-0.265377,0.265377,0,0,0,0.443355,0
943,1.888,0,-0.132177,0.132177,0,0,-0,0.443753,0
944,1.89,0,-0.287663,0.287663,0,0,0,0.444172,0
945,1.892,0,-0.155219,0.155219,0,0,-0,0.444615,0
946,1.894,0,-0.30894,0.30894,0,0,0,0.445079,0
947,1.896,0,-0.177277,0.177277,0,0,-0,0.445566,0
948,1.898,0,-0.328982,0.328982,0,0,0,0.446072,0
949,1.9,0,-0.198133,0.198133,0,0,-0,0.446599,0
950,1.902,0,-0.347551,0.347551,0,0,0,0.447145,0
951,1.904,0,-0.217565,0.217565,0,0,-0,0.44771,0
952,1.906,0,-0.364395,0.364395,0,0,0,0.448292,0
953,1.908,0,-0.23535,0.23535,0,0,-0,0.448892,0
954,1.91,0,-0.379265,0.379265,0,0,0,0.449506,0
955,1.912,0,-0.251306,0.251306,0,0,-0,0.450137,0
956,1.914,0,-0.391941,0.391941,0,0,0,0.45078,0
957,1.916,0,-0.265336,0.265336,0,0,-0,0.451437,0
958,1.918,0,-0.402281,0.402281,0,0,0,0.452105,0
959,1.92,0,-0.27742,0.27742,0,0,-0,0.452785,0
960,1.922,0,-0.410205,0.410205,0,0,0,0.453472,0
961,1.924,0,-0.287657,0.287657,0,0,-0,0.45417,0
962,1.926,0,-0.415766,0.415766,0,0,0,0.454874,0
963,1.928,0,-0.296389,0.296389,0,0,-0,0.455586,0
964,1.93,0,-0.419267,0.419267,0,0,0,0.456301,0
965,1.932,0,-0.304277,0.304277,0,0,-0,0.457025,0
966,1.934,0,-0.421353,0.421353,0,0,0,0.457751,0
967,1.936,0,-0.312343,0.312343,0,0,-0,0.458484,0
968,1.938,0,-0.423066,0.423066,0,0,0,0.45922,0
969,1.94,0,-0.321924,0.321924,0,0,-0,0.459965,0
970,1.942,0,-0.425794,0.425794,0,0,0,0.460712,0
971,1.944,0,-0.334461,0.334461,0,0,-0,0.461473,0
972,1.946,0,-0.431061,0.431061,0,0,0,0.462238,0
973,1.948,0,-0.351171,0.351171,0,0,-0,0.46302,0
974,1.95,0,-0.440163,0.440163,0,0,0,0.463812,0
975,1.952,0,-0.372719,0.372719,0,0,-0,0.464625,0
976,1.954,0,-0.453833,0.453833,0,0,0,0.465451,0
977,1.956,0,-0.399083,0.399083,0,0,-0,0.466304,0
978,1.958,0,-0.472103,0.472103,0,0,0,0.467175,0
979,1.96,0,-0.429657,0.429657,0,0,-0,0.468077,0
980,1.962,0,-0.494415,0.494415,0,0,0,0.469001,0
981,1.964,0,-0.463497,0.463497,0,0,-0,0.469959,0
982,1.966,0,-0.519768,0.519768,0,0,0,0.470942,0
983,1.968,0,-0.499461,0.499461,0,0,-0,0.471961,0
984,1.97,0,-0.547174,0.547174,0,0,0,0.473008,0
985,1.972,0,0.166644,-0.166644,-0,0,-0,0.473389,0
986,1.974,0,0.695991,-0.695991,-0,0,-0,0.472526,0
987,1.976,0,1.10372,-1.10372,-0,0,-0,0.470726,0
988,1.978,0,1.42992,-1.42992,-0,0,-0,0.468193,0
989,1.98,0,1.77635,-1.77635,-0,0,-0,0.464986,0
990,1.982,0,2.03268,-2.03268,-0,0,-0,0.461177,0
991,1.984,0,2.2765,-2.2765,-0,0,-0,0.456868,0
992,1.986,0,2.46774,-2.46774,-0,0,-0,0.452124,0
993,1.988,0,2.66753,-2.66753,-0,0,-0,0.446989,0
994,1.99,0,2.82973,-2.82973,-0,0,-0,0.441491,0
995,1.992,0,2.80634,-2.80634,-0,0,0,0.435855,0
996,1.994,0,2.75588,-2.75588,-0,0,0,0.430293,0
997,1.996,0,2.73792,-2.73792,-0,0,0,0.424799,0
998,1.998,0,2.69734,-2.69734,-0,0,0,0.419364,0
999,2,0,2.80872,-2.80872,-0,0,-0,0.413858,0
1000,2.002,0,2.6791,-2.6791,-0,0,0,0.40837,0
1001,2.004,0,2.80875,-2.80875,-0,0,-0,0.402882,0
1002,2.006,0,2.93879,-2.93879,-0,0,-0,0.397135,0
1003,2.008,0,3.06912,-3.06912,-0,0,-0,0.391127,0
1004,2.01,0,3.19966,-3.19966,-0,0,-0,0.384858,0
1005,2.012,0,3.33035,-3.33035,-0,0,-0,0.378328,0
1006,2.014,0,3.42522,-3.42522,-0,0,-0,0.371572,0
1007,2.016,0,3.55645,-3.55645,-0,0,-0,0.364591,0
1008,2.018,0,3.56304,-3.56304,-0,0,-0,0.357471,0
1009,2.02,0,3.69587,-3.69587,-0,0,-0,0.350212,0
1010,2.022,0,3.69438,-3.69438,-0,0,0,0.342822,0
1011,2.024,0,3.78594,-3.78594,-0,0,-0,0.335342,0
1012,2.026,0,3.79645,-3.79645,-0,0,-0,0.327759,0
1013,2.028,0,3.75844,-3.75844,-0,0,0,0.320205,0
1014,2.03,0,3.77134,-3.77134,-0,0,-0,0.312675,0
1015,2.032,0,3.74613,-3.74613,-0,0,0,0.305157,0
1016,2.034,0,3.76123,-3.76123,-0,0,-0,0.29765,0
1017,2.036,0,3.75303,-3.75303,-0,0,0,0.290136,0
1018,2.038,0,3.77031,-3.77031,-0,0,-0,0.282612,0
1019,2.04,0,3.76033,-3.76033,-0,0,0,0.275082,0
1020,2.042,0,3.77976,-3.77976,-0,0,-0,0.267542,0
1021,2.044,0,3.76749,-3.76749,-0,0,0,0.259994,0
1022,2.046,0,3.78903,-3.78903,-0,0,-0,0.252438,0
1023,2.048,0,3.77449,-3.77449,-0,0,0,0.244874,0
1024,2.05,0,3.79807,-3.79807,-0,0,-0,0.237302,0
1025,2.052,0,3.78128,-3.78128,-0,0,0,0.229722,0
1026,2.054,0,3.80686,-3.80686,-0,0,-0,0.222134,0
1027,2.056,0,3.78784,-3.78784,-0,0,0,0.21454,0
1028,2.058,0,3.81537,-3.81537,-0,0,-0,0.206936,0
1029,2.06,0,3.79415,-3.79415,-0,0,0,0.199327,0
1030,2.062,0,3.8236,-3.8236,-0,0,-0,0.191709,0
1031,2.064,0,3.80021,-3.80021,-0,0,0,0.184085,0
1032,2.066,0,3.83153,-3.83153,-0,0,-0,0.176454,0
1033,2.068,0,3.80603,-3.80603,-0,0,0,0.168816,0
1034,2.07,0,3.83919,-3.83919,-0,0,-0,0.161171,0
1035,2.072,0,3.81161,-3.81161,-0,0,0,0.15352,0
1036,2.074,0,3.84659,-3.84659,-0,0,-0,0.145862,0
1037,2.076,0,3.81697,-3.81697,-0,0,0,0.138198,0
1038,2.078,0,3.85371,-3.85371,-0,0,-0,0.130528,0
1039,2.08,0,3.8221,-3.8221,-0,0,0,0.122852,0
1040,2.082,0,3.86055,-3.86055,-0,0,-0,0.115169,0
1041,2.084,0,3.82697,-3.82697,-0,0,0,0.107482,0
1042,2.086,0,3.86709,-3.86709,-0,0,-0,0.0997875,0
1043,2.088,0,3.83157,-3.83157,-0,0,0,0.0920888,0
1044,2.09,0,3.87329,-3.87329,-0,0,-0,0.084384,0
1045,2.092,0,3.83586,-3.83586,-0,0,0,0.0766748,0
1046,2.094,0,3.87915,-3.87915,-0,0,-0,0.0689598,0
1047,2.096,0,3.83985,-3.83985,-0,0,0,0.0612408,0
1048,2.098,0,3.88465,-3.88465,-0,0,-0,0.0535163,0
1049,2.1,0,3.84353,-3.84353,-0,0,0,0.0457881,0
1050,2.102,0,3.88981,-3.88981,-0,0,-0,0.0380548,0
1051,2.104,0,3.84691,-3.84691,-0,0,0,0.0303181,0
1052,2.106,0,3.89462,-3.89462,-0,0,-0,0.0225765,0
1053,2.108,0,3.85,-3.85,-0,0,0,0.0148319,0
1054,2.11,0,3.89909,-3.89909,-0,0,-0,0.00708281,0
1055,2.112,0,3.85279,-3.85279,-0,-0,0,-0.000669071,0
1056,2.114,0,3.90322,-3.90322,-0,-0,-0,-0.00842509,-0
1057,2.116,0,3.85528,-3.85528,-0,-0,0,-0.0161836,0
1058,2.118,0,3.90701,-3.90701,-0,-0,-0,-0.0239459,-0
1059,2.12,0,3.85747,-3.85747,-0,-0,0,-0.0317104,0
1060,2.122,0,3.91042,-3.91042,-0,-0,-0,-0.0394782,-0
1061,2.124,0,3.85932,-3.85932,-0,-0,0,-0.047248,0
1062,2.126,0,3.91345,-3.91345,-0,-0,-0,-0.0550208,-0
1063,2.128,0,3.86083,-3.86083,-0,-0,0,-0.062795,0
1064,2.13,0,3.9161,-3.9161,-0,-0,-0,-0.070572,-0
1065,2.132,0,3.862,-3.862,-0,-0,0,-0.0783501,0
1066,2.134,0,3.91835,-3.91835,-0,-0,-0,-0.0861304,-0
1067,2.136,0,3.86283,-3.86283,-0,-0,0,-0.0939116,0
1068,2.138,0,3.92021,-3.92021,-0,-0,-0,-0.101695,-0
1069,2.14,0,3.86332,-3.86332,-0,-0,0,-0.109478,0
1070,2.142,0,3.92168,-3.92168,-0,-0,-0,-0.117263,-0
1071,2.144,0,3.86347,-3.86347,-0,-0,0,-0.125048,0
1072,2.146,0,3.92278,-3.92278,-0,-0,-0,-0.132835,-0
1073,2.148,0,3.76524,-3.76524,-0,-0,0,-0.140523,0
1074,2.15,0,3.78994,-3.78994,-0,-0,-0,-0.148078,-0
1075,2.152,0,3.64853,-3.64853,-0,-0,0,-0.155516,0
1076,2.154,0,3.68839,-3.68839,-0,-0,-0,-0.162853,-0
1077,2.156,0,3.55908,-3.55908,-0,-0,0,-0.170101,0
1078,2.158,0,3.60981,-3.60981,-0,-0,-0,-0.17727,-0
1079,2.16,0,3.48938,-3.48938,-0,-0,0,-0.184369,0
1080,2.162,0,3.54781,-3.54781,-0,-0,-0,-0.191406,-0
1081,2.164,0,3.43392,-3.43392,-0,-0,0,-0.198388,0
1082,2.166,0,3.49768,-3.49768,-0,-0,-0,-0.205319,-0
1083,2.168,0,3.38865,-3.38865,-0,-0,0,-0.212206,0
1084,2.17,0,3.45596,-3.45596,-0,-0,-0,-0.21905,-0
1085,2.172,0,3.3506,-3.3506,-0,-0,0,-0.225857,0
1086,2.174,0,3.42017,-3.42017,-0,-0,-0,-0.232627,-0
1087,2.176,0,3.31762,-3.31762,-0,-0,0,-0.239365,0
1088,2.178,0,3.38845,-3.38845,-0,-0,-0,-0.246071,-0
1089,2.18,0,3.28813,-3.28813,-0,-0,0,-0.252748,0
1090,2.182,0,3.3595,-3.3595,-0,-0,-0,-0.259396,-0
1091,2.184,0,3.26101,-3.26101,-0,-0,0,-0.266016,0
1092,2.186,0,3.33234,-3.33234,-0,-0,-0,-0.272609,-0
1093,2.188,0,3.23541,-3.23541,-0,-0,0,-0.279177,0
1094,2.19,0,3.30629,-3.30629,-0,-0,-0,-0.285719,-0
1095,2.192,0,3.21076,-3.21076,-0,-0,0,-0.292236,0
1096,2.194,0,3.28084,-3.28084,-0,-0,-0,-0.298728,-0
1097,2.196,0,3.18662,-3.18662,-0,-0,0,-0.305195,0
1098,2.198,0,3.25565,-3.25565,-0,-0,-0,-0.311637,-0
1099,2.2,0,3.1627,-3.1627,-0,-0,0,-0.318056,0
1100,2.202,0,3.23048,-3.23048,-0,-0,-0,-0.324449,-0
1101,2.204,0,3.13879,-3.13879,-0,-0,0,-0.330818,0
1102,2.206,0,3.20514,-3.20514,-0,-0,-0,-0.337162,-0
1103,2.208,0,3.11476,-3.11476,-0,-0,0,-0.343482,0
1104,2.21,0,3.17954,-3.17954,-0,-0,-0,-0.349776,-0
1105,2.212,0,3.09051,-3.09051,-0,-0,0,-0.356046,0
1106,2.214,0,3.1536,-3.1536,-0,-0,-0,-0.36229,-0
1107,2.216,0,3.066,-3.066,-0,-0,0,-0.36851,0
1108,2.218,0,3.1273,-3.1273,-0,-0,-0,-0.374703,-0
1109,2.22,0,3.04119,-3.04119,-0,-0,0,-0.380872,0
1110,2.222,0,3.10098,-3.10098,-0,-0,-0,-0.387014,-0
1111,2.224,0,3.01645,-3.01645,-0,-0,0,-0.393131,0
1112,2.226,0,3.07428,-3.07428,-0,-0,-0,-0.399222,-0
1113,2.228,0,2.99143,-2.99143,-0,-0,0,-0.405288,0
1114,2.23,0,3.04719,-3.04719,-0,-0,-0,-0.411326,-0
1115,2.232,0,2.96613,-2.96613,-0,-0,0,-0.41734,0
1116,2.234,0,3.01974,-3.01974,-0,-0,-0,-0.423326,-0
1117,2.236,0,2.94057,-2.94057,-0,-0,0,-0.429286,0
1118,2.238,0,2.99196,-2.99196,-0,-0,-0,-0.435218,-0
1119,2.24,0,2.9148,-2.9148,-0,-0,0,-0.441125,0
1120,2.242,0,2.96389,-2.96389,-0,-0,-0,-0.447004,-0
1121,2.244,0,2.88887,-2.88887,-0,-0,0,-0.452857,0
1122,2.246,0,2.93558,-2.93558,-0,-0,-0,-0.458681,-0
1123,2.248,0,2.86284,-2.86284,-0,-0,0,-0.464479,0
1124,2.25,0,2.9071,-2.9071,-0,-0,-0,-0.470249,-0
1125,2.252,0,2.83678,-2.83678,-0,-0,0,-0.475993,0
1126,2.254,0,2.87851,-2.87851,-0,-0,-0,-0.481709,-0
1127,2.256,0,2.81074,-2.81074,-0,-0,0,-0.487398,0
1128,2.258,0,2.84988,-2.84988,-0,-0,-0,-0.493058,-0
1129,2.26,0,2.78482,-2.78482,-0,-0,0,-0.498693,0
1130,2.262,0,2.82129,-2.82129,-0,-0,-0,-0.504299,-0
1131,2.264,0,2.75911,-2.75911,-0,-0,0,-0.50988,0
1132,2.266,0,2.79282,-2.79282,-0,-0,-0,-0.515432,-0
1133,2.268,0,2.73369,-2.73369,-0,-0,0,-0.520958,0
1134,2.27,0,2.76433,-2.76433,-0,-0,-0,-0.526456,-0
1135,2.272,0,2.70846,-2.70846,-0,-0,0,-0.531929,0
1136,2.274,0,2.73576,-2.73576,-0,-0,-0,-0.537373,-0
1137,2.276,0,2.68341,-2.68341,-0,-0,0,-0.542792,0
1138,2.278,0,2.70726,-2.70726,-0,-0,-0,-0.548183,-0
1139,2.28,0,2.65871,-2.65871,-0,-0,0,-0.553549,0
1140,2.282,0,2.67897,-2.67897,-0,-0,-0,-0.558887,-0
1141,2.284,0,2.63451,-2.63451,-0,-0,0,-0.5642,0
1142,2.286,0,2.65107,-2.65107,-0,-0,-0,-0.569486,-0
1143,2.288,0,2.611,-2.611,-0,-0,0,-0.574748,0
1144,2.29,0,2.62374,-2.62374,-0,-0,-0,-0.579983,-0
1145,2.292,0,2.58841,-2.58841,-0,-0,0,-0.585195,0
1146,2.294,0,2.59721,-2.59721,-0,-0,-0,-0.59038,-0
1147,2.296,0,2.56697,-2.56697,-0,-0,0,-0.595544,0
1148,2.298,0,2.5717,-2.5717,-0,-0,-0,-0.600683,-0
1149,2.3,0,2.54697,-2.54697,-0,-0,0,-0.605802,0
1150,2.302,0,2.54749,-2.54749,-0,-0,-0,-0.610896,-0
1151,2.304,0,2.52689,-2.52689,-0,-0,0,-0.615971,0
1152,2.306,0,2.52296,-2.52296,-0,-0,0,-0.621021,0
1153,2.308,0,2.50694,-2.50694,-0,-0,0,-0.62605,0
1154,2.31,0,2.49816,-2.49816,-0,-0,0,-0.631056,0
1155,2.312,0,2.48853,-2.48853,-0,-0,0,-0.636042,0
1156,2.314,0,2.4741,-2.4741,-0,-0,0,-0.641005,0
1157,2.316,0,2.47139,-2.47139,-0,-0,0,-0.64595,0
1158,2.318,0,2.44979,-2.44979,-0,-0,0,-0.650872,0
1159,2.32,0,2.45432,-2.45432,-0,-0,-0,-0.655776,-0
1160,2.322,0,2.42273,-2.42273,-0,-0,0,-0.660653,0
1161,2.324,0,2.4346,-2.4346,-0,-0,-0,-0.66551,-0
1162,2.326,0,2.38836,-2.38836,-0,-0,0,-0.670333,0
1163,2.328,0,2.4076,-2.4076,-0,-0,-0,-0.675129,-0
1164,2.33,0,2.34377,-2.34377,-0,-0,0,-0.67988,0
1165,2.332,0,2.36969,-2.36969,-0,-0,-0,-0.684594,-0
1166,2.334,0,2.28812,-2.28812,-0,-0,0,-0.689252,0
1167,2.336,0,2.32041,-2.32041,-0,-0,-0,-0.69386,-0
1168,2.338,0,2.30086,-2.30086,-0,-0,0,-0.698481,0
1169,2.34,0,2.2651,-2.2651,-0,-0,0,-0.703047,0
1170,2.342,0,2.24315,-2.24315,-0,-0,0,-0.707556,0
1171,2.344,0,2.22057,-2.22057,-0,-0,0,-0.712019,0
1172,2.346,0,2.19773,-2.19773,-0,-0,0,-0.716438,0
1173,2.348,0,2.17493,-2.17493,-0,-0,0,-0.72081,0
1174,2.35,0,2.15236,-2.15236,-0,-0,0,-0.725138,0
1175,2.352,0,2.15694,-2.15694,-0,-0,-0,-0.729447,-0
1176,2.354,0,2.14889,-2.14889,-0,-0,0,-0.733753,0
1177,2.356,0,2.22036,-2.22036,-0,-0,-0,-0.738122,-0
1178,2.358,0,2.22679,-2.22679,-0,-0,-0,-0.742569,-0
1179,2.36,0,2.30739,-2.30739,-0,-0,-0,-0.747103,-0
1180,2.362,0,2.31294,-2.31294,-0,-0,-0,-0.751724,-0
1181,2.364,0,2.39754,-2.39754,-0,-0,-0,-0.756434,-0
1182,2.366,0,2.40189,-2.40189,-0,-0,-0,-0.761233,-0
1183,2.368,0,2.4894,-2.4894,-0,-0,-0,-0.766125,-0
1184,2.37,0,2.49423,-2.49423,-0,-0,-0,-0.771108,-0
1185,2.372,0,2.58333,-2.58333,-0,-0,-0,-0.776186,-0
1186,2.374,0,2.58845,-2.58845,-0,-0,-0,-0.781358,-0
1187,2.376,0,2.67818,-2.67818,-0,-0,-0,-0.786624,-0
1188,2.378,0,2.66004,-2.66004,-0,-0,0,-0.791963,0
1189,2.38,0,2.75012,-2.75012,-0,-0,-0,-0.797373,-0
1190,2.382,0,2.64534,-2.64534,-0,-0,0,-0.802768,0
1191,2.384,0,2.73674,-2.73674,-0,-0,-0,-0.80815,-0
1192,2.386,0,2.62735,-2.62735,-0,-0,0,-0.813514,0
1193,2.388,0,2.71908,-2.71908,-0,-0,-0,-0.818861,-0
1194,2.39,0,2.61077,-2.61077,-0,-0,0,-0.824191,0
1195,2.392,0,2.70256,-2.70256,-0,-0,-0,-0.829504,-0
1196,2.394,0,2.59528,-2.59528,-0,-0,0,-0.834802,0
1197,2.396,0,2.68684,-2.68684,-0,-0,-0,-0.840084,-0
